"date","cloud_cover","cloud_cover_percentage"
"2004-05-28",0.539233267307281,53.9233267307281
"2004-05-29",0.126623570919037,12.6623570919037
"2004-05-30",0.851013362407684,85.1013362407684
"2004-05-31",0.77004474401474,77.004474401474
"2004-06-01",1,100
"2004-06-02",0.960756540298462,96.0756540298462
"2004-06-03",0.997504889965057,99.7504889965057
"2004-06-04",1,100
"2004-06-05",0.742650151252747,74.2650151252747
"2004-06-06",0.508783459663391,50.8783459663391
"2004-06-07",0.0101199522614479,1.01199522614479
"2004-06-08",0.0155112519860268,1.55112519860268
"2004-06-09",0.525349259376526,52.5349259376526
"2004-06-10",0.966403543949127,96.6403543949127
"2004-06-11",1,100
"2004-06-12",0.892104387283325,89.2104387283325
"2004-06-13",0.862208724021912,86.2208724021912
"2004-06-14",0.418364405632019,41.8364405632019
"2004-06-15",0.999582886695862,99.9582886695862
"2004-06-16",0.694584012031555,69.4584012031555
"2004-06-17",0.0269213169813156,2.69213169813156
"2004-06-18",0.363562822341919,36.3562822341919
"2004-06-19",1,100
"2004-06-20",0.711465418338776,71.1465418338776
"2004-06-21",0.402900278568268,40.2900278568268
"2004-06-22",0.91186910867691,91.186910867691
"2004-06-23",0.988743901252747,98.8743901252747
"2004-06-24",0.610569834709167,61.0569834709167
"2004-06-25",0.467885971069336,46.7885971069336
"2004-06-26",0.910291016101837,91.0291016101837
"2004-06-27",0.553669631481171,55.3669631481171
"2004-06-28",0.310584664344788,31.0584664344788
"2004-06-29",0.0203635767102242,2.03635767102242
"2004-06-30",0.0871749520301819,8.71749520301819
"2004-07-01",0.97618293762207,97.618293762207
"2004-07-02",0.445701956748962,44.5701956748962
"2004-07-03",0.656585156917572,65.6585156917572
"2004-07-04",0.0781175494194031,7.81175494194031
"2004-07-05",0.484828054904938,48.4828054904938
"2004-07-06",0.996602475643158,99.6602475643158
"2004-07-07",0.961521983146667,96.1521983146667
"2004-07-08",0.972819864749908,97.2819864749908
"2004-07-09",0.343152403831482,34.3152403831482
"2004-07-10",0.74514901638031,74.514901638031
"2004-07-11",0.976010680198669,97.6010680198669
"2004-07-12",0.761269986629486,76.1269986629486
"2004-07-13",0.734421670436859,73.4421670436859
"2004-07-14",0.94205117225647,94.205117225647
"2004-07-15",0.782564103603363,78.2564103603363
"2004-07-16",0.274764597415924,27.4764597415924
"2004-07-17",0.411200523376465,41.1200523376465
"2004-07-18",0.979810833930969,97.9810833930969
"2004-07-19",0.561628639698029,56.1628639698029
"2004-07-20",0.956634700298309,95.6634700298309
"2004-07-21",0.458191514015198,45.8191514015198
"2004-07-22",0.0139556378126144,1.39556378126144
"2004-07-23",0.694926142692566,69.4926142692566
"2004-07-24",0.967975914478302,96.7975914478302
"2004-07-25",0.776671051979065,77.6671051979065
"2004-07-26",0.967929244041443,96.7929244041443
"2004-07-27",0.445317149162292,44.5317149162292
"2004-07-28",0.0831308960914612,8.31308960914612
"2004-07-29",0,0
"2004-07-30",0.17844295501709,17.844295501709
"2004-07-31",0.425947546958923,42.5947546958923
"2004-08-01",0.313279926776886,31.3279926776886
"2004-08-02",0.208140909671783,20.8140909671783
"2004-08-03",0.88322514295578,88.322514295578
"2004-08-04",0.649875640869141,64.9875640869141
"2004-08-05",0.569040477275848,56.9040477275848
"2004-08-06",0.782813549041748,78.2813549041748
"2004-08-07",0.80949854850769,80.949854850769
"2004-08-08",0.441928684711456,44.1928684711456
"2004-08-09",0.970418274402618,97.0418274402618
"2004-08-10",0.953677356243134,95.3677356243134
"2004-08-11",0.278624832630157,27.8624832630157
"2004-08-12",0.676911771297455,67.6911771297455
"2004-08-13",0.325205743312836,32.5205743312836
"2004-08-14",0.762686431407928,76.2686431407928
"2004-08-15",0.862728714942932,86.2728714942932
"2004-08-16",0.986409902572632,98.6409902572632
"2004-08-17",0.98529040813446,98.529040813446
"2004-08-18",0.804241955280304,80.4241955280304
"2004-08-19",0.992373287677765,99.2373287677765
"2004-08-20",0.504082798957825,50.4082798957825
"2004-08-21",0.520102739334106,52.0102739334106
"2004-08-22",1,100
"2004-08-23",0.0386688895523548,3.86688895523548
"2004-08-24",0.970728278160095,97.0728278160095
"2004-08-25",0.622071146965027,62.2071146965027
"2004-08-26",0.957255601882935,95.7255601882935
"2004-08-27",0.911603808403015,91.1603808403015
"2004-08-28",0.0882754921913147,8.82754921913147
"2004-08-29",0.909385323524475,90.9385323524475
"2004-08-30",0.556401908397675,55.6401908397675
"2004-08-31",0.704397618770599,70.4397618770599
"2004-09-01",0.416397869586945,41.6397869586945
"2004-09-02",0.02913923189044,2.913923189044
"2004-09-03",0.627626180648804,62.7626180648804
"2004-09-04",0.306082427501678,30.6082427501678
"2004-09-05",0,0
"2004-09-06",0,0
"2004-09-07",0.147192537784576,14.7192537784576
"2004-09-08",0.117306292057037,11.7306292057037
"2004-09-09",0,0
"2004-09-10",0.095554769039154,9.5554769039154
"2004-09-11",0.908452391624451,90.8452391624451
"2004-09-12",0.313233554363251,31.3233554363251
"2004-09-13",0.483863294124603,48.3863294124603
"2004-09-14",0.996202230453491,99.6202230453491
"2004-09-15",0.598635196685791,59.8635196685791
"2004-09-16",0.537235975265503,53.7235975265503
"2004-09-17",0.511439621448517,51.1439621448517
"2004-09-18",0,0
"2004-09-19",0.979614913463593,97.9614913463593
"2004-09-20",0.996602475643158,99.6602475643158
"2004-09-21",0.846699655056,84.6699655056
"2004-09-22",0.782113790512085,78.2113790512085
"2004-09-23",0.911594092845917,91.1594092845917
"2004-09-24",0.476777613162994,47.6777613162994
"2004-09-25",0.989807426929474,98.9807426929474
"2004-09-26",0.97621738910675,97.621738910675
"2004-09-27",0.895691156387329,89.5691156387329
"2004-09-28",1,100
"2004-09-29",0.98295646905899,98.295646905899
"2004-09-30",0.743788659572601,74.3788659572601
"2004-10-01",0.43450540304184,43.450540304184
"2004-10-02",0.866961002349854,86.6961002349854
"2004-10-03",0.545682191848755,54.5682191848755
"2004-10-04",0.976278185844421,97.6278185844421
"2004-10-05",0.176917314529419,17.6917314529419
"2004-10-06",0.611401796340942,61.1401796340942
"2004-10-07",0.99267840385437,99.267840385437
"2004-10-08",0.973242580890656,97.3242580890656
"2004-10-09",1,100
"2004-10-10",1,100
"2004-10-11",0.987036824226379,98.7036824226379
"2004-10-12",0.907823503017426,90.7823503017426
"2004-10-13",0.922537446022034,92.2537446022034
"2004-10-14",1,100
"2004-10-15",0.87662798166275,87.662798166275
"2004-10-16",0.844207644462585,84.4207644462585
"2004-10-17",0.914585649967194,91.4585649967194
"2004-10-18",0.244130849838257,24.4130849838257
"2004-10-19",1,100
"2004-10-20",1,100
"2004-10-21",0.347180068492889,34.7180068492889
"2004-10-22",0.45987331867218,45.987331867218
"2004-10-23",0.896387994289398,89.6387994289398
"2004-10-24",0,0
"2004-10-25",0.854085147380829,85.4085147380829
"2004-10-26",1,100
"2004-10-27",0.999799847602844,99.9799847602844
"2004-10-28",0.809779644012451,80.9779644012451
"2004-10-29",0.902892053127289,90.2892053127289
"2004-10-30",0.229814529418945,22.9814529418945
"2004-10-31",0.982737421989441,98.2737421989441
"2004-11-01",1,100
"2004-11-02",1,100
"2004-11-03",0.936550498008728,93.6550498008728
"2004-11-04",0.88658744096756,88.658744096756
"2004-11-05",1,100
"2004-11-06",0.713747918605804,71.3747918605804
"2004-11-07",0.597307026386261,59.7307026386261
"2004-11-08",0.901479959487915,90.1479959487915
"2004-11-09",0.812377989292145,81.2377989292145
"2004-11-10",0.730383515357971,73.0383515357971
"2004-11-11",1,100
"2004-11-12",0.182578325271606,18.2578325271606
"2004-11-13",0.78783905506134,78.783905506134
"2004-11-14",0.467531025409698,46.7531025409698
"2004-11-15",0.334701836109161,33.4701836109161
"2004-11-16",0.319197118282318,31.9197118282318
"2004-11-17",0.717510640621185,71.7510640621185
"2004-11-18",0.683859527111053,68.3859527111053
"2004-11-19",0.277335226535797,27.7335226535797
"2004-11-20",0.999582886695862,99.9582886695862
"2004-11-21",0.589900135993958,58.9900135993958
"2004-11-22",0.601430118083954,60.1430118083954
"2004-11-23",0.827462732791901,82.7462732791901
"2004-11-24",0.558159053325653,55.8159053325653
"2004-11-25",0.992772996425629,99.2772996425629
"2004-11-26",0.725354373455048,72.5354373455048
"2004-11-27",0.43315714597702,43.315714597702
"2004-11-28",1,100
"2004-11-29",1,100
"2004-11-30",1,100
"2004-12-01",0.905013620853424,90.5013620853424
"2004-12-02",0.892492949962616,89.2492949962616
"2004-12-03",0.668697834014893,66.8697834014893
"2004-12-04",1,100
"2004-12-05",0.999599754810333,99.9599754810333
"2004-12-06",0.859105885028839,85.9105885028839
"2004-12-07",0.153708815574646,15.3708815574646
"2004-12-08",0.485376119613647,48.5376119613647
"2004-12-09",0.152925670146942,15.2925670146942
"2004-12-10",0.58367908000946,58.367908000946
"2004-12-11",0.0312483161687851,3.12483161687851
"2004-12-12",0.0327106602489948,3.27106602489948
"2004-12-13",0.0535794831812382,5.35794831812382
"2004-12-14",0.0104486234486103,1.04486234486103
"2004-12-15",0.966235339641571,96.6235339641571
"2004-12-16",0.0369524955749512,3.69524955749512
"2004-12-17",0.989990234375,98.9990234375
"2004-12-18",0.250259757041931,25.0259757041931
"2004-12-19",0.882873058319092,88.2873058319092
"2004-12-20",0.528040945529938,52.8040945529938
"2004-12-21",0.991514146327972,99.1514146327972
"2004-12-22",0.912780284881592,91.2780284881592
"2004-12-23",1,100
"2004-12-24",0.874093949794769,87.4093949794769
"2004-12-25",0.337391436100006,33.7391436100006
"2004-12-26",1,100
"2004-12-27",0.963110148906708,96.3110148906708
"2004-12-28",1,100
"2004-12-29",0.47698849439621,47.698849439621
"2004-12-30",0.746697425842285,74.6697425842285
"2004-12-31",0.833126544952393,83.3126544952393
"2005-01-01",0.82824319601059,82.824319601059
"2005-01-02",0.974894106388092,97.4894106388092
"2005-01-03",0.480078160762787,48.0078160762787
"2005-01-04",0.0287521481513977,2.87521481513977
"2005-01-05",0.154315173625946,15.4315173625946
"2005-01-06",0.969474613666534,96.9474613666534
"2005-01-07",0.977390706539154,97.7390706539154
"2005-01-08",0,0
"2005-01-09",0.999382793903351,99.9382793903351
"2005-01-10",0.515723407268524,51.5723407268524
"2005-01-11",0.0581271573901176,5.81271573901176
"2005-01-12",0.819160997867584,81.9160997867584
"2005-01-13",0.332113564014435,33.2113564014435
"2005-01-14",0.614665806293488,61.4665806293488
"2005-01-15",0.71961784362793,71.961784362793
"2005-01-16",0.111209154129028,11.1209154129028
"2005-01-17",0.1113520860672,11.13520860672
"2005-01-18",1,100
"2005-01-19",0.368702054023743,36.8702054023743
"2005-01-20",0.989807426929474,98.9807426929474
"2005-01-21",0.983185529708862,98.3185529708862
"2005-01-22",0.335554480552673,33.5554480552673
"2005-01-23",0.930804908275604,93.0804908275604
"2005-01-24",0.727765798568726,72.7765798568726
"2005-01-25",0.796855032444,79.6855032444
"2005-01-26",0.999182641506195,99.9182641506195
"2005-01-27",0.898914396762848,89.8914396762848
"2005-01-28",0.504426419734955,50.4426419734955
"2005-01-29",0.66061121225357,66.061121225357
"2005-01-30",0.33721137046814,33.721137046814
"2005-01-31",0.498974025249481,49.8974025249481
"2005-02-01",0.428392827510834,42.8392827510834
"2005-02-02",0.978137671947479,97.8137671947479
"2005-02-03",0.934354484081268,93.4354484081268
"2005-02-04",0.525160014629364,52.5160014629364
"2005-02-05",0.320978760719299,32.0978760719299
"2005-02-06",0.269394278526306,26.9394278526306
"2005-02-07",0.321403086185455,32.1403086185455
"2005-02-08",0.426294267177582,42.6294267177582
"2005-02-09",0,0
"2005-02-10",0.975375473499298,97.5375473499298
"2005-02-11",1,100
"2005-02-12",1,100
"2005-02-13",0.976076126098633,97.6076126098633
"2005-02-14",0.937675654888153,93.7675654888153
"2005-02-15",0.724628388881683,72.4628388881683
"2005-02-16",0.996602475643158,99.6602475643158
"2005-02-17",1,100
"2005-02-18",0.98988002538681,98.988002538681
"2005-02-19",1,100
"2005-02-20",0.995826184749603,99.5826184749603
"2005-02-21",1,100
"2005-02-22",0.993858337402344,99.3858337402344
"2005-02-23",0.996402323246002,99.6402323246002
"2005-02-24",0.989465415477753,98.9465415477753
"2005-02-25",0.969499409198761,96.9499409198761
"2005-02-26",0.936995327472687,93.6995327472687
"2005-02-27",1,100
"2005-02-28",0.821788430213928,82.1788430213928
"2005-03-01",0.0211500599980354,2.11500599980354
"2005-03-02",0.00934869423508644,0.934869423508644
"2005-03-03",0.91820478439331,91.820478439331
"2005-03-04",0.264227271080017,26.4227271080017
"2005-03-05",0.999799847602844,99.9799847602844
"2005-03-06",0.936102986335754,93.6102986335754
"2005-03-07",0.612853646278381,61.2853646278381
"2005-03-08",0.968312740325928,96.8312740325928
"2005-03-09",0.824581265449524,82.4581265449524
"2005-03-10",0.852891385555267,85.2891385555267
"2005-03-11",0.0733287930488586,7.33287930488586
"2005-03-12",0.925801038742065,92.5801038742065
"2005-03-13",0.422865629196167,42.2865629196167
"2005-03-14",0.564544260501862,56.4544260501862
"2005-03-15",0.0249893590807915,2.49893590807915
"2005-03-16",0,0
"2005-03-17",0.685273289680481,68.5273289680481
"2005-03-18",0,0
"2005-03-19",0.0346562303602695,3.46562303602695
"2005-03-20",0.943829536437988,94.3829536437988
"2005-03-21",0.926749587059021,92.6749587059021
"2005-03-22",0.986409902572632,98.6409902572632
"2005-03-23",0.962804138660431,96.2804138660431
"2005-03-24",0.99300479888916,99.300479888916
"2005-03-25",0.408634305000305,40.8634305000305
"2005-03-26",0.931401193141937,93.1401193141937
"2005-03-27",0.996602475643158,99.6602475643158
"2005-03-28",0.741386473178864,74.1386473178864
"2005-03-29",0.627490937709808,62.7490937709808
"2005-03-30",0.964322566986084,96.4322566986084
"2005-03-31",0.97397392988205,97.397392988205
"2005-04-01",0.2306067943573,23.06067943573
"2005-04-02",0.113679528236389,11.3679528236389
"2005-04-03",0.126407325267792,12.6407325267792
"2005-04-04",0.0878308415412903,8.78308415412903
"2005-04-05",0.944740951061249,94.4740951061249
"2005-04-06",0.851603627204895,85.1603627204895
"2005-04-07",1,100
"2005-04-08",0.962408006191254,96.2408006191254
"2005-04-09",1,100
"2005-04-10",0.955744564533234,95.5744564533234
"2005-04-11",0.926333963871002,92.6333963871002
"2005-04-12",0.974681794643402,97.4681794643402
"2005-04-13",0.884079873561859,88.4079873561859
"2005-04-14",0.468021392822266,46.8021392822266
"2005-04-15",0.789328098297119,78.9328098297119
"2005-04-16",1,100
"2005-04-17",0.705549955368042,70.5549955368042
"2005-04-18",0.999168276786804,99.9168276786804
"2005-04-19",0.984786093235016,98.4786093235016
"2005-04-20",1,100
"2005-04-21",0.715534269809723,71.5534269809723
"2005-04-22",0,0
"2005-04-23",0.993148982524872,99.3148982524872
"2005-04-24",1,100
"2005-04-25",1,100
"2005-04-26",0.644976854324341,64.4976854324341
"2005-04-27",0.999582886695862,99.9582886695862
"2005-04-28",0.571259081363678,57.1259081363678
"2005-04-29",0.253694832324982,25.3694832324982
"2005-04-30",0.294003069400787,29.4003069400787
"2005-05-01",0.0909472703933716,9.09472703933716
"2005-05-02",0.484678089618683,48.4678089618683
"2005-05-03",0.982756316661835,98.2756316661835
"2005-05-04",0.470681726932526,47.0681726932526
"2005-05-05",0.867258787155151,86.7258787155151
"2005-05-06",1,100
"2005-05-07",0.977140784263611,97.7140784263611
"2005-05-08",0.354062020778656,35.4062020778656
"2005-05-09",0.455568909645081,45.5568909645081
"2005-05-10",0.730880916118622,73.0880916118622
"2005-05-11",0.801002681255341,80.1002681255341
"2005-05-12",0.221451580524445,22.1451580524445
"2005-05-13",0.26861447095871,26.861447095871
"2005-05-14",0.98975145816803,98.975145816803
"2005-05-15",0.372953414916992,37.2953414916992
"2005-05-16",1,100
"2005-05-17",0.58702564239502,58.702564239502
"2005-05-18",1,100
"2005-05-19",0.78972190618515,78.972190618515
"2005-05-20",0.0577783025801182,5.77783025801182
"2005-05-21",0.984963476657867,98.4963476657867
"2005-05-22",0.844866752624512,84.4866752624512
"2005-05-23",0.956244766712189,95.6244766712189
"2005-05-24",0.453370213508606,45.3370213508606
"2005-05-25",0.0226324051618576,2.26324051618576
"2005-05-26",0,0
"2005-05-27",0.119484543800354,11.9484543800354
"2005-05-28",0.118722081184387,11.8722081184387
"2005-05-29",0.157421410083771,15.7421410083771
"2005-05-30",0.996546506881714,99.6546506881714
"2005-05-31",0.804271638393402,80.4271638393402
"2005-06-01",0.627670168876648,62.7670168876648
"2005-06-02",0.436284482479095,43.6284482479095
"2005-06-03",0.25196099281311,25.196099281311
"2005-06-04",0.836320638656616,83.6320638656616
"2005-06-05",1,100
"2005-06-06",0.983408451080322,98.3408451080322
"2005-06-07",0.309935688972473,30.9935688972473
"2005-06-08",0.723211586475372,72.3211586475372
"2005-06-09",0.520378828048706,52.0378828048706
"2005-06-10",0.416534721851349,41.6534721851349
"2005-06-11",0.733167409896851,73.3167409896851
"2005-06-12",0.346209347248077,34.6209347248077
"2005-06-13",0.642817854881287,64.2817854881287
"2005-06-14",1,100
"2005-06-15",0.616887092590332,61.6887092590332
"2005-06-16",0.978552281856537,97.8552281856537
"2005-06-17",0.995601832866669,99.5601832866669
"2005-06-18",0.450206100940704,45.0206100940704
"2005-06-19",0,0
"2005-06-20",0,0
"2005-06-21",0.960138022899628,96.0138022899628
"2005-06-22",0.181922554969788,18.1922554969788
"2005-06-23",0.433569669723511,43.3569669723511
"2005-06-24",0.253436923027039,25.3436923027039
"2005-06-25",0.597010016441345,59.7010016441345
"2005-06-26",0.337279379367828,33.7279379367828
"2005-06-27",0.759080946445465,75.9080946445465
"2005-06-28",0.126597821712494,12.6597821712494
"2005-06-29",0.815395355224609,81.5395355224609
"2005-06-30",0.519603192806244,51.9603192806244
"2005-07-01",0.611155986785889,61.1155986785889
"2005-07-02",0.832275092601776,83.2275092601776
"2005-07-03",0.154670774936676,15.4670774936676
"2005-07-04",1,100
"2005-07-05",0.369543552398682,36.9543552398682
"2005-07-06",0.996131837368011,99.6131837368011
"2005-07-07",0.996546506881714,99.6546506881714
"2005-07-08",0.71509325504303,71.509325504303
"2005-07-09",0.591920673847198,59.1920673847198
"2005-07-10",0.721902072429657,72.1902072429657
"2005-07-11",0.570676445960999,57.0676445960999
"2005-07-12",0.232485771179199,23.2485771179199
"2005-07-13",0.174602091312408,17.4602091312408
"2005-07-14",0.00254402705468237,0.254402705468237
"2005-07-15",0.209946036338806,20.9946036338806
"2005-07-16",0.80433201789856,80.433201789856
"2005-07-17",0.0612111762166023,6.12111762166023
"2005-07-18",0.807507455348969,80.7507455348969
"2005-07-19",0.574570417404175,57.4570417404175
"2005-07-20",0.996602475643158,99.6602475643158
"2005-07-21",0.488055109977722,48.8055109977722
"2005-07-22",0.399999141693115,39.9999141693115
"2005-07-23",1,100
"2005-07-24",0.91072005033493,91.072005033493
"2005-07-25",0.999582886695862,99.9582886695862
"2005-07-26",0.839381754398346,83.9381754398346
"2005-07-27",0.1698037981987,16.98037981987
"2005-07-28",0.358415961265564,35.8415961265564
"2005-07-29",0.977105855941772,97.7105855941772
"2005-07-30",0.401023983955383,40.1023983955383
"2005-07-31",0.54946368932724,54.946368932724
"2005-08-01",0.763012588024139,76.3012588024139
"2005-08-02",1,100
"2005-08-03",0.957008123397827,95.7008123397827
"2005-08-04",0.29991602897644,29.991602897644
"2005-08-05",0.171687662601471,17.1687662601471
"2005-08-06",0.682942986488342,68.2942986488342
"2005-08-07",0.426114439964294,42.6114439964294
"2005-08-08",0.601772964000702,60.1772964000702
"2005-08-09",0.00399786978960037,0.399786978960037
"2005-08-10",0.020447626709938,2.0447626709938
"2005-08-11",0.916462779045105,91.6462779045105
"2005-08-12",0.24621057510376,24.621057510376
"2005-08-13",0.988175272941589,98.8175272941589
"2005-08-14",0.924539506435394,92.4539506435394
"2005-08-15",1,100
"2005-08-16",0.879946231842041,87.9946231842041
"2005-08-17",0.0169941447675228,1.69941447675228
"2005-08-18",0.376706480979919,37.6706480979919
"2005-08-19",0.394105732440948,39.4105732440948
"2005-08-20",0.731797158718109,73.1797158718109
"2005-08-21",1,100
"2005-08-22",0.992263734340668,99.2263734340668
"2005-08-23",0.786459743976593,78.6459743976593
"2005-08-24",0.569667279720306,56.9667279720306
"2005-08-25",0.920802354812622,92.0802354812622
"2005-08-26",0.685184478759766,68.5184478759766
"2005-08-27",0.998753666877747,99.8753666877747
"2005-08-28",0.832421362400055,83.2421362400055
"2005-08-29",0,0
"2005-08-30",0.0272360630333424,2.72360630333424
"2005-08-31",0.258131921291351,25.8131921291351
"2005-09-01",0.285182297229767,28.5182297229767
"2005-09-02",0.285240590572357,28.5240590572357
"2005-09-03",0.601921260356903,60.1921260356903
"2005-09-04",0.477475106716156,47.7475106716156
"2005-09-05",0.30810022354126,30.810022354126
"2005-09-06",0.0796079039573669,7.96079039573669
"2005-09-07",0.0127365589141846,1.27365589141846
"2005-09-08",0.0596010237932205,5.96010237932205
"2005-09-09",0.939427554607391,93.9427554607391
"2005-09-10",0.64989709854126,64.989709854126
"2005-09-11",0.937312483787537,93.7312483787537
"2005-09-12",0.899522602558136,89.9522602558136
"2005-09-13",0.396225690841675,39.6225690841675
"2005-09-14",0.96655261516571,96.655261516571
"2005-09-15",0.921053111553192,92.1053111553192
"2005-09-16",0.666009366512299,66.6009366512299
"2005-09-17",0.937995433807373,93.7995433807373
"2005-09-18",1,100
"2005-09-19",0.99584150314331,99.584150314331
