"TIMESTAMP","CO2_F_MDS"
2007-05-27,380.547
2007-05-28,414.102
2007-05-29,392.237
2007-05-30,424.395
2007-05-31,387.74
2007-06-01,429.345
2007-06-02,400.861
2007-06-03,398.728
2007-06-04,469.064
2007-06-05,404.209
2007-06-06,394.38
2007-06-07,421.451
2007-06-08,372.435
2007-06-09,392.161
2007-06-10,403.921
2007-06-11,414.687
2007-06-12,365.749
2007-06-13,418.391
2007-06-14,406.054
2007-06-15,386.27
2007-06-16,382.147
2007-06-17,398.265
2007-06-18,403.045
2007-06-19,395.456
2007-06-20,397.033
2007-06-21,372.292
2007-06-22,385.396
2007-06-23,372.047
2007-06-24,413.285
2007-06-25,452.2
2007-06-26,431.315
2007-06-27,398.507
2007-06-28,361.372
2007-06-29,382.377
2007-06-30,380.358
2007-07-01,419.435
2007-07-02,390.274
2007-07-03,396.394
2007-07-04,432.918
2007-07-05,384.243
2007-07-06,356.131
2007-07-07,373.901
2007-07-08,429.177
2007-07-09,433.062
2007-07-10,514.302
2007-07-11,455.895
2007-07-12,390.423
2007-07-13,397.101
2007-07-14,412.698
2007-07-15,433.485
2007-07-16,420.463
2007-07-17,367.501
2007-07-18,363.444
2007-07-19,433.925
2007-07-20,458.969
2007-07-21,403.937
2007-07-22,395.58
2007-07-23,425.471
2007-07-24,458.415
2007-07-25,368.095
2007-07-26,394.233
2007-07-27,376.563
2007-07-28,367.939
2007-07-29,377.562
2007-07-30,374.485
2007-07-31,376.714
2007-08-01,381.462
2007-08-02,439.329
2007-08-03,412.828
2007-08-04,389.554
2007-08-05,407.713
2007-08-06,420.924
2007-08-07,386.398
2007-08-08,413.944
2007-08-09,442.117
2007-08-10,363.415
2007-08-11,400.698
2007-08-12,408.254
2007-08-13,397.156
2007-08-14,391.314
2007-08-15,398.944
2007-08-16,369.941
2007-08-17,370.898
2007-08-18,372.43
2007-08-19,406.405
2007-08-20,443.882
2007-08-21,394.497
2007-08-22,372.997
2007-08-23,387.671
2007-08-24,400.464
2007-08-25,409.663
2007-08-26,424.96
2007-08-27,425.512
2007-08-28,442.978
2007-08-29,507.57
2007-08-30,432.488
2007-08-31,354.329
2007-09-01,360.973
2007-09-02,380.896
2007-09-03,401.907
2007-09-04,356.068
2007-09-05,393.325
2007-09-06,401.698
2007-09-07,376.879
2007-09-08,367.007
2007-09-09,377.243
2007-09-10,364.571
2007-09-11,352.217
2007-09-12,366.508
2007-09-13,395.319
2007-09-14,385.998
2007-09-15,388.445
2007-09-16,422.947
2007-09-17,412.957
2007-09-18,404.237
2007-09-19,359.205
2007-09-20,426.704
2007-09-21,422.344
2007-09-22,393.345
2007-09-23,418.958
2007-09-24,418.303
2007-09-25,447.876
2007-09-26,450.071
2007-09-27,391.27
2007-09-28,374.605
2007-09-29,360.799
2007-09-30,416.727
2007-10-01,394.451
2007-10-02,408.548
2007-10-03,426.682
2007-10-04,407.943
2007-10-05,367.248
2007-10-06,361.81
2007-10-07,378.86
2007-10-08,453.451
2007-10-09,401.397
2007-10-10,380.428
2007-10-11,369.074
2007-10-12,421.154
2007-10-13,359.004
2007-10-14,370.352
2007-10-15,388.679
2007-10-16,409.594
2007-10-17,337.388
2007-10-18,252.374
2007-10-19,324.699
2007-10-20,264.872
2007-10-21,261.773
2007-10-22,267.545
2007-10-23,254.736
2007-10-24,260.002
2007-10-25,268.434
2007-10-26,268.646
2007-10-27,297.095
2007-10-28,362.612
2007-10-29,409.371
2007-10-30,299.462
2007-10-31,256.596
2007-11-01,265.232
2007-11-02,282.485
2007-11-03,291.445
2007-11-04,282.524
2007-11-05,277.291
2007-11-06,277.456
2007-11-07,285.895
2007-11-08,271.335
2007-11-09,266.813
2007-11-10,303.034
2007-11-11,343.905
2007-11-12,273.498
2007-11-13,287.036
2007-11-14,295.62
2007-11-15,275.617
2007-11-16,263.783
2007-11-17,275.985
2007-11-18,289.956
2007-11-19,321.758
2007-11-20,334.997
2007-11-21,362.793
2007-11-22,349.887
2007-11-23,402.014
2007-11-24,321.011
2007-11-25,270.211
2007-11-26,264.11
2007-11-27,300.255
2007-11-28,298.534
2007-11-29,446.39
2007-11-30,304.962
2007-12-01,304.661
2007-12-02,267.297
2007-12-03,285.209
2007-12-04,275.923
2007-12-05,283.052
2007-12-06,276.905
2007-12-07,304.701
2007-12-08,278.398
2007-12-09,307.098
2007-12-10,384.417
2007-12-11,299.79
2007-12-12,270.326
2007-12-13,261.149
2007-12-14,260.828
2007-12-15,259.37
2007-12-16,262.475
2007-12-17,261.76
2007-12-18,268.745
2007-12-19,285.688
2007-12-20,304.903
2007-12-21,301.399
2007-12-22,292.085
2007-12-23,299.941
2007-12-24,347.3
2007-12-25,346.266
2007-12-26,371.8
2007-12-27,397.624
2007-12-28,275.96
2007-12-29,287.854
2007-12-30,305.08
2007-12-31,317.748
2008-01-01,279.27
2008-01-02,261.81
2008-01-03,280.726
2008-01-04,314.063
2008-01-05,371.801
2008-01-06,320.546
2008-01-07,304.065
2008-01-08,327.025
2008-01-09,331.888
2008-01-10,289.076
2008-01-11,315.478
2008-01-12,368.911
2008-01-13,292.124
2008-01-14,311.176
2008-01-15,337.55
2008-01-16,365.984
2008-01-17,289.403
2008-01-18,303.912
2008-01-19,257.708
2008-01-20,278.408
2008-01-21,408.585
2008-01-22,308.66
2008-01-23,298.587
2008-01-24,311.211
2008-01-25,314.013
2008-01-26,277.128
2008-01-27,354.171
2008-01-28,313.92
2008-01-29,322.6
2008-01-30,310.185
2008-01-31,268.096
2008-02-01,254.482
2008-02-02,291.906
2008-02-03,275.803
2008-02-04,366.582
2008-02-05,298.61
2008-02-06,282.215
2008-02-07,303.821
2008-02-08,276.533
2008-02-09,291.827
2008-02-10,287.463
2008-02-11,279.732
2008-02-12,358.17
2008-02-13,306.396
2008-02-14,309.823
2008-02-15,296.019
2008-02-16,263.802
2008-02-17,282.305
2008-02-18,308.45
2008-02-19,310.195
2008-02-20,331.018
2008-02-21,309.176
2008-02-22,323.601
2008-02-23,280.402
2008-02-24,312.415
2008-02-25,275.592
2008-02-26,309.347
2008-02-27,270.369
2008-02-28,277.261
2008-02-29,305.1
2008-03-01,311.354
2008-03-02,249.16
2008-03-03,286.758
2008-03-04,278.46
2008-03-05,283.872
2008-03-06,267.35
2008-03-07,274.391
2008-03-08,315.295
2008-03-09,322.234
2008-03-10,273.37
2008-03-11,303.714
2008-03-12,378.8
2008-03-13,263.512
2008-03-14,325.691
2008-03-15,280.336
2008-03-16,320.884
2008-03-17,345.297
2008-03-18,254.869
2008-03-19,275.772
2008-03-20,258.099
2008-03-21,343.945
2008-03-22,278.491
2008-03-23,304.16
2008-03-24,273.67
2008-03-25,264.967
2008-03-26,277.08
2008-03-27,283.023
2008-03-28,271.048
2008-03-29,266.284
2008-03-30,286.339
2008-03-31,262.599
2008-04-01,281.999
2008-04-02,256.315
2008-04-03,274.521
2008-04-04,273.665
2008-04-05,276.018
2008-04-06,324.825
2008-04-07,270.41
2008-04-08,275.757
2008-04-09,320.158
2008-04-10,361.989
2008-04-11,331.859
2008-04-12,265.307
2008-04-13,284.588
2008-04-14,315.886
2008-04-15,282.363
2008-04-16,279.478
2008-04-17,296.798
2008-04-18,272.506
2008-04-19,274.546
2008-04-20,294.493
2008-04-21,318.073
2008-04-22,327.466
2008-04-23,332.724
2008-04-24,284.282
2008-04-25,270.339
2008-04-26,313.218
2008-04-27,313.235
2008-04-28,325.036
2008-04-29,300.25
2008-04-30,355.973
2008-05-01,285.943
2008-05-02,299.607
2008-05-03,310.239
2008-05-04,288.009
2008-05-05,250.393
2008-05-06,258.647
2008-05-07,284.684
2008-05-08,310.553
2008-05-09,322.199
2008-05-10,284.543
2008-05-11,285.808
2008-05-12,394.573
2008-05-13,313.784
2008-05-14,306.914
2008-05-15,301.869
2008-05-16,287.067
2008-05-17,313.354
2008-05-18,300.982
2008-05-19,282.607
2008-05-20,234.854
2008-05-21,236.49
2008-05-22,249.359
2008-05-23,383.719
2008-05-24,440.942
2008-05-25,436.261
2008-05-26,426.192
2008-05-27,410.052
2008-05-28,392.668
2008-05-29,409.932
2008-05-30,429.927
2008-05-31,415.531
2008-06-01,429.266
2008-06-02,441.675
2008-06-03,419.267
2008-06-04,388.283
2008-06-05,396.123
2008-06-06,423.388
2008-06-07,419.981
2008-06-08,402.741
2008-06-09,400.352
2008-06-10,452.039
2008-06-11,453.274
2008-06-12,376.872
2008-06-13,382.129
2008-06-14,391.823
2008-06-15,418.642
2008-06-16,453.287
2008-06-17,417.63
2008-06-18,409.304
2008-06-19,393.823
2008-06-20,420.635
2008-06-21,430.789
2008-06-22,436.51
2008-06-23,410.742
2008-06-24,464.036
2008-06-25,408.424
2008-06-26,369.888
2008-06-27,376.482
2008-06-28,373.313
2008-06-29,390.573
2008-06-30,384.98
2008-07-01,395.026
2008-07-02,406.422
2008-07-03,395.791
2008-07-04,395.32
2008-07-05,399.008
2008-07-06,412.801
2008-07-07,398.568
2008-07-08,381.748
2008-07-09,402.62
2008-07-10,421.294
2008-07-11,421.723
2008-07-12,443.273
2008-07-13,438.705
2008-07-14,422.457
2008-07-15,426.454
2008-07-16,413.206
2008-07-17,399.092
2008-07-18,392.217
2008-07-19,401.111
2008-07-20,370.827
2008-07-21,367.172
2008-07-22,371.039
2008-07-23,386.339
2008-07-24,382.151
2008-07-25,395.895
2008-07-26,424.828
2008-07-27,423.051
2008-07-28,403.497
2008-07-29,412.416
2008-07-30,415.018
2008-07-31,433.299
2008-08-01,433.675
2008-08-02,399.569
2008-08-03,390.331
2008-08-04,398.289
2008-08-05,381.661
2008-08-06,430.622
2008-08-07,414.675
2008-08-08,394.199
2008-08-09,379.712
2008-08-10,408.58
2008-08-11,432.043
2008-08-12,495.533
2008-08-13,403.56
2008-08-14,399.164
2008-08-15,397.403
2008-08-16,398.519
2008-08-17,422.69
2008-08-18,441.024
2008-08-19,453.373
2008-08-20,384.844
2008-08-21,417.251
2008-08-22,418.167
2008-08-23,395.489
2008-08-24,441.723
2008-08-25,401.639
2008-08-26,389.793
2008-08-27,408.408
2008-08-28,410.681
2008-08-29,420.244
2008-08-30,421.887
2008-08-31,445.196
2008-09-01,405.32
2008-09-02,408.722
2008-09-03,406.665
2008-09-04,441.169
2008-09-05,418.575
2008-09-06,483.185
2008-09-07,431.636
2008-09-08,422.02
2008-09-09,438.905
2008-09-10,462.094
2008-09-11,452.648
2008-09-12,416.082
2008-09-13,537.116
2008-09-14,434.634
2008-09-15,374.645
2008-09-16,376.3
2008-09-17,430.199
2008-09-18,428.644
2008-09-19,412.009
2008-09-20,373.257
2008-09-21,382.036
2008-09-22,390.217
2008-09-23,390.945
2008-09-24,440.82
2008-09-25,386.538
2008-09-26,374.614
2008-09-27,405.296
2008-09-28,507.133
2008-09-29,515.512
2008-09-30,402.877
2008-10-01,370.632
2008-10-02,386.152
2008-10-03,401.587
2008-10-04,382.284
2008-10-05,468.731
2008-10-06,401.228
2008-10-07,406.98
2008-10-08,407.603
2008-10-09,426.328
2008-10-10,406.816
2008-10-11,428.985
2008-10-12,464.967
2008-10-13,461.135
2008-10-14,441.105
2008-10-15,445.997
2008-10-16,472.745
2008-10-17,397.065
2008-10-18,452.038
2008-10-19,424.959
2008-10-20,430.648
2008-10-21,432.425
2008-10-22,406.348
2008-10-23,392.804
2008-10-24,402.083
2008-10-25,459.579
2008-10-26,469.014
2008-10-27,432.701
2008-10-28,458.011
2008-10-29,456.155
2008-10-30,427.516
2008-10-31,403.385
2008-11-01,405.014
2008-11-02,444.312
2008-11-03,466.637
2008-11-04,425.324
2008-11-05,457.006
2008-11-06,512.649
2008-11-07,434.266
2008-11-08,446.423
2008-11-09,502.424
2008-11-10,413.085
2008-11-11,443.883
2008-11-12,421.04
2008-11-13,405.084
2008-11-14,397.765
2008-11-15,442.459
2008-11-16,478.163
2008-11-17,441.917
2008-11-18,445.17
2008-11-19,411.84
2008-11-20,394.563
2008-11-21,426.383
2008-11-22,397.756
2008-11-23,391.151
2008-11-24,427.723
2008-11-25,406.593
2008-11-26,422.728
2008-11-27,488.818
2008-11-28,525.191
2008-11-29,440.956
2008-11-30,418.592
2008-12-01,463.321
2008-12-02,422.977
2008-12-03,405.948
2008-12-04,419.998
2008-12-05,448.994
2008-12-06,428
2008-12-07,417.734
2008-12-08,445.511
2008-12-09,415.66
2008-12-10,489.95
2008-12-11,488.506
2008-12-12,414.815
2008-12-13,463.243
2008-12-14,473.896
2008-12-15,643.951
2008-12-16,456.504
2008-12-17,485.92
2008-12-18,479.08
2008-12-19,491.715
2008-12-20,509.184
2008-12-21,505.883
2008-12-22,466.748
2008-12-23,471.902
2008-12-24,479.599
2008-12-25,491.179
2008-12-26,436.914
2008-12-27,462.688
2008-12-28,454.157
2008-12-29,441.267
2008-12-30,420.898
2008-12-31,403.878
2009-01-01,405.284
2009-01-02,403.804
2009-01-03,407.924
2009-01-04,414.894
2009-01-05,422.97
2009-01-06,414.216
2009-01-07,402.447
2009-01-08,402.641
2009-01-09,412.84
2009-01-10,431.784
2009-01-11,439.73
2009-01-12,488.043
2009-01-13,513.44
2009-01-14,521.59
2009-01-15,451.892
2009-01-16,420.517
2009-01-17,435.721
2009-01-18,444.613
2009-01-19,450.332
2009-01-20,448.841
2009-01-21,437.725
2009-01-22,426.335
2009-01-23,433.055
2009-01-24,435.257
2009-01-25,409.647
2009-01-26,443.037
2009-01-27,422.393
2009-01-28,417.354
2009-01-29,407.794
2009-01-30,410.378
2009-01-31,408.888
2009-02-01,418.727
2009-02-02,435.675
2009-02-03,463.397
2009-02-04,458.469
2009-02-05,484.61
2009-02-06,479.436
2009-02-07,457.942
2009-02-08,409.357
2009-02-09,420.528
2009-02-10,425.887
2009-02-11,403.799
2009-02-12,397.823
2009-02-13,417.893
2009-02-14,435.439
2009-02-15,464.047
2009-02-16,429.102
2009-02-17,456.966
2009-02-18,415.923
2009-02-19,453.529
2009-02-20,536.318
2009-02-21,429.962
2009-02-22,459.515
2009-02-23,455.665
2009-02-24,403.444
2009-02-25,410.559
2009-02-26,433.878
2009-02-27,410.83
2009-02-28,449.26
2009-03-01,435.631
2009-03-02,446.168
2009-03-03,447.129
2009-03-04,453.769
2009-03-05,452.84
2009-03-06,426.655
2009-03-07,400.679
2009-03-08,416.133
2009-03-09,406.281
2009-03-10,449.781
2009-03-11,415.736
2009-03-12,440.415
2009-03-13,412.076
2009-03-14,418.293
2009-03-15,392.213
2009-03-16,405.772
2009-03-17,406.851
2009-03-18,400.784
2009-03-19,415.767
2009-03-20,392.889
2009-03-21,402.174
2009-03-22,418.201
2009-03-23,404.71
2009-03-24,425.358
2009-03-25,440.987
2009-03-26,404.942
2009-03-27,413.698
2009-03-28,416.752
2009-03-29,413.769
2009-03-30,392.502
2009-03-31,391.263
2009-04-01,392.197
2009-04-02,397.626
2009-04-03,408.847
2009-04-04,416.655
2009-04-05,417.653
2009-04-06,427.295
2009-04-07,426.515
2009-04-08,421.263
2009-04-09,434.494
2009-04-10,441.836
2009-04-11,441.025
2009-04-12,434.676
2009-04-13,425.285
2009-04-14,435.87
2009-04-15,445.009
2009-04-16,404.282
2009-04-17,394.936
2009-04-18,404.21
2009-04-19,439.488
2009-04-20,406.57
2009-04-21,453.996
2009-04-22,416.575
2009-04-23,386.486
2009-04-24,399.737
2009-04-25,418.341
2009-04-26,425.653
2009-04-27,425.69
2009-04-28,409.499
2009-04-29,403.444
2009-04-30,483.082
2009-05-01,438.633
2009-05-02,423.56
2009-05-03,419.441
2009-05-04,420.952
2009-05-05,493.561
2009-05-06,389.047
2009-05-07,463.939
2009-05-08,418.872
2009-05-09,424.306
2009-05-10,433.464
2009-05-11,490.516
2009-05-12,459.476
2009-05-13,435.138
2009-05-14,448.161
2009-05-15,426.309
2009-05-16,414.727
2009-05-17,463.205
2009-05-18,423.428
2009-05-19,468.948
2009-05-20,473.38
2009-05-21,426.25
2009-05-22,391.026
2009-05-23,438.295
2009-05-24,438.332
2009-05-25,467.157
2009-05-26,472.647
2009-05-27,381.799
2009-05-28,373.852
2009-05-29,394.739
2009-05-30,369.433
2009-05-31,381.35
2009-06-01,377.704
2009-06-02,387.763
2009-06-03,410.439
2009-06-04,368.479
2009-06-05,401.013
2009-06-06,454.127
2009-06-07,392.149
2009-06-08,456.174
2009-06-09,422.127
2009-06-10,413.76
2009-06-11,417.965
2009-06-12,388.469
2009-06-13,419.95
2009-06-14,437.635
2009-06-15,481.662
2009-06-16,413.246
2009-06-17,413.878
2009-06-18,422.909
2009-06-19,447.27
2009-06-20,395.201
2009-06-21,407.894
2009-06-22,461.065
2009-06-23,428.851
2009-06-24,383.226
2009-06-25,390.029
2009-06-26,414.989
2009-06-27,419.226
2009-06-28,400.1
2009-06-29,448.963
2009-06-30,448.525
2009-07-01,445.988
2009-07-02,427.193
2009-07-03,427.564
2009-07-04,407.99
2009-07-05,416.973
2009-07-06,402.063
2009-07-07,417.259
2009-07-08,410.563
2009-07-09,445.886
2009-07-10,376.324
2009-07-11,401.74
2009-07-12,448.295
2009-07-13,455.31
2009-07-14,445.8
2009-07-15,486.303
2009-07-16,467.035
2009-07-17,421.209
2009-07-18,388.459
2009-07-19,379.09
2009-07-20,420.832
2009-07-21,479.772
2009-07-22,467.456
2009-07-23,426.871
2009-07-24,411.482
2009-07-25,375.797
2009-07-26,442.959
2009-07-27,435.675
2009-07-28,409.709
2009-07-29,413.384
2009-07-30,384.274
2009-07-31,399.72
2009-08-01,431.285
2009-08-02,416.2
2009-08-03,386.485
2009-08-04,401.636
2009-08-05,433.564
2009-08-06,461.606
2009-08-07,456.718
2009-08-08,426.123
2009-08-09,394.998
2009-08-10,446.938
2009-08-11,423.751
2009-08-12,415.329
2009-08-13,412.299
2009-08-14,406.437
2009-08-15,397.807
2009-08-16,394.718
2009-08-17,395.76
2009-08-18,398.158
2009-08-19,401.456
2009-08-20,407.117
2009-08-21,394.811
2009-08-22,381.321
2009-08-23,392.16
2009-08-24,447.927
2009-08-25,410.717
2009-08-26,426.334
2009-08-27,438.101
2009-08-28,409.751
2009-08-29,360.031
2009-08-30,396.55
2009-08-31,434.932
2009-09-01,442.835
2009-09-02,447.984
2009-09-03,399.98
2009-09-04,386.185
2009-09-05,373.567
2009-09-06,430.713
2009-09-07,454.329
2009-09-08,456.04
2009-09-09,422.667
2009-09-10,402.984
2009-09-11,368.899
2009-09-12,359.743
2009-09-13,366.537
2009-09-14,374.73
2009-09-15,375.507
2009-09-16,372.88
2009-09-17,426.693
2009-09-18,386.271
2009-09-19,399.836
2009-09-20,417.702
2009-09-21,362.897
2009-09-22,306.955
2009-09-23,352.321
2009-09-24,330.35
2009-09-25,301.236
2009-09-26,318.603
2009-09-27,386.009
2009-09-28,360.256
2009-09-29,313.374
2009-09-30,315.123
2009-10-01,318.292
2009-10-02,260.235
2009-10-03,298.101
2009-10-04,309.319
2009-10-05,353.302
2009-10-06,395.775
2009-10-07,424.396
2009-10-08,405.574
2009-10-09,407.858
2009-10-10,416.095
2009-10-11,383.474
2009-10-12,412.925
2009-10-13,380.778
2009-10-14,379.342
2009-10-15,376.45
2009-10-16,417.863
2009-10-17,422.051
2009-10-18,433.931
2009-10-19,390.275
2009-10-20,510.099
2009-10-21,429.168
2009-10-22,439.991
2009-10-23,497.616
2009-10-24,400.419
2009-10-25,432.712
2009-10-26,399.535
2009-10-27,521.829
2009-10-28,557.956
2009-10-29,570.984
2009-10-30,448.624
2009-10-31,420.632
2009-11-01,438.589
2009-11-02,408.374
2009-11-03,392.286
2009-11-04,427.288
2009-11-05,429.439
2009-11-06,444.422
2009-11-07,506.49
2009-11-08,417.478
2009-11-09,462.136
2009-11-10,405.773
2009-11-11,454.252
2009-11-12,489.241
2009-11-13,428.469
2009-11-14,464.585
2009-11-15,490.831
2009-11-16,438.263
2009-11-17,446.054
2009-11-18,426.978
2009-11-19,518.667
2009-11-20,418.384
2009-11-21,423.304
2009-11-22,414.148
2009-11-23,400.358
2009-11-24,445.098
2009-11-25,468.338
2009-11-26,424.495
2009-11-27,524.081
2009-11-28,443.766
2009-11-29,485.569
2009-11-30,538.79
2009-12-01,480.587
2009-12-02,418.064
2009-12-03,490.847
2009-12-04,430.643
2009-12-05,539.263
2009-12-06,425.254
2009-12-07,485.077
2009-12-08,410.676
2009-12-09,405.208
2009-12-10,441.496
2009-12-11,414.127
2009-12-12,389.005
2009-12-13,379.513
2009-12-14,381.561
2009-12-15,382.904
2009-12-16,393.006
2009-12-17,388.357
2009-12-18,406.852
2009-12-19,386.108
2009-12-20,390.166
2009-12-21,426.726
2009-12-22,459.081
2009-12-23,470.157
2009-12-24,430.48
2009-12-25,425.033
2009-12-26,408.511
2009-12-27,429.959
2009-12-28,404.396
2009-12-29,486.259
2009-12-30,549.084
2009-12-31,473.258
2010-01-01,437.035
2010-01-02,374.574
2010-01-03,395.773
2010-01-04,424.053
2010-01-05,403.552
2010-01-06,415.962
2010-01-07,421.167
2010-01-08,406.788
2010-01-09,396.907
2010-01-10,417.704
2010-01-11,418.093
2010-01-12,426.99
2010-01-13,483.686
2010-01-14,446.227
2010-01-15,401.515
2010-01-16,392.067
2010-01-17,410.884
2010-01-18,405.219
2010-01-19,459.674
2010-01-20,415.244
2010-01-21,443.931
2010-01-22,398.956
2010-01-23,396.861
2010-01-24,411.001
2010-01-25,466.444
2010-01-26,415.224
2010-01-27,397.214
2010-01-28,401.04
2010-01-29,401.751
2010-01-30,398.401
2010-01-31,439.176
2010-02-01,499.534
2010-02-02,377.548
2010-02-03,420.865
2010-02-04,423.241
2010-02-05,531.967
2010-02-06,403.53
2010-02-07,427.767
2010-02-08,386.953
2010-02-09,409.599
2010-02-10,404.05
2010-02-11,398.757
2010-02-12,399.708
2010-02-13,415.265
2010-02-14,396.14
2010-02-15,402.19
2010-02-16,492.102
2010-02-17,440.575
2010-02-18,414.422
2010-02-19,444.216
2010-02-20,385.405
2010-02-21,387.301
2010-02-22,413.198
2010-02-23,463.087
2010-02-24,450.082
2010-02-25,466.997
2010-02-26,426.154
2010-02-27,399.778
2010-02-28,397.811
2010-03-01,381.933
2010-03-02,406.294
2010-03-03,380.267
2010-03-04,381.041
2010-03-05,383.652
2010-03-06,388.834
2010-03-07,381.878
2010-03-08,382.621
2010-03-09,379.95
2010-03-10,382.504
2010-03-11,398.888
2010-03-12,399.702
2010-03-13,410.661
2010-03-14,394.804
2010-03-15,387.843
2010-03-16,451.769
2010-03-17,405.789
2010-03-18,391.756
2010-03-19,390.17
2010-03-20,376.297
2010-03-21,413.825
2010-03-22,393.229
2010-03-23,451.591
2010-03-24,417.157
2010-03-25,436.605
2010-03-26,427.251
2010-03-27,416.512
2010-03-28,455.515
2010-03-29,393.926
2010-03-30,439.29
2010-03-31,389.288
2010-04-01,420.609
2010-04-02,421.383
2010-04-03,403.363
2010-04-04,379.711
2010-04-05,388.384
2010-04-06,407.279
2010-04-07,411.334
2010-04-08,404.158
2010-04-09,383.981
2010-04-10,390.853
2010-04-11,377.189
2010-04-12,374.074
2010-04-13,383.533
2010-04-14,417.976
2010-04-15,492.287
2010-04-16,392.515
2010-04-17,386.373
2010-04-18,402.368
2010-04-19,388.046
2010-04-20,418.507
2010-04-21,392.388
2010-04-22,388.268
2010-04-23,386.87
2010-04-24,421.562
2010-04-25,428.025
2010-04-26,377.785
2010-04-27,406.347
2010-04-28,427.978
2010-04-29,432.755
2010-04-30,389.831
2010-05-01,440.916
2010-05-02,411.545
2010-05-03,402.798
2010-05-04,386.863
2010-05-05,382.228
2010-05-06,404.209
2010-05-07,400.225
2010-05-08,412.064
2010-05-09,459.419
2010-05-10,437.85
2010-05-11,397.146
2010-05-12,416.522
2010-05-13,412.509
2010-05-14,385.158
2010-05-15,376.188
2010-05-16,386.275
2010-05-17,390.621
2010-05-18,369.804
2010-05-19,396.509
2010-05-20,388.181
2010-05-21,379.22
2010-05-22,383.861
2010-05-23,400.557
2010-05-24,416.558
2010-05-25,404.172
2010-05-26,392.358
2010-05-27,400.448
2010-05-28,410.462
2010-05-29,381.376
2010-05-30,401.458
2010-05-31,373.879
2010-06-01,373.366
2010-06-02,387.879
2010-06-03,392.617
2010-06-04,383.639
2010-06-05,425.396
2010-06-06,416.923
2010-06-07,375.551
2010-06-08,431.651
2010-06-09,408.666
2010-06-10,389.08
2010-06-11,341.764
2010-06-12,350.994
2010-06-13,345.643
2010-06-14,340.148
2010-06-15,335.954
2010-06-16,314.305
2010-06-17,311.344
2010-06-18,327.332
2010-06-19,329.353
2010-06-20,312.947
2010-06-21,309.924
2010-06-22,316.016
2010-06-23,327.716
2010-06-24,362.218
2010-06-25,349.589
2010-06-26,347.584
2010-06-27,328.752
2010-06-28,314.267
2010-06-29,289.147
2010-06-30,248.056
2010-07-01,323.28
2010-07-02,327.143
2010-07-03,346.855
2010-07-04,297.741
2010-07-05,264.436
2010-07-06,281.272
2010-07-07,278.172
2010-07-08,306.703
2010-07-09,298.541
2010-07-10,290.874
2010-07-11,259.721
2010-07-12,299.717
2010-07-13,257.76
2010-07-14,307.634
2010-07-15,305.66
2010-07-16,312.669
2010-07-17,335.58
2010-07-18,344.964
2010-07-19,354.018
2010-07-20,362.52
2010-07-21,372.173
2010-07-22,422.42
2010-07-23,419.015
2010-07-24,401.385
2010-07-25,413.147
2010-07-26,407.696
2010-07-27,387.298
2010-07-28,428.028
2010-07-29,409.026
2010-07-30,396.173
2010-07-31,443.412
2010-08-01,438.487
2010-08-02,418.539
2010-08-03,373.828
2010-08-04,414.244
2010-08-05,400.706
2010-08-06,369.534
2010-08-07,394.403
2010-08-08,417.582
2010-08-09,392.571
2010-08-10,412.589
2010-08-11,405.199
2010-08-12,424.19
2010-08-13,380.775
2010-08-14,433.382
2010-08-15,427.728
2010-08-16,451.99
2010-08-17,388.121
2010-08-18,402.041
2010-08-19,389.595
2010-08-20,428.097
2010-08-21,432.316
2010-08-22,429.836
2010-08-23,452.457
2010-08-24,374.606
2010-08-25,386.428
2010-08-26,434.804
2010-08-27,419.915
2010-08-28,376.778
2010-08-29,372.163
2010-08-30,386.968
2010-08-31,364.291
2010-09-01,392.493
2010-09-02,409.587
2010-09-03,441.728
2010-09-04,418.09
2010-09-05,426.11
2010-09-06,401.452
2010-09-07,411.397
2010-09-08,401.682
2010-09-09,394.621
2010-09-10,402.642
2010-09-11,439.305
2010-09-12,435.226
2010-09-13,388.58
2010-09-14,407.371
2010-09-15,377.309
2010-09-16,357.23
2010-09-17,378.943
2010-09-18,363.024
2010-09-19,372.893
2010-09-20,389.753
2010-09-21,426.792
2010-09-22,415.841
2010-09-23,423.07
2010-09-24,421.232
2010-09-25,372.279
2010-09-26,342.501
2010-09-27,352.461
2010-09-28,355.31
2010-09-29,369.291
2010-09-30,396.965
2010-10-01,387.491
2010-10-02,396.096
2010-10-03,403.369
2010-10-04,362.682
2010-10-05,363.312
2010-10-06,387.545
2010-10-07,383.902
2010-10-08,378.66
2010-10-09,383.545
2010-10-10,356.023
2010-10-11,354.008
2010-10-12,379.562
2010-10-13,383.225
2010-10-14,353.661
2010-10-15,353.295
2010-10-16,377.043
2010-10-17,365.931
2010-10-18,342.647
2010-10-19,356.621
2010-10-20,379.374
2010-10-21,329.765
2010-10-22,515.445
2010-10-23,371.237
2010-10-24,425.296
2010-10-25,359.654
2010-10-26,340.626
2010-10-27,363.414
2010-10-28,369.105
2010-10-29,366.305
2010-10-30,409.006
2010-10-31,365.715
2010-11-01,375.401
2010-11-02,351.188
2010-11-03,358.911
2010-11-04,358.913
2010-11-05,382.531
2010-11-06,349.564
2010-11-07,400.418
2010-11-08,355.886
2010-11-09,365.243
2010-11-10,358.608
2010-11-11,392.277
2010-11-12,393.814
2010-11-13,351.238
2010-11-14,414.253
2010-11-15,479.467
2010-11-16,475.545
2010-11-17,354.974
