"date","temp","tmin","tmax"
2004-01-01,-0.227,-1.23,-0.01
2004-01-02,-0.499,-2.06,-0.05
2004-01-03,-2.956,-5.82,-2.19
2004-01-04,-4.209,-10.45,-1.48
2004-01-05,-1.192,-8.1,0.53
2004-01-06,-1.58,-7.24,0.35
2004-01-07,1.095,-4.35,4.14
2004-01-08,-0.817,-2.68,1
2004-01-09,5.113,0.89,6.48
2004-01-10,6.463,3.98,7.47
2004-01-11,6.792,4.37,9.69
2004-01-12,6.296,5.67,11.59
2004-01-13,10.868,6.68,11.79
2004-01-14,6.648,2.73,9.17
2004-01-15,2.849,0.46,4.13
2004-01-16,3.814,0.04,5.82
2004-01-17,5.229,3.06,7.04
2004-01-18,3.609,1.31,4.31
2004-01-19,1.226,-1.21,2.33
2004-01-20,1.605,0.01,3.33
2004-01-21,2.115,-2.44,4.26
2004-01-22,0.777,-3.97,3.57
2004-01-23,0.687,-5.56,3.1
2004-01-24,-0.325,-7.12,2.2
2004-01-25,2.435,-2.01,4.56
2004-01-26,-0.851,-1.8,1.11
2004-01-27,0.611,-1.5,1.45
2004-01-28,-0.782,-2.98,0.08
2004-01-29,-1.529,-3.36,-0.86
2004-01-30,-2.627,-7.8,0.32
2004-01-31,2.971,-8.89,9.42
2004-02-01,9.206,0.93,12.48
2004-02-02,6.592,-0.7,10.97
2004-02-03,5.863,-3.92,11.66
2004-02-04,5.974,-5.08,12.2
2004-02-05,6.54,-2.29,12.55
2004-02-06,5.775,-2.1,10.84
2004-02-07,8.788,3.53,10.75
2004-02-08,4.095,2.53,5.25
2004-02-09,4.515,-1.73,6.91
2004-02-10,3.227,-5.02,7
2004-02-11,1.389,0.28,3.1
2004-02-12,3.841,0.41,5.36
2004-02-13,5.082,-1.9,8.78
2004-02-14,3.506,-0.33,5.89
2004-02-15,3.445,-0.17,5.362
2004-02-16,3.445,0.536,7.514
2004-02-17,1.346,-0.68,8.107
2004-02-18,1.346,-0.488,3.684
2004-02-19,1.355,-0.696,1.75
2004-02-20,3.467,-0.81,7.32
2004-02-21,4.666,-1.22,7.54
2004-02-22,6.111,0.48,8.69
2004-02-23,-0.691,-6.78,2.7
2004-02-24,0.385,-9.41,6.73
2004-02-25,-0.37,-10.75,7.68
2004-02-26,-0.084,-6.4,5.26
2004-02-27,0.612,-8.61,5.08
2004-02-28,0.287,-11.41,6.87
2004-02-29,-0.914,-8.69,2.12
2004-03-01,-0.495,-3.26,1.45
2004-03-02,-0.034,-6.21,2.31
2004-03-03,5.337,-3.94,9.32
2004-03-04,2.907,-5.39,6.13
2004-03-05,2.34,-0.14,3.28
2004-03-06,4.675,1.56,6.35
2004-03-07,4.084,-0.47,6.9
2004-03-08,2.915,-0.26,4.93
2004-03-09,3.142,-1.17,5.61
2004-03-10,1.734,-2.18,3.83
2004-03-11,1.325,-3.18,3.33
2004-03-12,3.135,-4.07,6.88
2004-03-13,5.605,0.31,10.04
2004-03-14,7.432,2.84,10.45
2004-03-15,10.699,0.52,16.52
2004-03-16,13.096,-0.93,19.82
2004-03-17,14.62,-0.54,22.35
2004-03-18,14.614,1.17,20.49
2004-03-19,13.702,3.82,16.75
2004-03-20,11.899,8.78,13.23
2004-03-21,11.08,5.7,12.83
2004-03-22,6.511,0.46,10.5
2004-03-23,3.667,-0.73,6.3
2004-03-24,3.626,1.08,5.694
2004-03-25,3.618,0.63,5.733
2004-03-26,3.618,-0.773,2.934
2004-03-27,9.597,-2.631,6.143
2004-03-28,9.597,-2.729,10.47
2004-03-29,9.625,-2.7,15.48
2004-03-30,11.748,-0.42,18.96
2004-03-31,14.034,-0.94,21.46
2004-04-01,14.401,0.84,20.08
2004-04-02,15.62,1.86,20.97
2004-04-03,12.78,4.32,17.14
2004-04-04,11.017,1.71,14.51
2004-04-05,10.879,6.7,12.73
2004-04-06,6.139,2.4,8.3
2004-04-07,5.966,0.99,9.24
2004-04-08,7.06,2.08,10.4
2004-04-09,7.756,2.25,9.55
2004-04-10,5.592,3.49,7.68
2004-04-11,7.709,2.84,11.11
2004-04-12,8.566,3.73,11.29
2004-04-13,8.809,3.34,11.06
2004-04-14,10.277,0.57,14.54
2004-04-15,12.498,1.05,18.23
2004-04-16,13.945,1.43,19.3
2004-04-17,13.555,1.62,16.8
2004-04-18,12.126,7.13,16.2
2004-04-19,6.605,1.62,9.81
2004-04-20,10.276,-1.24,14.22
2004-04-21,16.62,3.75,21.57
2004-04-22,18.656,3.42,24.04
2004-04-23,15.274,9.64,18.1
2004-04-24,13.485,6.25,17.12
2004-04-25,13.332,5.26,13.57
2004-04-26,13.779,4.93,16.994
2004-04-27,16.371,6.51,19.645
2004-04-28,16.397,7.916,18.96
2004-04-29,16.711,7.83,21.25
2004-04-30,14.949,8.65,20.98
2004-05-01,13.016,9.19,15.46
2004-05-02,14.735,7.6,19.96
2004-05-03,15.794,6.26,21.39
2004-05-04,15.331,9.84,20.51
2004-05-05,7.507,4.75,9.59
2004-05-06,7.279,4.77,9.7
2004-05-07,8.982,4.72,11.71
2004-05-08,7.176,4.62,9.75
2004-05-09,5.961,4.34,6.7
2004-05-10,13.228,4.51,18.56
2004-05-11,15.683,2.97,19.98
2004-05-12,15.714,3.98,19.64
2004-05-13,10.783,8.57,13.09
2004-05-14,14.414,4.25,18.39
2004-05-15,16.386,3.89,20.33
2004-05-16,16.365,5.71,19.9
2004-05-17,18.773,7.79,23.76
2004-05-18,20.989,5.64,26.88
2004-05-19,21.539,7.65,26.04
2004-05-20,21.915,7.74,27.45
2004-05-21,16.076,11.08,21.59
2004-05-22,9.662,6.58,12.03
2004-05-23,13.503,3.77,21.16
2004-05-24,13.666,2.6,17.77
2004-05-25,16.761,1.99,21.86
2004-05-26,18.457,4.54,23.09
2004-05-27,14.282,11.59,17.09
2004-05-28,15.335,8.18,18.82
2004-05-29,16.816,3.59,21.17
2004-05-30,19.26,4.5,25.1
2004-05-31,15.306,11.22,18.39
2004-06-01,12.744,11.29,14.01
2004-06-02,14.988,12.01,17.99
2004-06-03,12.429,10.74,14.26
2004-06-04,15.674,11.29,20.67
2004-06-05,15.614,11.39,18.83
2004-06-06,17.359,7.63,20.94
2004-06-07,21.18,6.46,26.73
2004-06-08,24.245,9.62,31.28
2004-06-09,25.024,10.68,30.28
2004-06-10,25.349,14.1,29.43
2004-06-11,19.009,13.8,21.65
2004-06-12,18.389,11.55,20.76
2004-06-13,14.088,10.29,18.83
2004-06-14,17.421,8.41,21.56
2004-06-15,18.139,7.74,20.88
2004-06-16,17.638,9.34,21.35
2004-06-17,19.743,7.12,25.68
2004-06-18,20.256,12.62,23.06
2004-06-19,15.913,10.11,20.11
2004-06-20,14.752,7.74,18.04
2004-06-21,17.477,9.83,22.1
2004-06-22,17.731,11.47,22.54
2004-06-23,18.606,11.64,22.04
2004-06-24,19.309,13.71,23.08
2004-06-25,18.717,11.59,22.12
2004-06-26,20.712,6.31,25.85
2004-06-27,21.728,11.69,27.38
2004-06-28,22.367,18.44,25
2004-06-29,21.693,11.61,25.11
2004-06-30,23.105,8.67,28.66
2004-07-01,18.983,13.14,21.71
2004-07-02,17.409,11.95,22.01
2004-07-03,18.178,7.92,22.47
2004-07-04,21.526,6.918,26.43
2004-07-05,19.267,11.63,24.37
2004-07-06,17.347,14.46,20.28
2004-07-07,19.531,14.06,24.22
2004-07-08,17.734,13.76,23.18
2004-07-09,16.672,8.52,20.52
2004-07-10,15.129,8.65,18.91
2004-07-11,13.75,8.03,17.26
2004-07-12,13.926,10.27,17.09
2004-07-13,13.849,7.97,16.2
2004-07-14,17.347,7.81,23.05
2004-07-15,21.141,13.62,25.37
2004-07-16,24.664,12.42,28.99
2004-07-17,24.148,15.27,30.27
2004-07-18,22.327,15.36,27.56
2004-07-19,23.362,14.19,29.64
2004-07-20,22.601,15,27.74
2004-07-21,25.27,16.36,29.74
2004-07-22,25.946,15.52,31.2
2004-07-23,26.193,18.45,29.81
2004-07-24,21.012,16.38,24.97
2004-07-25,23.531,15.09,27.43
2004-07-26,19.524,12.16,23.63
2004-07-27,20.082,9.71,24.71
2004-07-28,21.51,10.2,26.01
2004-07-29,24.064,9.23,30.14
2004-07-30,26.604,11.98,32.23
2004-07-31,26.398,12.51,32.4
2004-08-01,28.088,12.22,34.5
2004-08-02,28.444,14.11,34.18
2004-08-03,26.646,14.63,32.75
2004-08-04,24.635,16.96,29.98
2004-08-05,23.626,16.98,29.18
2004-08-06,23.556,18.51,27.65
2004-08-07,24.374,16.69,30.28
2004-08-08,24.952,13.39,32.31
2004-08-09,23.869,14.51,27.84
2004-08-10,23.816,14.84,30.15
2004-08-11,24.292,17.98,28.5
2004-08-12,21.773,15.03,29.26
2004-08-13,19.379,14.01,19.761
2004-08-14,17.719,13.75,19.97
2004-08-15,22.228,11.2,26.59
2004-08-16,20.117,10.61,24.48
2004-08-17,18.603,14.79,22.89
2004-08-18,24.094,14.81,29.92
2004-08-19,18.049,16.58,20.15
2004-08-20,20.604,15.5,24.48
2004-08-21,16.628,12.63,19.87
2004-08-22,18.232,10.66,21.98
2004-08-23,21.145,9.55,28.09
2004-08-24,18.017,14.99,21.48
2004-08-25,19.275,13.75,22.59
2004-08-26,14.65,12.7,16.62
2004-08-27,19.52,12.77,23.89
2004-08-28,20.332,9.34,25.27
2004-08-29,19.889,13.48,25.68
2004-08-30,18.371,12.71,23.31
2004-08-31,17.994,13.29,20.62
2004-09-01,19.735,8.716,20.231
2004-09-02,24.224,10.459,24.273
2004-09-03,24.3,12.35,29.64
2004-09-04,24.074,15.42,28.3
2004-09-05,23.927,14.53,28.42
2004-09-06,23.756,11.04,28.76
2004-09-07,23.01,11.15,27.45
2004-09-08,22.744,10.45,26.91
2004-09-09,21.097,11.13,25.27
2004-09-10,22.198,9.32,27.66
2004-09-11,23.417,16.89,27.92
2004-09-12,17.687,14.06,19.52
2004-09-13,19.315,9.95,23.4
2004-09-14,17.657,14.16,20.24
2004-09-15,15.131,12.1,17.78
2004-09-16,14.916,9.36,18.05
2004-09-17,15.371,5.98,19.67
2004-09-18,16.783,7.17,22.83
2004-09-19,15.331,7.96,17.92
2004-09-20,18.192,12.52,21.36
2004-09-21,16.499,10.21,20.01
2004-09-22,14.488,9.51,17.55
2004-09-23,16.369,12.55,18.45
2004-09-24,11.272,6.91,14.32
2004-09-25,10.062,7.43,12.51
2004-09-26,9.905,4.97,11.19
2004-09-27,10.91,5.59,14.91
2004-09-28,14.927,11.23,17.51
2004-09-29,15.511,10.55,17.61
2004-09-30,18.375,11.33,22.84
2004-10-01,18.377,11.68,22.27
2004-10-02,15.818,10.22,20.17
2004-10-03,18.585,8.94,22.92
2004-10-04,17.486,7.23,21.75
2004-10-05,20.347,11.46,25.18
2004-10-06,17.022,12.84,19.71
2004-10-07,15.946,12.53,20.66
2004-10-08,18.054,11.239,21.64
2004-10-09,18.004,10.562,12.302
2004-10-10,12.802,8.274,11.042
2004-10-11,10.843,7.604,10.375
2004-10-12,12.161,8.1,16.07
2004-10-13,10.701,8.42,11.96
2004-10-14,12.254,8.44,17.26
2004-10-15,9.007,5.56,12.82
2004-10-16,8.532,4.14,11.44
2004-10-17,7.407,5.17,9.89
2004-10-18,11.984,7.63,14.66
2004-10-19,9.199,8,10.25
2004-10-20,11.891,8.91,14.13
2004-10-21,16.529,9.71,19.02
2004-10-22,15.473,7.47,21.18
2004-10-23,14.981,7.93,19.04
2004-10-24,15.859,7.48,20.14
2004-10-25,14.061,8.63,18.64
2004-10-26,9.555,6.945,10.47
2004-10-27,8.997,6.807,9.77
2004-10-28,10.402,7.27,12.58
2004-10-29,9.896,8.29,10.95
2004-10-30,13.707,5.665,16.56
2004-10-31,11.293,4.873,14.24
2004-11-01,10.537,7.98,11.48
2004-11-02,10.008,7.88,11.24
2004-11-03,12.201,7.12,14.53
2004-11-04,10.4,9.12,11.42
2004-11-05,11.962,8.36,14.51
2004-11-06,7.894,2.819,9.15
2004-11-07,6.448,0.724,9.72
2004-11-08,2.706,-0.975,6.17
2004-11-09,2.861,-1.545,4.15
2004-11-10,2.237,-1.857,5.617
2004-11-11,3.204,0.383,4.446
2004-11-12,3.768,-0.494,5.292
2004-11-13,4.699,0.106,7.04
2004-11-14,2.875,-0.682,3.999
2004-11-15,2.539,-3.351,4.52
2004-11-16,3.193,-5.887,7.17
2004-11-17,3.487,-2.823,5.241
2004-11-18,7.324,4.922,8.87
2004-11-19,4.767,-1.254,6.944
2004-11-20,1.286,-1.267,2.604
2004-11-21,3.014,0.125,5.589
2004-11-22,7.879,3.561,9.81
2004-11-23,8.74,6.123,10.44
2004-11-24,7.017,0.804,8.65
2004-11-25,4.564,-0.431,7.19
2004-11-26,4.712,-0.261,8.76
2004-11-27,8.172,0.668,12.02
2004-11-28,3.757,1.192,5.282
2004-11-29,5.613,3.31,6.882
2004-11-30,4.328,0.04,5.746
2004-12-01,2.85,-0.404,4.508
2004-12-02,2.159,0.509,3.664
2004-12-03,4.845,1.731,7.33
2004-12-04,4.021,3.005,4.623
2004-12-05,3.595,2.788,4.026
2004-12-06,3.195,1.988,4.103
2004-12-07,2.365,0.879,3.081
2004-12-08,-0.08,-0.74,1.068
2004-12-09,0.31,-0.375,0.734
2004-12-10,-0.255,-0.835,0.143
2004-12-11,-1.151,-1.985,-0.622
2004-12-12,-1.349,-2.352,-0.762
2004-12-13,-1.559,-2.908,-0.769
2004-12-14,-1.92,-2.987,-1.242
2004-12-15,-1.474,-3.308,-0.127
2004-12-16,-1.182,-2.979,1.11
2004-12-17,5.37,1.119,6.525
2004-12-18,2.957,0.346,5.971
2004-12-19,3.244,-0.24,4.921
2004-12-20,-2.15,-3.715,0.365
2004-12-21,-0.972,-5.386,-0.431
2004-12-22,-2.481,-8.86,0.125
2004-12-23,3.463,-0.942,5.912
2004-12-24,7.029,3.927,8.4
2004-12-25,5.989,-0.193,9.27
2004-12-26,1.453,0.015,2.295
2004-12-27,1.446,0.419,2.168
2004-12-28,0.827,-0.181,1.631
2004-12-29,0.884,-1.998,3.403
2004-12-30,0.875,-8.1,4.013
2004-12-31,-0.489,-8.09,1.077
2005-01-01,3.602,0.551,5.148
2005-01-02,6.236,2.518,6.728
2005-01-03,3.731,0.292,6.323
2005-01-04,3.164,-2.437,6.265
2005-01-05,2.983,-4.183,7.59
2005-01-06,7.903,1.491,9.37
2005-01-07,2.4,-0.055,3.905
2005-01-08,6.08,0.283,11.03
2005-01-09,8.627,1.28,10.59
2005-01-10,5.079,-0.384,10.01
2005-01-11,5.317,-2.972,9.74
2005-01-12,2.829,-1.808,5.978
2005-01-13,7.705,-1.436,9.66
2005-01-14,-0.636,-3.919,3.561
2005-01-15,-2.96,-4.279,-2.13
2005-01-16,-2.371,-4.033,-1.158
2005-01-17,-1.967,-4.234,-0.93
2005-01-18,2.795,-2.351,4.469
2005-01-19,0.872,-1.101,2.509
2005-01-20,3.111,-0.084,7.03
2005-01-21,6.148,4.598,7.15
2005-01-22,4.557,-2.885,7.05
2005-01-23,0.183,-4.299,2.104
2005-01-24,-1.217,-3.971,1.674
2005-01-25,-2.865,-4.845,-1.91
2005-01-26,-3.969,-6.16,-3.039
2005-01-27,-6.116,-13.29,-4.843
2005-01-28,-3.181,-11.46,2.416
2005-01-29,-7.275,-9.96,-5.46
2005-01-30,-5.388,-10.65,-3.143
2005-01-31,-1.643,-6.314,1.116
2005-02-01,1.812,-2.017,4.562
2005-02-02,-1.149,-5.985,1.373
2005-02-03,3.867,-1.929,9.37
2005-02-04,2.171,-6.231,3.861
2005-02-05,0.189,-5.145,3.446
2005-02-06,-0.562,-3.399,1.838
2005-02-07,3.204,-5.46,7.68
2005-02-08,3.935,-6.981,9.37
2005-02-09,4.465,-8.38,12.77
2005-02-10,1.788,-6.36,4.35
2005-02-11,3.704,2.138,4.311
2005-02-12,7.892,3.655,9.34
2005-02-13,1.7,-0.091,7.32
2005-02-14,0.84,-1.959,2.376
2005-02-15,-1.328,-3.49,-0.25
2005-02-16,-0.375,-4.078,1.184
2005-02-17,-0.293,-4.834,2.194
2005-02-18,-0.805,-6.341,1.129
2005-02-19,-1.123,-4.524,0.06
2005-02-20,0.399,-7.7,2.703
2005-02-21,-1.099,-9.4,2.697
2005-02-22,0.547,-4.873,5.366
2005-02-23,-1.058,-7.99,2.552
2005-02-24,0.612,-8.34,7.22
2005-02-25,-3.497,-13.91,1.773
2005-02-26,-2.781,-8.04,-0.72
2005-02-27,-3.593,-7.32,-1.268
2005-02-28,-6.427,-10.12,-3.823
2005-03-01,-3.662,-17.94,2.234
2005-03-02,-2.673,-16.63,2.86
2005-03-03,1.099,-12.31,5.977
2005-03-04,3.428,-7.86,11.74
2005-03-05,-0.628,-3.381,0.281
2005-03-06,-2.094,-7.96,-0.188
2005-03-07,-2.706,-16,2.244
2005-03-08,0.54,-3.575,2.412
2005-03-09,3.215,0.273,5.38
2005-03-10,4.005,-5.029,7.03
2005-03-11,3.936,-5.986,9.2
2005-03-12,2.45,0.034,3.723
2005-03-13,4.067,-6.016,7.95
2005-03-14,6.247,-5.927,10.79
2005-03-15,10.795,0.215,16.85
2005-03-16,12.262,-0.444,18.08
2005-03-17,14.461,1,20.34
2005-03-18,16.705,2.166,23.1
2005-03-19,16.528,1.941,22.96
2005-03-20,14.037,7.81,17.76
2005-03-21,10.692,2.885,16.19
2005-03-22,9.843,3.617,12.95
2005-03-23,14.654,8.54,17.76
2005-03-24,13.92,5.742,17.29
2005-03-25,14.513,6.32,17.97
2005-03-26,13.214,5.854,17.57
2005-03-27,11.924,9.08,13.83
2005-03-28,12.89,6.951,16.03
2005-03-29,14.862,7.82,18.32
2005-03-30,11.623,5.872,13.2
2005-03-31,10.692,2.819,14.99
2005-04-01,11.894,3.406,15.59
2005-04-02,13.601,0.428,18.96
2005-04-03,14.53,1.44,19.16
2005-04-04,14.204,0.472,19.4
2005-04-05,11.592,3.141,14.13
2005-04-06,15.313,4.503,20.43
2005-04-07,10.21,8.61,13.06
2005-04-08,6.788,4.786,8.61
2005-04-09,2.493,1.328,4.367
2005-04-10,6.714,0.151,8.48
2005-04-11,8.753,4.14,11.74
2005-04-12,8.742,5.428,9.84
2005-04-13,10.512,4.201,13.53
2005-04-14,13.781,1.139,18.36
2005-04-15,12.698,2.846,17.86
2005-04-16,10.167,0.587,12.61
2005-04-17,2.232,0.322,3.427
2005-04-18,8.653,2.746,13.72
2005-04-19,9.076,5.507,11.5
2005-04-20,7.516,5.194,9.05
2005-04-21,9.005,3.093,11.69
2005-04-22,11.916,-0.353,17.56
2005-04-23,11.05,3.017,15.18
2005-04-24,11.63,8.35,13.46
2005-04-25,10.398,7.98,14.19
2005-04-26,14.44,7.3,18.63
2005-04-27,10.286,6.669,11.59
2005-04-28,15.256,6.952,19.28
2005-04-29,19.372,8.96,24.6
2005-04-30,21.591,7.57,28.42
2005-05-01,21.916,9.21,27.52
2005-05-02,21.226,8.49,25.65
2005-05-03,15.505,9.86,20.35
2005-05-04,13.54,8.95,17.23
2005-05-05,12.654,8.81,16.57
2005-05-06,9.604,7.59,11.11
2005-05-07,10.229,7.56,11.73
2005-05-08,11.753,6.47,13.89
2005-05-09,11.774,4.459,15.52
2005-05-10,11.108,3.377,13.82
2005-05-11,12.346,2.185,15.82
2005-05-12,14.085,3.796,19.27
2005-05-13,15.083,8.82,20.9
2005-05-14,12.972,9.4,15.89
2005-05-15,15.327,8.76,19.21
2005-05-16,11.242,5.932,15.21
2005-05-17,13.023,5.672,19.96
2005-05-18,8.449,6.94,11.15
2005-05-19,13.887,3.271,19.85
2005-05-20,18.687,4.446,25.15
2005-05-21,17.168,12.64,20.5
2005-05-22,15.319,11.31,21.19
2005-05-23,11.461,7.93,13.34
2005-05-24,15.572,6.68,21.35
2005-05-25,20.168,6.453,25.73
2005-05-26,23.951,9.16,30.6
2005-05-27,25.555,11.67,32.91
2005-05-28,26.196,12.9,31.26
2005-05-29,25.847,14.72,32.61
2005-05-30,17.74,13.25,19.77
2005-05-31,16.553,8.23,19.62
2005-06-01,17.805,6.504,21.18
2005-06-02,20.203,8.12,24.72
2005-06-03,22.893,8.88,28.2
2005-06-04,17.406,14.6,20.88
2005-06-05,17.189,12.24,20.53
2005-06-06,15.217,12.4,18.46
2005-06-07,13.283,5.368,15.39
2005-06-08,13.626,3.712,17.13
2005-06-09,14.115,5.424,17.32
2005-06-10,15.94,4.097,19.59
2005-06-11,18.111,4.071,22.75
2005-06-12,17.824,12.04,21.26
2005-06-13,18.08,10.17,24.3
2005-06-14,16.958,13.3,21.04
2005-06-15,21.256,14.43,25.67
2005-06-16,22.32,15.16,26.06
2005-06-17,23.346,12.69,26.91
2005-06-18,24.643,14.21,28.34
2005-06-19,24.394,15.01,28.58
2005-06-20,25.777,11.98,30.98
2005-06-21,27.187,11.86,33.03
2005-06-22,27.45,15.14,32.48
2005-06-23,27.731,15.4,33.09
2005-06-24,28.22,15.72,33.88
2005-06-25,24.141,16.77,30.5
2005-06-26,27.668,15.04,33.15
2005-06-27,29.124,15.8,34.92
2005-06-28,29.142,17.21,36.53
2005-06-29,24.853,16.8,33.48
2005-06-30,21.62,16.45,25.56
2005-07-01,17.503,13.89,20.82
2005-07-02,19.359,14.07,23.3
2005-07-03,24.832,12.96,29.02
2005-07-04,20.816,12.67,29.24
2005-07-05,17.727,9.38,21.16
2005-07-06,14.189,7.34,17.05
2005-07-07,13.139,11.43,15.11
2005-07-08,14.459,10.9,17.73
2005-07-09,18.673,9.82,23.66
2005-07-10,18.514,9.71,23.6
2005-07-11,18.834,12.83,24.63
2005-07-12,22.109,12.19,26.4
2005-07-13,24.078,11.51,29.25
2005-07-14,25.523,11.06,31.17
2005-07-15,26.164,11.48,32.34
2005-07-16,24.032,17.03,29.47
2005-07-17,27.384,16.03,33.41
2005-07-18,22.751,17.03,30.5
2005-07-19,20.349,15.8,23.78
2005-07-20,20.622,13.5,23.55
2005-07-21,20.148,14.98,23.82
2005-07-22,19.788,11.09,22.31
2005-07-23,20.301,10.04,23.99
2005-07-24,19.5,14.28,24.22
2005-07-25,19.732,15.18,21.66
2005-07-26,23.704,17.04,28.14
2005-07-27,27.782,14.46,34.31
2005-07-28,30.161,17.93,35.65
2005-07-29,24.949,17.66,30.71
2005-07-30,19.574,13.89,22.64
2005-07-31,19.982,12.71,23.33
2005-08-01,21.907,13.06,25.83
2005-08-02,15.602,14.67,16.73
2005-08-03,17.178,14.38,20.19
2005-08-04,19.653,11.38,22.71
2005-08-05,20.668,8.28,25.79
2005-08-06,19.789,15.25,23.25
2005-08-07,16.216,10.26,19.41
2005-08-08,16.377,7.63,19.62
2005-08-09,18.798,5.714,24
2005-08-10,21.003,8.06,25.93
2005-08-11,20.307,10.57,23.85
2005-08-12,21.056,7.64,26.66
2005-08-13,19.429,13.12,22.79
2005-08-14,15.227,9.81,17.63
2005-08-15,12.969,9.94,15.35
2005-08-16,16.956,12.14,20.12
2005-08-17,19.557,9.89,24.34
2005-08-18,20.951,10.71,27.16
2005-08-19,19.849,14.66,24.04
2005-08-20,16.707,14.22,20.06
2005-08-21,15.677,14.87,17.28
2005-08-22,17.806,16.68,18.72
2005-08-23,19.17,14.94,22.59
2005-08-24,19.819,15.05,23.28
2005-08-25,18.788,14.72,22.29
2005-08-26,18.37,13.67,21.56
2005-08-27,18.725,10.35,22.93
2005-08-28,19.993,14.29,23.61
2005-08-29,22.107,10.08,27.28
2005-08-30,23.739,11.91,28.9
2005-08-31,25.421,13.56,31.22
2005-09-01,24.862,13.93,29.77
2005-09-02,24.439,15.53,28.63
2005-09-03,23.847,15.56,27.35
2005-09-04,20.989,14.52,24.05
2005-09-05,21.668,12.64,27.23
2005-09-06,21.934,14.12,26.85
2005-09-07,23.518,11.8,27.96
2005-09-08,23.969,13.16,28.2
2005-09-09,21.663,16.14,25.57
2005-09-10,20.26,16.56,23.27
2005-09-11,16.896,14.66,18.93
2005-09-12,16.385,13.42,19.34
2005-09-13,18.917,11.57,22.51
2005-09-14,19.483,14.51,21.8
2005-09-15,19.527,9.99,24.27
2005-09-16,18.742,9.85,23.3
2005-09-17,10.107,8.55,11.8
2005-09-18,10.543,7.55,12.52
2005-09-19,10.607,8.29,12.88
2005-09-20,14.131,7.4,16.6
2005-09-21,15.01,5.469,18.93
2005-09-22,15.697,3.787,20.77
2005-09-23,16.34,5.749,21.81
2005-09-24,18.045,7.41,23.84
2005-09-25,18.516,9.13,23.17
2005-09-26,17.979,11.96,21.8
2005-09-27,16.314,10.618,19.89
2005-09-28,16.93,10.64,21.5
2005-09-29,14.128,9.93,15.61
2005-09-30,12.695,7.71,14.99
2005-10-01,11.628,9.72,12.92
2005-10-02,9.564,7.99,10.87
2005-10-03,9.472,7.42,10.83
2005-10-04,12.077,9.28,13.99
2005-10-05,12.875,6.981,15.28
2005-10-06,13.808,7.26,16.71
2005-10-07,15.487,9.84,19.68
2005-10-08,15.857,8.58,19.98
2005-10-09,14.458,6.849,21.27
2005-10-10,13.423,4.157,19.66
2005-10-11,14.433,7.16,19.5
2005-10-12,13.935,6.517,19.43
2005-10-13,13.507,5.367,19.08
2005-10-14,12.321,3.605,17.99
2005-10-15,9.108,2.941,12.83
2005-10-16,9.505,7.59,11.27
2005-10-17,8.731,1.266,9.64
2005-10-18,6.891,3.203,8.68
2005-10-19,10.052,6.447,13.03
2005-10-20,14.385,8.05,17.29
2005-10-21,14.551,9.81,19.29
2005-10-22,16.82,10.51,19.74
2005-10-23,12.979,10.25,14.29
2005-10-24,12.562,8.47,15.51
2005-10-25,14.527,9.2,19.39
2005-10-26,17.482,7.53,21.74
2005-10-27,14.056,5.289,20.21
2005-10-28,13.575,4.375,20.97
2005-10-29,13.874,5.257,19.05
2005-10-30,13.83,4.422,20.39
2005-10-31,10.91,4.5,15.16
2005-11-01,14.633,7.64,18.15
2005-11-02,11.934,5.776,15.42
2005-11-03,15.13,8.48,18.64
2005-11-04,13.471,7.87,18.8
2005-11-05,10.78,3.696,13.21
2005-11-06,5.069,2.225,6.803
2005-11-07,8.34,1.848,11.98
2005-11-08,4.527,1.341,6.265
2005-11-09,6.953,2.201,12.98
2005-11-10,8.555,4.409,11.21
2005-11-11,9.669,1.921,11.82
2005-11-12,6.497,2.005,10.18
2005-11-13,4.047,1.742,6.123
2005-11-14,4.189,3.548,5.341
2005-11-15,5.872,3.233,8.79
2005-11-16,9.001,4.843,11.95
2005-11-17,5.921,0.854,8.37
2005-11-18,4.247,-3.692,8.44
2005-11-19,2.485,-4.166,5.016
2005-11-20,2.117,-6.317,5.105
2005-11-21,2.49,-5.39,4.429
2005-11-22,1.167,-0.944,2.247
2005-11-23,1.127,-3.094,2.47
2005-11-24,-1.132,-4.151,1.337
2005-11-25,1.416,-6.482,3.781
2005-11-26,-0.853,-11.84,3.26
2005-11-27,-3.5,-10.59,0.323
2005-11-28,0.406,-0.142,0.89
2005-11-29,1.426,0.112,2.489
2005-11-30,1.425,-0.053,2.555
2005-12-01,1.115,-9.23,3.431
2005-12-02,-3.474,-6.002,-0.189
2005-12-03,2.691,0.059,4.443
2005-12-04,5.493,2.734,6.47
2005-12-05,5.464,2.57,6.623
2005-12-06,3.063,0.126,4.95
2005-12-07,2.644,0.544,3.733
2005-12-08,0.763,-0.242,1.617
2005-12-09,2.033,0.219,2.995
2005-12-10,1.157,-0.494,1.724
2005-12-11,-0.038,-2.4,1.561
2005-12-12,-0.72,-5.084,1.254
2005-12-13,1.226,-0.794,1.692
2005-12-14,1.115,-0.454,1.66
2005-12-15,2.502,-2.75,4.956
2005-12-16,1.976,0.851,3.337
2005-12-17,0.466,-0.472,4.15
2005-12-18,-0.283,-4.368,0.575
2005-12-19,-2.324,-6.246,-1.168
2005-12-20,-0.837,-4.094,0.179
2005-12-21,-1.363,-3.657,-1.018
