"TIMESTAMP","netrad","netrad_method","netrad_approx","netrad_simple","netrad_energy_balance"
2008-05-15,88.08022,"Energy Balance",105.179289592002,107.4983,88.08022
2008-05-16,155.4574,"Energy Balance",188.244999805264,184.7062,155.4574
2008-05-17,69.80549,"Energy Balance",81.1320273850848,68.5832,69.80549
2008-05-18,75.21503,"Energy Balance",90.8446941368627,84.8148,75.21503
2008-05-19,96.17548,"Energy Balance",121.326028645305,111.6066,96.17548
2008-05-20,78.71283,"Energy Balance",96.7457142020098,92.0017,78.71283
2008-05-21,54.915181,"Energy Balance",73.0954573300312,67.1916,54.915181
2008-05-22,79.9244,"Energy Balance",103.289684412803,97.7732,79.9244
2008-05-23,188.1003,"Energy Balance",201.149075249444,216.6297,188.1003
2008-05-24,84.30667,"Energy Balance",85.5105208595218,84.4361,84.30667
2008-05-25,145.52293,"Energy Balance",152.616415457274,149.9491,145.52293
2008-05-26,107.72563,"Energy Balance",99.987794051481,108.262,107.72563
2008-05-27,137.367,"Energy Balance",135.952768062583,170.6138,137.367
2008-05-28,206.62973,"Energy Balance",170.367530979367,201.5622,206.62973
2008-05-29,164.39174,"Energy Balance",144.273129984028,152.9325,164.39174
2008-05-30,152.93908,"Energy Balance",162.069732069598,154.5341,152.93908
2008-05-31,179.8005,"Energy Balance",173.129970043442,176.7493,179.8005
2008-06-01,118.68321,"Energy Balance",125.625012796456,146.419,118.68321
2008-06-02,136.159719,"Energy Balance",124.564727642332,129.9263,136.159719
2008-06-03,199.575,"Energy Balance",180.411955151546,173.8149,199.575
2008-06-04,64.5395,"Energy Balance",68.6370958116938,49.3094,64.5395
2008-06-05,63.73044,"Energy Balance",57.5349804897476,46.375,63.73044
2008-06-06,39.28951,"Energy Balance",42.6917089120913,20.6423,39.28951
2008-06-07,66.0994,"Energy Balance",61.6641914524497,39.41,66.0994
2008-06-08,139.2595,"Energy Balance",148.136942476105,138.6469,139.2595
2008-06-09,190.7645,"Energy Balance",184.311713453328,207.6508,190.7645
2008-06-10,185.8554,"Energy Balance",167.574715549717,173.8842,185.8554
2008-06-11,123.66195,"Energy Balance",110.06700841092,109.7306,123.66195
2008-06-12,168.6673,"Energy Balance",147.990397781596,154.5817,168.6673
2008-06-13,162.00591,"Energy Balance",146.809914704944,162.6331,162.00591
2008-06-14,158.5423,"Energy Balance",154.505705678144,172.8643,158.5423
2008-06-15,73.62208,"Energy Balance",69.2835926189861,76.5387,73.62208
2008-06-16,94.05883,"Energy Balance",93.8857828795306,69.7942,94.05883
2008-06-17,132.75563,"Energy Balance",125.261029953281,111.6654,132.75563
2008-06-18,202.7111,"Energy Balance",191.669743154431,211.5463,202.7111
2008-06-19,226.69982,"Energy Balance",189.754529441896,220.6981,226.69982
2008-06-20,227.8573,"Energy Balance",193.140344191171,214.8958,227.8573
2008-06-21,226.5608,"Energy Balance",194.8192979433,227.1731,226.5608
2008-06-22,228.11991,"Energy Balance",184.844381862575,217.9863,228.11991
2008-06-23,239.54436,"Energy Balance",198.635434525074,227.4419,239.54436
2008-06-24,176.1443,"Energy Balance",161.604853559667,176.2124,176.1443
2008-06-25,227.688727,"Energy Balance",179.465596431201,199.1731,227.688727
2008-06-26,154.92687,"Energy Balance",136.363096764699,135.9295,154.92687
2008-06-27,220.33373,"Energy Balance",165.817065155014,203.6363,220.33373
2008-06-28,232.6485,"Energy Balance",188.793124365071,227.2494,232.6485
2008-06-29,206.1283,"Energy Balance",190.184012087417,210.5985,206.1283
2008-06-30,165.8383,"Energy Balance",149.190976128496,173.5146,165.8383
2008-07-01,207.2468,"Energy Balance",177.403377800476,203.0595,207.2468
2008-07-02,219.4871,"Energy Balance",182.764603423031,215.5342,219.4871
2008-07-03,102.29324,"Energy Balance",133.636866730378,118.7606,102.29324
2008-07-04,198.126,"Energy Balance",177.881943431307,216.902,198.126
2008-07-05,192.7509,"Energy Balance",180.071136559123,205.4752,192.7509
2008-07-06,89.018295,"Energy Balance",100.045514674572,93.562,89.018295
2008-07-07,164.14668,"Energy Balance",168.279975911513,172.123,164.14668
2008-07-08,126.17043,"Energy Balance",112.585462053406,130.1041,126.17043
2008-07-09,194.462,"Energy Balance",173.745336746913,202.8663,194.462
2008-07-10,224.2289,"Energy Balance",186.294907260198,226.2449,224.2289
2008-07-11,156.1892,"Energy Balance",148.714471946529,155.3125,156.1892
2008-07-12,56.326229,"Energy Balance",75.3951709724718,49.6041,56.326229
2008-07-13,75.28447,"Energy Balance",100.769904691503,60.1643,75.28447
2008-07-14,118.5746,"Energy Balance",116.808723270123,111.3301,118.5746
2008-07-15,192.8786,"Energy Balance",191.988709127326,212.2309,192.8786
2008-07-16,205.3282,"Energy Balance",169.315909829856,201.3298,205.3282
2008-07-17,70.054018,"Energy Balance",64.1009574901339,49.5845,70.054018
2008-07-18,127.6237,"Energy Balance",121.428646602298,133.8197,127.6237
2008-07-19,160.8973,"Energy Balance",164.726875077828,190.3629,160.8973
2008-07-20,121.1443,"Energy Balance",116.519057604857,136.5588,121.1443
2008-07-21,143.83978,"Energy Balance",153.101447473092,187.2283,143.83978
2008-07-22,158.3353,"Energy Balance",174.899255850059,192.4202,158.3353
2008-07-23,166.5905,"Energy Balance",182.061131396681,226.4591,166.5905
2008-07-24,169.0064,"Energy Balance",179.481534450608,228.3092,169.0064
2008-07-25,165.3318,"Energy Balance",176.196842687414,216.6325,165.3318
2008-07-26,100.8972,"Energy Balance",103.696662885786,126.315,100.8972
2008-07-27,152.0757,"Energy Balance",155.521750724798,160.2447,152.0757
2008-07-28,163.8052,"Energy Balance",168.779211764826,198.8497,163.8052
2008-07-29,128.6956,"Energy Balance",129.015735964734,146.8663,128.6956
2008-07-30,123.6614,"Energy Balance",121.69268994722,144.1216,123.6614
2008-07-31,177.7115,"Energy Balance",170.433571255308,194.0932,177.7115
2008-08-01,97.8422,"Energy Balance",102.834606400875,96.9325,97.8422
2008-08-02,150.6995,"Energy Balance",148.517204391699,149.7545,150.6995
2008-08-03,221.2607,"Energy Balance",199.328927960404,218.6387,221.2607
2008-08-04,100.12715,"Energy Balance",85.3573344014644,102.2483,100.12715
2008-08-05,152.5078,"Energy Balance",154.756594901167,159.5713,152.5078
2008-08-06,157.4774,"Energy Balance",153.856256501794,189.0441,157.4774
2008-08-07,120.06983,"Energy Balance",104.294644365487,124.0722,120.06983
2008-08-08,158.0864,"Energy Balance",134.133230698274,140.5838,158.0864
2008-08-09,152.8265,"Energy Balance",160.350609702176,169.1039,152.8265
2008-08-10,187.4929,"Energy Balance",165.224500242156,205.4423,187.4929
2008-08-11,101.8498,"Energy Balance",104.591462276816,107.9211,101.8498
2008-08-12,66.97515,"Energy Balance",78.1656124404504,41.9377,66.97515
2008-08-13,212.5197,"Energy Balance",202.089914541522,204.5197,212.5197
2008-08-14,141.2034,"Energy Balance",126.760475788675,155.2446,141.2034
2008-08-15,46.303535,"Energy Balance",45.460224109542,30.8994,46.303535
2008-08-16,171.854,"Energy Balance",155.734757864596,184.954,171.854
2008-08-17,70.62984,"Energy Balance",57.6045778541503,80.2291,70.62984
2008-08-18,197.3492,"Energy Balance",167.307198625468,193.3274,197.3492
2008-08-19,165.6733,"Energy Balance",133.518846030721,140.0644,165.6733
2008-08-20,126.0163,"Energy Balance",125.00729222552,117.3214,126.0163
2008-08-21,158.8087,"Energy Balance",143.006936744694,179.9056,158.8087
2008-08-22,80.81791,"Energy Balance",71.3345990143905,83.4701,80.81791
2008-08-23,73.03305,"Energy Balance",72.8606013044191,68.6833,73.03305
2008-08-24,167.3652,"Energy Balance",146.397596858513,183.6324,167.3652
2008-08-25,123.6071,"Energy Balance",120.512876996347,133.7728,123.6071
2008-08-26,124.3155,"Energy Balance",124.592370291192,158.2966,124.3155
2008-08-27,140.8107,"Energy Balance",134.480627799941,180.2815,140.8107
2008-08-28,133.9617,"Energy Balance",131.956831583741,171.1542,133.9617
2008-08-29,128.3256,"Energy Balance",125.463780011358,162.7808,128.3256
2008-08-30,127.6072,"Energy Balance",129.607049288443,175.7679,127.6072
2008-08-31,106.6407,"Energy Balance",105.349769415953,133.2023,106.6407
2008-09-01,59.42992,"Energy Balance",71.8633861611295,56.6363,59.42992
2008-09-02,151.1945,"Energy Balance",136.255016179987,163.1112,151.1945
2008-09-03,128.5105,"Energy Balance",127.641834111172,141.162,128.5105
2008-09-04,51.93222,"Energy Balance",86.6956232349357,50.0626,51.93222
2008-09-05,132.8747,"Energy Balance",139.301847543439,147.1666,132.8747
2008-09-06,35.72718,"Energy Balance",39.7034854515961,38.6582,35.72718
2008-09-07,120.0796,"Energy Balance",142.58088639799,129.5945,120.0796
2008-09-08,134.7723,"Energy Balance",126.286412565914,160.9314,134.7723
2008-09-09,135.045,"Energy Balance",118.854311033895,146.4638,135.045
2008-09-10,87.9305,"Energy Balance",84.5082915038633,109.5752,87.9305
2008-09-11,79.4999,"Energy Balance",71.8215710046362,91.8176,79.4999
2008-09-12,84.70489,"Energy Balance",69.203413735461,59.0744,84.70489
2008-09-13,8.65347,"Energy Balance",37.3013723669984,10.1626,8.65347
2008-09-14,50.24638,"Energy Balance",70.2200925483027,43.8956,50.24638
2008-09-15,63.87339,"Energy Balance",48.6470834862175,65.7489,63.87339
2008-09-16,67.924923,"Energy Balance",49.0964482372131,80.5217,67.924923
2008-09-17,39.32993,"Energy Balance",24.2493092932688,54.9773,39.32993
2008-09-18,42.8825,"Energy Balance",46.666944832508,41.7816,42.8825
2008-09-19,104.7853,"Energy Balance",102.072109787059,125.692,104.7853
2008-09-20,105.73576,"Energy Balance",84.6169596305126,146.6857,105.73576
2008-09-21,73.52462,"Energy Balance",67.5149810156743,108.577,73.52462
2008-09-22,113.4993,"Energy Balance",104.120497088539,143.6519,113.4993
2008-09-23,64.54024,"Energy Balance",56.6540828211262,91.3402,64.54024
2008-09-24,89.5461,"Energy Balance",83.8283593141977,112.8806,89.5461
2008-09-25,63.4169,"Energy Balance",56.9908323104832,78.3139,63.4169
2008-09-26,37.843358,"Energy Balance",22.5163152240676,57.3811,37.843358
2008-09-27,57.24792,"Energy Balance",37.2882459249401,87.3236,57.24792
2008-09-28,91.5143,"Energy Balance",72.7278141589013,108.29,91.5143
2008-09-29,106.8355,"Energy Balance",81.7314774958705,101.0884,106.8355
2008-09-30,75.85074,"Energy Balance",37.2234166020186,54.2108,75.85074
2008-10-01,104.6394,"Energy Balance",54.1658577595255,69.8817,104.6394
2008-10-02,61.97728,"Energy Balance",27.0816286392582,49.4298,61.97728
2008-10-03,102.79053,"Energy Balance",72.3550067937603,75.4152,102.79053
2008-10-04,97.2223,"Energy Balance",58.7901805421272,75.8233,97.2223
2008-10-05,132.1667,"Energy Balance",82.5636906679126,109.2343,132.1667
2008-10-06,83.24063,"Energy Balance",67.0834906528063,68.9311,83.24063
2008-10-07,63.82438,"Energy Balance",49.8887561966446,54.845,63.82438
2008-10-08,67.02873,"Energy Balance",51.2968944732231,61.3445,67.02873
2008-10-09,88.18376,"Energy Balance",81.1674926955355,86.5823,88.18376
2008-10-10,54.15485,"Energy Balance",46.0635826404361,48.0032,54.15485
2008-10-11,86.7493,"Energy Balance",66.373932404979,90.0438,86.7493
2008-10-12,57.1754,"Energy Balance",46.3347261268214,65.387,57.1754
2008-10-13,77.2159,"Energy Balance",58.0537621725833,81.2259,77.2159
2008-10-14,63.9917,"Energy Balance",54.7811920575094,86.1924,63.9917
2008-10-15,69.9685,"Energy Balance",63.2050036557248,88.5885,69.9685
2008-10-16,29.2522,"Energy Balance",32.8020867582571,16.6159,29.2522
2008-10-17,75.85404,"Energy Balance",62.1988217285126,102.5584,75.85404
2008-10-18,66.76753,"Energy Balance",43.8574091875907,96.9003,66.76753
2008-10-19,56.13807,"Energy Balance",36.7712570024221,82.4992,56.13807
2008-10-20,73.3806,"Energy Balance",64.8507175426803,83.2272,73.3806
2008-10-21,59.6951,"Energy Balance",57.6257587043705,55.8334,59.6951
2008-10-22,9.35099,"Energy Balance",33.6873152326014,10.6197,9.35099
2008-10-23,41.233376,"Energy Balance",45.8155555259369,28.6384,41.233376
2008-10-24,44.9327,"Energy Balance",28.5340734733842,53.9623,44.9327
2008-10-25,49.5998,"Energy Balance",28.0753241827575,70.6454,49.5998
2008-10-26,50.75807,"Energy Balance",36.3875163745783,64.8844,50.75807
2008-10-27,29.1584,"Energy Balance",28.1014760440518,21.7994,29.1584
2008-10-28,17.79161,"Energy Balance",46.207275168418,12.2437,17.79161
2008-10-29,11.49407,"Energy Balance",45.0764497431136,13.8502,11.49407
2008-10-30,1.119396,"Energy Balance",71.4510635092915,35.0728,1.119396
2008-10-31,26.97631,"Energy Balance",33.5836632912897,20.6199,26.97631
2008-11-01,27.15817,"Energy Balance",24.9246733119643,13.538,27.15817
2008-11-02,32.36711,"Energy Balance",19.1195382268208,35.98,32.36711
2008-11-03,44.50206,"Energy Balance",35.6723962409477,55.4211,44.50206
2008-11-04,24.90265,"Energy Balance",15.061451518778,18.6788,24.90265
2008-11-05,35.01242,"Energy Balance",20.9904778817857,35.7455,35.01242
2008-11-06,25.736355,"Energy Balance",19.1371956769041,15.6674,25.736355
2008-11-07,48.87628,"Energy Balance",23.2586557141365,66.5203,48.87628
2008-11-08,39.42643,"Energy Balance",24.7909363245533,61.8597,39.42643
2008-11-09,48.66462,"Energy Balance",30.9575460920499,40.7379,48.66462
2008-11-10,37.59665,"Energy Balance",9.18524091105229,58.9183,37.59665
2008-11-11,18.80742,"Energy Balance",15.5517985432538,22.8382,18.80742
2008-11-12,29.82128,"Energy Balance",52.5904639215372,33.1121,29.82128
2008-11-13,30.07729,"Energy Balance",25.3297981094448,20.545,30.07729
2008-11-14,26.62338,"Energy Balance",-1.49776071594783,36.1326,26.62338
2008-11-15,32.84327,"Energy Balance",-0.826316791564977,63.7637,32.84327
2008-11-16,23.0708,"Energy Balance",17.7652761115721,14.546,23.0708
2008-11-17,35.467391,"Energy Balance",33.5440929192638,21.9751,35.467391
2008-11-18,13.90822,"Energy Balance",25.5777326000415,6.8866,13.90822
2008-11-19,31.22636,"Energy Balance",36.0710190423432,36.7192,31.22636
2008-11-20,22.99436,"Energy Balance",2.15233794147377,17.7681,22.99436
2008-11-21,-7.2903,"Energy Balance",15.7529132492197,4.1755,-7.2903
2008-11-22,41.92862,"Energy Balance",46.3438587148126,27.2216,41.92862
2008-11-23,33.72509,"Energy Balance",66.0225597588317,51.2176,33.72509
2008-11-24,10.05869,"Energy Balance",59.8130533255012,24.9536,10.05869
2008-11-25,21.199831,"Energy Balance",35.5194153356571,48.0998,21.199831
2008-11-26,29.833657,"Energy Balance",-6.09239037482905,58.8763,29.833657
2008-11-27,22.3439,"Energy Balance",-11.7483512200259,32.5703,22.3439
2008-11-28,21.08296,"Energy Balance",-7.07567992317973,13.0074,21.08296
2008-11-29,18.8193,"Energy Balance",15.7767702040815,42.266,18.8193
2008-11-30,29.019341,"Energy Balance",6.36310270061858,50.9908,29.019341
2008-12-01,9.51922,"Energy Balance",16.9047333245741,11.1664,9.51922
2008-12-02,27.2779,"Energy Balance",5.08761822563969,20.4722,27.2779
2008-12-03,27.6027,"Energy Balance",23.6865521814578,50.9131,27.6027
2008-12-04,17.6608,"Energy Balance",25.3322981502096,12.9738,17.6608
2008-12-05,18.1907,"Energy Balance",33.0689453647926,11.1342,18.1907
2008-12-06,16.6827,"Energy Balance",36.5566544500339,11.9203,16.6827
2008-12-07,15.06659,"Energy Balance",22.527720913787,40.4768,15.06659
2008-12-08,14.00796,"Energy Balance",-6.9428852550613,17.5966,14.00796
2008-12-09,27.55076,"Energy Balance",32.6138525506279,30.6859,27.55076
2008-12-10,13.53527,"Energy Balance",41.650772546788,9.821,13.53527
2008-12-11,11.61787,"Energy Balance",41.0702485135953,10.269,11.61787
2008-12-12,8.20195,"Energy Balance",43.6860855253113,16.5585,8.20195
2008-12-13,10.54082,"Energy Balance",28.7020576342471,33.8296,10.54082
2008-12-14,9.510045,"Energy Balance",16.1564127721298,33.2297,9.510045
2008-12-15,8.36729,"Energy Balance",-19.6688322397519,19.1261,8.36729
2008-12-16,9.65266,"Energy Balance",37.9167831265798,33.831,9.65266
2008-12-17,8.82806,"Energy Balance",35.183736120371,7.6377,8.82806
2008-12-18,12.18423,"Energy Balance",34.6609042851578,13.7746,12.18423
2008-12-19,7.22661,"Energy Balance",31.4900063483328,8.3727,7.22661
2008-12-20,4.870612,"Energy Balance",18.231913542591,11.6144,4.870612
2008-12-21,19.08001,"Energy Balance",17.4510801183381,9.9246,19.08001
2008-12-22,32.305,"Energy Balance",63.2511085403968,46.6291,32.305
2008-12-23,9.90208,"Energy Balance",36.7975195192109,14.2919,9.90208
2008-12-24,10.03562,"Energy Balance",36.3861988344694,12.8513,10.03562
2008-12-25,10.61491,"Energy Balance",23.8988176606712,5.8919,10.61491
2008-12-26,11.5918,"Energy Balance",47.8681780575444,45.9207,11.5918
2008-12-27,4.4767,"Energy Balance",-41.380176782049,5.7386,4.4767
2008-12-28,4.5441,"Energy Balance",-36.8300283187888,8.5155,4.5441
2008-12-29,5.99878,"Energy Balance",14.9609545250603,42.2107,5.99878
2008-12-30,8.28123,"Energy Balance",0.342390688128717,10.9858,8.28123
2008-12-31,15.53342,"Energy Balance",3.52919839826774,5.5559,15.53342
2009-01-01,19.95111,"Energy Balance",16.1427631101321,27.9244,19.95111
2009-01-02,19.02741,"Energy Balance",2.36834016067263,9.1833,19.02741
2009-01-03,17.30403,"Energy Balance",14.8998043320766,16.8686,17.30403
2009-01-04,18.229341,"Energy Balance",27.3643408026723,25.382,18.229341
2009-01-05,19.193602,"Energy Balance",30.9736808838164,27.9475,19.193602
2009-01-06,14.56207,"Energy Balance",11.6872157459148,12.0904,14.56207
2009-01-07,11.5534,"Energy Balance",1.89773034848963,12.3431,11.5534
2009-01-08,11.81367,"Energy Balance",6.01189370361624,14.8953,11.81367
2009-01-09,18.09132,"Energy Balance",29.7186677096253,22.9544,18.09132
2009-01-10,20.05426,"Energy Balance",32.7795053757733,21.4662,20.05426
2009-01-11,20.3044,"Energy Balance",34.2842981821939,24.8969,20.3044
2009-01-12,19.20931,"Energy Balance",35.8356870212367,29.2327,19.20931
2009-01-13,12.69386,"Energy Balance",24.5703365215628,43.6982,12.69386
2009-01-14,16.242574,"Energy Balance",36.1579054548434,23.8672,16.242574
2009-01-15,14.18149,"Energy Balance",34.8693332529936,22.8494,14.18149
2009-01-16,15.57353,"Energy Balance",37.8110460307176,34.9034,15.57353
2009-01-17,20.14999,"Energy Balance",46.2442604604807,38.1052,20.14999
2009-01-18,1.858573,"Energy Balance",28.6841672796194,13.7746,1.858573
2009-01-19,6.005414,"Energy Balance",51.8162774726599,21.1316,6.005414
2009-01-20,31.130016,"Energy Balance",61.2803392769811,24.752,31.130016
2009-01-21,22.756289,"Energy Balance",28.4674824921577,23.1672,22.756289
2009-01-22,36.86202,"Energy Balance",36.7632803539697,48.4435,36.86202
2009-01-23,28.65694,"Energy Balance",16.5859981320818,8.6331,28.65694
2009-01-24,14.41533,"Energy Balance",23.2475591011584,20.8747,14.41533
2009-01-25,14.69087,"Energy Balance",-0.228422835894037,73.9795,14.69087
2009-01-26,28.79819,"Energy Balance",1.78639538310131,48.0312,28.79819
2009-01-27,30.1962,"Energy Balance",-4.90070208196994,44.4668,30.1962
2009-01-28,16.83036,"Energy Balance",7.71025501074803,22.8046,16.83036
2009-01-29,24.62752,"Energy Balance",0.508056208014693,7.637,24.62752
2009-01-30,24.17389,"Energy Balance",0.319222151521672,11.1272,24.17389
2009-01-31,33.96473,"Energy Balance",-0.719493106985226,10.9417,33.96473
2009-02-01,26.0778,"Energy Balance",4.24927283098276,17.1276,26.0778
2009-02-02,10.87597,"Energy Balance",21.2731050121739,47.5321,10.87597
2009-02-03,18.88019,"Energy Balance",13.2819575657516,71.3559,18.88019
2009-02-04,25.382936,"Energy Balance",32.9686862038958,60.1195,25.382936
2009-02-05,20.28769,"Energy Balance",-2.49538408949275,28.6902,20.28769
2009-02-06,33.684393,"Energy Balance",48.7970954222997,53.5227,33.684393
2009-02-07,30.41595,"Energy Balance",52.3836368541124,17.6995,30.41595
2009-02-08,13.74923,"Energy Balance",50.2069082646628,25.4324,13.74923
2009-02-09,21.14454,"Energy Balance",31.1203153233747,45.2067,21.14454
2009-02-10,16.585,"Energy Balance",44.9113415009136,16.0538,16.585
2009-02-11,13.39932,"Energy Balance",75.9675483840161,48.0081,13.39932
2009-02-12,12.4924,"Energy Balance",53.5540858266007,64.2845,12.4924
2009-02-13,9.35851,"Energy Balance",25.0609999493297,83.0753,9.35851
2009-02-14,17.52639,"Energy Balance",41.2545609718319,57.7738,17.52639
2009-02-15,16.90285,"Energy Balance",15.5192576126885,103.0995,16.90285
2009-02-16,16.44768,"Energy Balance",21.4069778040321,46.3988,16.44768
2009-02-17,12.53081,"Energy Balance",36.6136952239087,22.1389,12.53081
2009-02-18,23.22763,"Energy Balance",71.5843866887538,111.391,23.22763
2009-02-19,14.1378,"Energy Balance",17.0113861130821,105.4291,14.1378
2009-02-20,15.8127,"Energy Balance",25.1184524432063,46.3939,15.8127
2009-02-21,5.95141,"Energy Balance",78.4804332684301,100.7125,5.95141
2009-02-22,10.25475,"Energy Balance",38.1814897242472,23.8252,10.25475
2009-02-23,8.30047,"Energy Balance",56.7533357613092,35.4893,8.30047
2009-02-24,5.03523,"Energy Balance",55.4151038947338,51.2456,5.03523
2009-02-25,10.61257,"Energy Balance",35.2429027645018,88.4443,10.61257
2009-02-26,6.95503,"Energy Balance",35.2899176239538,61.1436,6.95503
2009-02-27,4.16132,"Energy Balance",64.230674935595,94.6064,4.16132
2009-02-28,19.0021,"Energy Balance",57.745038087748,126.0665,19.0021
2009-03-01,17.9573,"Energy Balance",18.8454160186504,50.9719,17.9573
2009-03-02,30.16092,"Energy Balance",45.5489340326951,17.6848,30.16092
2009-03-03,34.91177,"Energy Balance",41.0743041033197,29.1193,34.91177
2009-03-04,58.8595,"Energy Balance",67.8378515812348,67.3323,58.8595
2009-03-05,38.62584,"Energy Balance",54.8451573035132,30.8308,38.62584
2009-03-06,27.5847,"Energy Balance",37.8525662445875,22.7213,27.5847
2009-03-07,85.0569,"Energy Balance",117.982416122615,141.47,85.0569
2009-03-08,86.57202,"Energy Balance",66.0236369340612,98.1085,86.57202
2009-03-09,67.57339,"Energy Balance",48.3944700375598,61.2031,67.57339
2009-03-10,33.62332,"Energy Balance",39.3276378104023,29.0535,33.62332
2009-03-11,64.593695,"Energy Balance",53.4702550436878,65.9442,64.593695
2009-03-12,66.02698,"Energy Balance",53.1337007993224,69.6801,66.02698
2009-03-13,73.00803,"Energy Balance",79.3245367866408,97.7676,73.00803
2009-03-14,69.26029,"Energy Balance",61.0870813074015,93.3954,69.26029
2009-03-15,77.65313,"Energy Balance",86.9351096933839,91.7126,77.65313
2009-03-16,96.0014,"Energy Balance",95.3734704835836,153.0123,96.0014
2009-03-17,82.6934,"Energy Balance",92.7350319344633,148.1655,82.6934
2009-03-18,92.8154,"Energy Balance",98.2752311892017,156.8322,92.8154
2009-03-19,91.531,"Energy Balance",103.142533931736,150.2879,91.531
2009-03-20,49.64893,"Energy Balance",28.4509206187315,111.4729,49.64893
2009-03-21,91.16573,"Energy Balance",68.9472460186693,166.1247,91.16573
2009-03-22,75.8064,"Energy Balance",76.6358772052441,144.1342,75.8064
2009-03-23,69.6901,"Energy Balance",79.8827670512372,105.9079,69.6901
2009-03-24,93.00321,"Energy Balance",134.676457612689,104.4883,93.00321
2009-03-25,10.28374,"Energy Balance",50.751765052166,25.1461,10.28374
2009-03-26,78.483151,"Energy Balance",99.8683684523928,72.8084,78.483151
2009-03-27,96.05935,"Energy Balance",98.677326303361,84.6118,96.05935
2009-03-28,25.18139,"Energy Balance",31.9362306146775,21.6531,25.18139
2009-03-29,61.97334,"Energy Balance",81.0510132972219,56.0826,61.97334
2009-03-30,39.7971,"Energy Balance",42.1411937981121,34.2762,39.7971
2009-03-31,47.46405,"Energy Balance",45.1876528992768,39.2567,47.46405
2009-04-01,54.97408,"Energy Balance",55.500579087785,46.97,54.97408
2009-04-02,81.2706,"Energy Balance",87.4103153112038,89.7169,81.2706
2009-04-03,127.3136,"Energy Balance",129.087992510033,156.023,127.3136
2009-04-04,87.60338,"Energy Balance",91.6205376130418,123.6529,87.60338
2009-04-05,113.7873,"Energy Balance",122.831578090396,156.1749,113.7873
2009-04-06,121.2907,"Energy Balance",126.918832856465,175.0357,121.2907
2009-04-07,128.636,"Energy Balance",144.503817825033,179.0873,128.636
2009-04-08,87.27834,"Energy Balance",86.511390922516,110.9955,87.27834
2009-04-09,113.0133,"Energy Balance",129.697969136134,178.5056,113.0133
2009-04-10,119.2778,"Energy Balance",132.225797154432,186.1587,119.2778
2009-04-11,120.295,"Energy Balance",122.079797641527,172.0796,120.295
2009-04-12,71.95689,"Energy Balance",66.4244471274609,109.9231,71.95689
2009-04-13,102.47971,"Energy Balance",112.804704684912,160.5219,102.47971
2009-04-14,118.3039,"Energy Balance",127.898100726882,179.291,118.3039
2009-04-15,124.48035,"Energy Balance",130.572458066484,178.3418,124.48035
2009-04-16,53.5032,"Energy Balance",42.4722146067538,61.7393,53.5032
2009-04-17,114.5173,"Energy Balance",117.979715607678,132.2461,114.5173
2009-04-18,99.92238,"Energy Balance",97.1878523736511,121.8329,99.92238
2009-04-19,121.7065,"Energy Balance",129.702400758746,156.5816,121.7065
2009-04-20,127.81449,"Energy Balance",139.978732404979,158.396,127.81449
2009-04-21,99.00084,"Energy Balance",98.7582962846325,125.5961,99.00084
2009-04-22,147.77809,"Energy Balance",148.625433264271,180.6819,147.77809
2009-04-23,154.978,"Energy Balance",166.57275078954,207.2497,154.978
2009-04-24,108.2228,"Energy Balance",110.546292506885,146.9657,108.2228
2009-04-25,145.6664,"Energy Balance",151.764163546076,194.7666,145.6664
2009-04-26,96.8863,"Energy Balance",94.3655428306914,126.5376,96.8863
2009-04-27,61.67587,"Energy Balance",63.8162171400217,50.6646,61.67587
2009-04-28,48.39746,"Energy Balance",62.656268933291,49.672,48.39746
2009-04-29,88.6431,"Energy Balance",101.339145170441,95.1832,88.6431
2009-04-30,138.8897,"Energy Balance",152.479539956578,172.9021,138.8897
2009-05-01,152.2487,"Energy Balance",162.875224434314,188.2433,152.2487
2009-05-02,65.96374,"Energy Balance",88.1759336519231,86.002,65.96374
2009-05-03,123.97328,"Energy Balance",154.896402966969,143.0205,123.97328
2009-05-04,90.95126,"Energy Balance",102.395963535745,107.5984,90.95126
2009-05-05,83.28658,"Energy Balance",81.9030096287481,99.9502,83.28658
2009-05-06,117.6337,"Energy Balance",112.28222586692,138.9283,117.6337
2009-05-07,184.3464,"Energy Balance",186.682403226701,229.6399,184.3464
2009-05-08,126.8119,"Energy Balance",124.936373993573,139.3147,126.8119
2009-05-09,145.63905,"Energy Balance",150.277671771507,168.1246,145.63905
2009-05-10,123.72061,"Energy Balance",135.907669940373,148.0731,123.72061
2009-05-11,101.45076,"Energy Balance",100.933385187178,109.4926,101.45076
2009-05-12,117.45735,"Energy Balance",124.69539289782,122.8794,117.45735
2009-05-13,136.11304,"Energy Balance",138.474195827639,143.8913,136.11304
2009-05-14,115.05786,"Energy Balance",127.952995409843,114.7468,115.05786
2009-05-15,42.01158,"Energy Balance",63.5992939850766,37.3261,42.01158
2009-05-16,168.6345,"Energy Balance",192.25842722414,191.1672,168.6345
2009-05-17,168.62209,"Energy Balance",179.669501075212,187.6952,168.62209
2009-05-18,71.89537,"Energy Balance",86.7865462116564,81.7313,71.89537
2009-05-19,196.2629,"Energy Balance",194.938778795819,232.8732,196.2629
2009-05-20,198.4064,"Energy Balance",190.401952154674,230.0004,198.4064
2009-05-21,155.9743,"Energy Balance",154.859545094834,171.5147,155.9743
