"date","PPFD_IN","PPFD_IN_QC","PPFD_DIF","PPFD_DIF_QC"
2008-09-09,427.834502083333,1,138.995395833333,1
2008-09-10,325.641737083333,1,173.889354166667,1
2008-09-11,280.648876041667,1,195.242875,1
2008-09-12,183.988569166667,1,167.5949375,1
2008-09-13,46.8474095833333,1,48.4248541666667,1
2008-09-14,135.792707291667,1,129.737125,1
2008-09-15,194.055140833333,1,164.666791666667,1
2008-09-16,240.740628541667,1,182.747604166667,1
2008-09-17,162.3174325,1,153.634645833333,1
2008-09-18,129.249636458333,1,124.948458333333,1
2008-09-19,369.978323125,1,171.484395833333,1
2008-09-20,433.787349583333,1,138.399145833333,1
2008-09-21,321.379956458333,1,194.20875,1
2008-09-22,423.03172625,1,150.582875,1
2008-09-23,266.404098333333,1,189.0274375,1
2008-09-24,329.376047916667,1,218.343875,1
2008-09-25,232.166914166667,1,175.881770833333,1
2008-09-26,168.914363541667,1,124.353145833333,1
2008-09-27,255.079224791667,1,169.733104166667,1
2008-09-28,318.317684166667,1,155.769416666667,1
2008-09-29,297.41162125,1,161.091645833333,1
2008-09-30,164.121455208333,1,150.043041666667,1
2008-10-01,211.835093541667,1,157.342541666667,1
2008-10-02,149.579390208333,1,138.4905,1
2008-10-03,219.8526975,1,141.467895833333,1
2008-10-04,224.635631458333,1,140.5878125,1
2008-10-05,324.778910625,1,145.699416666667,1
2008-10-06,213.5830225,1,157.923791666667,1
2008-10-07,168.209740416667,1,151.499916666667,1
2008-10-08,189.082137916667,1,166.5495,1
2008-10-09,260.920975833333,1,174.517333333333,1
2008-10-10,146.842247708333,1,138.286,1
2008-10-11,270.447974791667,1,156.0336875,1
2008-10-12,196.02559125,1,139.6150625,1
2008-10-13,238.464144791667,1,133.909645833333,1
2008-10-14,260.225608333333,1,154.889208333333,1
2008-10-15,265.495805,1,135.972333333333,1
2008-10-16,61.494195625,1,62.5465,1
2008-10-17,305.319753333333,1,111.695145833333,1
2008-10-18,288.00893125,1,112.222229166667,1
2008-10-19,247.105916458333,1,118.3506875,1
2008-10-20,249.538126875,1,99.6207916666667,1
2008-10-21,171.879012291667,1,139.6085,1
2008-10-22,40.0650304166667,1,42.4889375,1
2008-10-23,90.622928125,1,89.9248958333333,1
2008-10-24,161.556914166667,1,113.362104166667,1
2008-10-25,208.057260833333,1,111.807229166667,1
2008-10-26,192.278371041667,1,115.433416666667,1
2008-10-27,72.5584658333333,1,73.0436041666667,1
2008-10-28,50.67511875,1,52.4716666666667,1
2008-10-29,53.6713747916667,1,55.3232708333333,1
2008-10-30,112.490537083333,1,106.663291666667,1
2008-10-31,69.28029625,1,70.2993333333333,1
2008-11-01,44.8636625,1,47.1473958333333,1
2008-11-02,109.659444166667,1,106.153666666667,1
2008-11-03,166.318869583333,1,84.3017291666667,1
2008-11-04,61.860680625,1,63.2742083333333,1
2008-11-05,107.967254583333,1,95.6013958333333,1
2008-11-06,52.550213125,1,54.2761875,1
2008-11-07,194.580080416667,1,96.2817916666667,1
2008-11-08,181.352775208333,1,108.356020833333,1
2008-11-09,123.251089791667,1,109.767229166667,1
2008-11-10,175.450762083333,1,97.4826458333333,1
2008-11-11,73.502728125,1,72.4750833333333,1
2008-11-12,100.531030208333,1,96.5664583333333,1
2008-11-13,66.2035835416667,1,67.18775,1
2008-11-14,108.773409583333,1,77.1137916666667,1
2008-11-15,187.962675416667,1,80.0974791666667,1
2008-11-16,48.1672795833333,1,50.2806041666667,1
2008-11-17,69.6575035416667,1,70.4014791666667,1
2008-11-18,27.7830008333333,1,31.1637916666667,1
2008-11-19,109.8995175,1,87.6889791666667,1
2008-11-20,57.0554116666667,1,58.7389166666667,1
2008-11-21,17.7991470833333,1,21.7291458333333,1
2008-11-22,78.1833495833333,1,77.31825,1
2008-11-23,150.479025833333,1,76.6096458333333,1
2008-11-24,86.4463122916667,1,87.2277916666667,1
2008-11-25,133.624664791667,1,94.7231875,1
2008-11-26,165.840894375,1,77.7781041666667,1
2008-11-27,83.0931947916667,1,61.6341875,1
2008-11-28,27.6598522916667,1,31.4583958333333,1
2008-11-29,118.392100416667,1,83.34275,1
2008-11-30,145.596256041667,1,74.3238333333333,1
2008-12-01,37.9142460416667,1,40.94525,1
2008-12-02,61.1909745833333,1,56.0052708333333,1
2008-12-03,146.010437916667,1,92.1849583333333,1
2008-12-04,40.3780683333333,1,41.5395416666667,1
2008-12-05,38.30509625,1,39.9524791666667,1
2008-12-06,40.9862902083333,1,43.7071041666667,1
2008-12-07,116.389473541667,1,74.8251666666667,1
2008-12-08,52.919913125,1,55.1042916666667,1
2008-12-09,86.5072085416667,1,75.4499166666667,1
2008-12-10,2.64184857142857,0.729166666666667,13.7449791666667,1
2008-12-11,2.54326428571429,0.729166666666667,14.4341041666667,1
2008-12-12,2.67649135135135,0.770833333333333,17.5209791666667,1
2008-12-13,2.50843441176471,0.708333333333333,17.5785416666667,1
2008-12-14,2.39598909090909,0.6875,16.4291875,1
2008-12-15,2.59288117647059,0.708333333333333,18.8853333333333,1
2008-12-16,2.53659117647059,0.708333333333333,17.9686666666667,1
2008-12-17,2.64476351351351,0.770833333333333,12.0839166666667,1
2008-12-18,2.43336676470588,0.708333333333333,14.5045,1
2008-12-19,20.6728223255814,0.895833333333333,25.1246875,1
2008-12-20,37.7124775,1,41.0081041666667,1
2008-12-21,32.560615625,1,35.9088541666667,1
2008-12-22,139.849833958333,1,55.8393125,1
2008-12-23,45.363313125,1,47.8564791666667,1
2008-12-24,41.0888577083333,1,43.67025,1
2008-12-25,20.745721875,1,24.5383541666667,1
2008-12-26,137.753482291667,1,55.909375,1
2008-12-27,20.2667922916667,1,24.1374791666667,1
2008-12-28,28.4044839583333,1,31.8763125,1
2008-12-29,126.893559375,1,80.1562083333333,1
2008-12-30,35.6332283333333,1,39.2058333333333,1
2008-12-31,19.751795,1,23.8646875,1
2009-01-01,85.4710185416667,1,78.6871041666667,1
2009-01-02,30.6950497916667,1,34.3063125,1
2009-01-03,53.1871270833333,1,55.4260625,1
2009-01-04,78.0404677083333,1,79.1851875,1
2009-01-05,85.5581025,1,86.5726041666667,1
2009-01-06,42.7665214583333,1,45.5121666666667,1
2009-01-07,44.7247441666667,1,47.4374166666667,1
2009-01-08,51.6335814583333,1,53.9626666666667,1
2009-01-09,74.4062479166667,1,75.8261666666667,1
2009-01-10,69.7553697916667,1,71.6501458333333,1
2009-01-11,78.08166375,1,79.5303958333333,1
2009-01-12,72.9634310416667,1,72.6418958333333,1
2009-01-13,76.8693829166667,1,72.8861666666667,1
2009-01-14,51.7053670833333,1,53.0008541666667,1
2009-01-15,61.6994847916667,1,64.092125,1
2009-01-16,107.007033541667,1,107.326604166667,1
2009-01-17,116.686743333333,1,116.151166666667,1
2009-01-18,47.025596875,1,49.3684375,1
2009-01-19,70.0589691666667,1,70.7254791666667,1
2009-01-20,79.2785841666667,1,78.5201666666667,1
2009-01-21,67.2666229166667,1,67.4300208333333,1
2009-01-22,130.835178333333,1,78.0065208333333,1
2009-01-23,31.6503629166667,1,34.7779583333333,1
2009-01-24,64.3793483333333,1,65.9918541666667,1
2009-01-25,206.687200416667,1,75.5092708333333,1
2009-01-26,127.359544583333,1,103.372979166667,1
2009-01-27,122.392350833333,1,98.0418333333333,1
2009-01-28,68.7584216666667,1,69.8491458333333,1
2009-01-29,28.3136416666667,1,31.6930416666667,1
2009-01-30,37.7281025,1,40.5415208333333,1
2009-01-31,37.0563120833333,1,39.9082916666667,1
2009-02-01,54.7338414583333,1,56.6234166666667,1
2009-02-02,131.053581666667,1,91.623,1
2009-02-03,207.526142291667,1,91.8352291666667,1
2009-02-04,168.541004791667,1,116.050041666667,1
2009-02-05,79.15139,1,78.2964791666667,1
2009-02-06,154.060518958333,1,122.5900625,1
2009-02-07,59.9214889583333,1,61.3666875,1
2009-02-08,85.4729695833333,1,85.2549583333333,1
2009-02-09,134.081175625,1,128.202854166667,1
2009-02-10,51.1999033333333,1,53.171625,1
2009-02-11,139.374541875,1,114.0349375,1
2009-02-12,189.269196875,1,103.83675,1
2009-02-13,238.917529583333,1,136.3773125,1
2009-02-14,161.421136875,1,148.9068125,1
2009-02-15,288.031818125,1,122.835791666667,1
2009-02-16,142.2798575,1,140.157208333333,1
2009-02-17,80.403425,1,79.1375208333333,1
2009-02-18,314.17994125,1,121.345083333333,1
2009-02-19,292.686238541667,1,153.958604166667,1
2009-02-20,138.638420625,1,134.770479166667,1
2009-02-21,295.864777916667,1,156.811083333333,1
2009-02-22,72.6804902083333,1,75.9787916666667,1
2009-02-23,119.372672708333,1,118.323416666667,1
2009-02-24,158.625609791667,1,140.7508125,1
2009-02-25,260.284400833333,1,150.334708333333,1
2009-02-26,181.081802291667,1,167.004583333333,1
2009-02-27,283.109217083333,1,177.007291666667,1
2009-02-28,370.580825833333,1,123.925416666667,1
2009-03-01,154.762440625,1,147.892145833333,1
2009-03-02,63.2742904166667,1,64.9095416666667,1
2009-03-03,91.82083625,1,91.1043333333333,1
2009-03-04,196.359776875,1,163.7756875,1
2009-03-05,104.067420208333,1,102.8954375,1
2009-03-06,80.4163783333333,1,80.5622708333333,1
2009-03-07,406.932098333333,1,133.1469375,1
2009-03-08,286.390958958333,1,225.01575,1
2009-03-09,180.073556458333,1,148.555479166667,1
2009-03-10,96.999798125,1,96.2824791666666,1
2009-03-11,193.853999375,1,148.941145833333,1
2009-03-12,202.150427916667,1,174.908916666667,1
2009-03-13,289.639791458333,1,196.707645833333,1
2009-03-14,272.481845208333,1,211.3043125,1
2009-03-15,271.702351875,1,193.667875,1
2009-03-16,449.44885375,1,132.0085,1
2009-03-17,438.726354166667,1,156.1551875,1
2009-03-18,452.45197,1,156.324104166667,1
2009-03-19,443.335624680851,0.979166666666667,160.354808510638,0.979166666666667
2009-03-20,310.624586666667,1,171.773645833333,1
2009-03-21,467.389335625,1,130.496875,1
2009-03-22,410.08642375,1,179.5735,1
2009-03-23,304.368954583333,1,222.270979166667,1
2009-03-24,301.058185,1,160.668770833333,1
2009-03-25,82.5889091666667,1,83.18775,1
2009-03-26,220.267268125,1,200.930708333333,1
2009-03-27,253.140485833333,1,203.9173125,1
2009-03-28,78.4466108333333,1,78.8200416666667,1
2009-03-29,174.088494166667,1,167.882291666667,1
2009-03-30,110.052768958333,1,107.5328125,1
2009-03-31,122.531055,1,119.9655625,1
2009-04-01,146.782183125,1,142.156270833333,1
2009-04-02,266.691660416667,1,202.125708333333,1
2009-04-03,459.116527708333,1,247.668958333333,1
2009-04-04,359.813011041667,1,268.921854166667,1
2009-04-05,450.378587916667,1,299.908291666667,1
2009-04-06,513.343078541667,1,195.858041666667,1
2009-04-07,525.525247916667,1,188.784458333333,1
2009-04-08,324.080997083333,1,259.415854166667,1
2009-04-09,525.809343125,1,186.247145833333,1
2009-04-10,548.197788333333,1,156.638125,1
2009-04-11,506.395478125,1,202.5398125,1
2009-04-12,318.982643958333,1,282.636979166667,1
2009-04-13,466.58541875,1,225.845458333333,1
2009-04-14,522.336561875,1,217.362770833333,1
2009-04-15,518.490487291667,1,213.740708333333,1
2009-04-16,188.840057083333,1,149.185041666667,1
2009-04-17,381.437913958333,1,226.291083333333,1
2009-04-18,355.43983,1,225.106333333333,1
2009-04-19,455.33483375,1,275.184416666667,1
2009-04-20,462.781910833333,1,266.865104166667,1
2009-04-21,368.432420833333,1,231.950270833333,1
2009-04-22,513.866595833333,1,270.397375,1
2009-04-23,596.948362708333,1,196.405479166667,1
2009-04-24,414.902448125,1,222.479604166667,1
2009-04-25,569.810785208333,1,212.148458333333,1
2009-04-26,369.993462916667,1,259.563020833333,1
2009-04-27,162.669988125,1,156.511020833333,1
2009-04-28,156.625851041667,1,152.350375,1
2009-04-29,278.8488775,1,195.336916666667,1
2009-04-30,505.789926458333,1,245.405270833333,1
2009-05-01,541.688480416667,1,253.832333333333,1
2009-05-02,249.221680208333,1,212.557229166667,1
2009-05-03,414.329742083333,1,205.9469375,1
2009-05-04,313.06797125,1,259.474395833333,1
2009-05-05,294.13627125,1,274.494854166667,1
2009-05-06,405.013678125,1,268.534625,1
2009-05-07,678.209134375,1,132.803875,1
2009-05-08,414.489360625,1,240.688354166667,1
2009-05-09,498.762735,1,263.694291666667,1
2009-05-10,439.373931458333,1,283.106229166667,1
2009-05-11,329.89496125,1,273.263166666667,1
2009-05-12,362.885054791667,1,262.831625,1
2009-05-13,428.472081041667,1,302.1915625,1
2009-05-14,342.722342708333,1,294.4658125,1
2009-05-15,126.61638625,1,123.857833333333,1
2009-05-16,570.537023541667,1,208.2473125,1
2009-05-17,553.357834166667,1,199.334354166667,1
2009-05-18,251.887881875,1,215.116291666667,1
2009-05-19,692.820175625,1,158.010625,1
2009-05-20,686.395018125,1,181.502854166667,1
2009-05-21,512.318027708333,1,235.812229166667,1
2009-05-22,431.883494375,1,287.082625,1
2009-05-23,631.057172291667,1,225.796458333333,1
2009-05-24,606.258617291667,1,233.438541666667,1
2009-05-25,688.530408125,1,192.675416666667,1
2009-05-26,279.946102916667,1,179.255416666667,1
2009-05-27,500.993527708333,1,325.992083333333,1
2009-05-28,514.322275,1,337.849375,1
2009-05-29,615.242080833333,1,217.23,1
2009-05-30,734.663500208333,1,158.362916666667,1
2009-05-31,716.080494791667,1,205.305208333333,1
2009-06-01,454.030362291667,1,251.787708333333,1
2009-06-02,626.847620833333,1,241.699375,1
2009-06-03,691.41306125,1,194.204166666667,1
2009-06-04,685.789410208333,1,188.364791666667,1
2009-06-05,549.923023958333,1,279.980208333333,1
2009-06-06,353.86876875,1,246.752916666667,1
2009-06-07,676.337430625,1,269.945833333333,1
2009-06-08,497.5415125,1,280.94625,1
2009-06-09,627.819848958333,1,193.58,1
2009-06-10,667.831307708333,1,229.876041666667,1
2009-06-11,588.846004166667,1,216.763333333333,1
2009-06-12,538.552623333333,1,293.965416666667,1
2009-06-13,754.255589375,1,165.777708333333,1
2009-06-14,585.127015833333,1,256.415416666667,1
2009-06-15,256.292284791667,1,233.007916666667,1
2009-06-16,605.036438541667,1,277.631875,1
2009-06-17,721.1646275,1,172.344791666667,1
2009-06-18,570.780487291667,1,274.136458333333,1
2009-06-19,127.790601458333,1,125.636666666667,1
2009-06-20,492.7340075,1,302.335208333333,1
2009-06-21,423.909646875,1,277.90125,1
2009-06-22,275.734628125,1,214.7125,1
2009-06-23,230.517462916667,1,193.38,1
2009-06-24,591.143549791667,1,287.730833333333,1
2009-06-25,419.182581666667,1,270.275416666667,1
2009-06-26,393.913226666667,1,319.746458333333,1
2009-06-27,268.263813958333,1,241.514166666667,1
2009-06-28,627.009027291667,1,268.185416666667,1
2009-06-29,667.514364791667,1,274.366458333333,1
2009-06-30,663.2203425,1,295.333125,1
2009-07-01,654.270705833333,1,304.633958333333,1
2009-07-02,597.798433125,1,240.226666666667,1
2009-07-03,437.914954166667,1,278.589583333333,1
2009-07-04,493.09195,1,249.204791666667,1
2009-07-05,479.203467083333,1,271.465625,1
2009-07-06,442.94102,1,262.798958333333,1
2009-07-07,218.100379791667,1,186.369166666667,1
2009-07-08,315.720534791667,1,233.874583333333,1
2009-07-09,303.743200208333,1,220.182083333333,1
2009-07-10,377.397998958333,1,271.07625,1
2009-07-11,356.031105416667,1,273.871666666667,1
2009-07-12,328.976714166667,1,297.703125,1
2009-07-13,523.025151458333,1,308.980625,1
2009-07-14,563.062650416667,1,296.974166666667,1
2009-07-15,469.896904791667,1,309.767291666667,1
2009-07-16,659.777909583333,1,238.956875,1
2009-07-17,115.740078541667,1,115.440208333333,1
2009-07-18,201.988124375,1,186.880625,1
2009-07-19,487.9708475,1,261.527708333333,1
2009-07-20,695.378022291667,1,210.974166666667,1
2009-07-21,673.129018125,1,195.852916666667,1
2009-07-22,292.978920833333,1,228.531458333333,1
2009-07-23,297.750348541667,1,228.221041666667,1
2009-07-24,466.320991041667,1,263.676458333333,1
2009-07-25,356.577769791667,1,222.347916666667,1
2009-07-26,681.948654166667,1,144.487083333333,1
2009-07-27,623.311475416667,1,212.595416666667,1
2009-07-28,671.82096,1,238.18,1
2009-07-29,670.009638125,1,150.094583333333,1
2009-07-30,424.995358333333,1,302.755208333333,1
2009-07-31,545.403294166667,1,317.601458333333,1
2009-08-01,660.631506666667,1,151.595,1
2009-08-02,163.391183125,1,158.175416666667,1
2009-08-03,104.8179975,1,104.106666666667,1
2009-08-04,640.492618333333,1,199.787916666667,1
2009-08-05,643.937234583333,1,178.909791666667,1
2009-08-06,635.408031458333,1,175.237916666667,1
2009-08-07,547.274596382979,0.979166666666667,236.96,1
2009-08-08,97.0141135416667,1,102.627291666667,1
2009-08-09,419.201203958333,1,274.198958333333,1
2009-08-10,241.9280775,1,230.657916666667,1
2009-08-11,369.33621875,1,245.467291666667,1
2009-08-12,579.799494375,1,215.283125,1
2009-08-13,517.205832708333,1,245.507291666667,1
2009-08-14,560.403015625,1,269.609583333333,1
2009-08-15,597.452738541667,1,165.4975,1
2009-08-16,528.938930208333,1,228.6575,1
2009-08-17,526.848513125,1,195.144375,1
2009-08-18,552.103215208333,1,205.455,1
2009-08-19,535.87212893617,0.979166666666667,183.70875,1
2009-08-20,557.56501,1,169.656666666667,1
2009-08-21,292.501842708333,1,193.596041666667,1
2009-08-22,495.876667916667,1,260.60875,1
2009-08-23,570.220115,1,159.949375,1
2009-08-24,547.640361041667,1,161.632708333333,1
2009-08-25,398.415473333333,1,204.46625,1
2009-08-26,348.281166041667,1,200.801041666667,1
2009-08-27,499.315073958333,1,189.255625,1
2009-08-28,413.435379166667,1,219.937916666667,1
2009-08-29,478.887105,1,178.669583333333,1
2009-08-30,549.07269625,1,117.681875,1
2009-08-31,535.937309583333,1,120.29,1
2009-09-01,471.593313541667,1,148.020625,1
2009-09-02,154.861396041667,1,153.729166666667,1
2009-09-03,215.343981041667,1,189.151875,1
2009-09-04,188.887618125,1,150.899166666667,1
2009-09-05,515.114887083333,1,180.669583333333,1
2009-09-06,505.26381875,1,123.702291666667,1
2009-09-07,455.434505625,1,185.249375,1
2009-09-08,469.912510208333,1,169.067291666667,1
2009-09-09,490.497400208333,1,128.177083333333,1
2009-09-10,454.832551666667,1,180.971458333333,1
2009-09-11,163.009638125,1,146.863333333333,1
2009-09-12,215.709451041667,1,190.064791666667,1
2009-09-13,392.934969583333,1,205.412916666667,1
2009-09-14,250.874939375,1,190.969583333333,1
2009-09-15,255.55133625,1,198.595625,1
2009-09-16,111.965040416667,1,110.819375,1
2009-09-17,154.386510625,1,156.6725,1
2009-09-18,180.368491666667,1,172.973958333333,1
2009-09-19,272.173263333333,1,194.124583333333,1
2009-09-20,302.55873375,1,209.995208333333,1
2009-09-21,359.485423333333,1,226.069791666667,1
2009-09-22,335.486088125,1,229.838333333333,1
2009-09-23,355.736083958333,1,204.85375,1
2009-09-24,343.810514791667,1,194.761666666667,1
2009-09-25,211.4509575,1,181.69625,1
2009-09-26,290.689900625,1,206.923333333333,1
2009-09-27,347.194762916667,1,189.705416666667,1
2009-09-28,336.683019583333,1,169.426041666667,1
2009-09-29,361.008795625,1,126.346041666667,1
2009-09-30,352.542460833333,1,136.117708333333,1
2009-10-01,264.864727708333,1,176.479583333333,1
2009-10-02,343.668538541667,1,149.7875,1
2009-10-03,340.494110416667,1,131.961666666667,1
2009-10-04,354.747170416667,1,114.97875,1
2009-10-05,177.355621458333,1,164.141458333333,1
2009-10-06,182.72152375,1,162.949166666667,1
2009-10-07,296.067175434783,0.958333333333333,105.518260869565,0.958333333333333
2009-10-08,88.5470720833333,1,88.938125,1
2009-10-09,169.122493125,1,157.320625,1
2009-10-10,127.682828958333,1,107.10625,1
2009-10-11,195.616511875,1,165.718541666667,1
2009-10-12,192.163300833333,1,126.773541666667,1
2009-10-13,238.660965625,1,123.71375,1
2009-10-14,212.272650625,1,115.599583333333,1
2009-10-15,307.408361458333,1,115.179791666667,1
2009-10-16,169.047066666667,1,127.022916666667,1
2009-10-17,139.242762291667,1,109.8675,1
2009-10-18,79.8351033333333,1,80.341875,1
2009-10-19,196.097959375,1,118.433541666667,1
2009-10-20,179.605932083333,1,120.23,1
2009-10-21,131.966034166667,1,114.810416666667,1
2009-10-22,183.733699375,1,126.350208333333,1
2009-10-23,57.660634375,1,59.6795833333333,1
2009-10-24,88.4944225,1,87.6489583333333,1
2009-10-25,99.2549995833333,1,99.1158333333333,1
2009-10-26,122.052578125,1,118.216458333333,1
2009-10-27,258.543555,1,93.1927083333333,1
2009-10-28,140.975484166667,1,110.383541666667,1
2009-10-29,213.5563025,1,102.016458333333,1
2009-10-30,35.4210970833333,1,38.8120833333333,1
2009-10-31,142.339826458333,1,125.818125,1
2009-11-01,138.6030025,1,109.36,1
2009-11-02,40.453828125,1,43.6085416666667,1
2009-11-03,134.981985416667,1,117.498125,1
2009-11-04,162.085251666667,1,86.66375,1
2009-11-05,208.573527083333,1,93.4802083333333,1
2009-11-06,147.928824791667,1,97.2858333333333,1
2009-11-07,102.644817708333,1,90.53125,1
2009-11-08,104.112531458333,1,95.6989583333333,1
2009-11-09,40.8692645833333,1,43.9375,1
2009-11-10,39.8282514583333,1,43.039375,1
2009-11-11,92.5024714583333,1,87.078125,1
2009-11-12,129.23210625,1,105.499375,1
2009-11-13,104.842597708333,1,101.197083333333,1
2009-11-14,92.7090322916667,1,75.846875,1
2009-11-15,30.9783275,1,32.0758333333333,1
2009-11-16,44.889899375,1,47.1272916666667,1
2009-11-17,133.830725,1,95.6520833333333,1
2009-11-18,160.597789375,1,82.396875,1
2009-11-19,61.3547585416667,1,59.6885416666667,1
2009-11-20,79.9937320833333,1,75.3383333333333,1
2009-11-21,69.934909375,1,68.3789583333333,1
2009-11-22,33.3689058333333,1,36.3983333333333,1
2009-11-23,106.708957291667,1,76.600625,1
2009-11-24,42.7571697916667,1,45.6683333333333,1
2009-11-25,139.1166325,1,77.42375,1
2009-11-26,62.6737266666667,1,57.063125,1
2009-11-27,75.6381195833333,1,70.7339583333333,1
2009-11-28,166.726786458333,1,71.3177083333333,1
2009-11-29,63.7714527083333,1,65.8097916666667,1
2009-11-30,12.68187,1,17.33625,1
2009-12-01,45.678568125,1,48.6370833333333,1
2009-12-02,61.2489654166667,1,63.5777083333333,1
2009-12-03,145.357140208333,1,90.6729166666667,1
2009-12-04,135.598451875,1,83.2241666666667,1
2009-12-05,76.5669095833333,1,74.1245833333333,1
2009-12-06,48.91028375,1,51.863125,1
2009-12-07,22.24975875,1,26.5504166666667,1
2009-12-08,105.651910833333,1,71.3429166666667,1
2009-12-09,161.924248125,1,55.064375,1
2009-12-10,50.7874775,1,49.1175,1
2009-12-11,41.9030852083333,1,45.10125,1
2009-12-12,39.504988125,1,42.7045833333333,1
2009-12-13,24.109675625,1,28.198125,1
2009-12-14,34.7926645833333,1,38.4095833333333,1
2009-12-15,23.1903185416667,1,27.4389583333333,1
2009-12-16,50.4709902083333,1,52.1647916666667,1
2009-12-17,56.4031802083333,1,59.2283333333333,1
2009-12-18,72.0718922916667,1,73.6175,1
2009-12-19,64.86097,1,66.3991666666667,1
2009-12-20,123.128621666667,1,84.8133333333333,1
2009-12-21,68.979000625,1,70.8964583333333,1
2009-12-22,89.4921641666667,1,84.4027083333333,1
2009-12-23,78.26056625,1,76.9133333333333,1
2009-12-24,47.73769,1,50.9591666666667,1
2009-12-25,73.436406875,1,56.8585416666667,1
2009-12-26,110.882358125,1,67.9914583333333,1
2009-12-27,122.207814583333,1,67.3220833333333,1
2009-12-28,56.399435625,1,56.204375,1
2009-12-29,59.133681875,1,61.5002083333333,1
2009-12-30,20.7997816666667,1,25.0979166666667,1
2009-12-31,38.8572585416667,1,42.4070833333333,1
2010-01-01,28.0552458333333,1,32.0202083333333,1
2010-01-02,167.342993541667,1,68.90625,1
2010-01-03,167.335855416667,1,68.7083333333333,1
2010-01-04,122.691956808511,0.979166666666667,72.045,1
2010-01-05,56.6797341666667,1,59.5195833333333,1
2010-01-06,31.6180122916667,1,35.4627083333333,1
2010-01-07,92.1489060416667,1,88.0379166666667,1
2010-01-08,29.9011879166667,1,33.9039583333333,1
2010-01-09,27.1071277083333,1,31.1779166666667,1
2010-01-10,14.9338982926829,0.854166666666667,33.9358333333333,1
2010-01-11,39.9221074468085,0.979166666666667,46.300625,1
2010-01-12,38.8676922916667,1,41.6025,1
2010-01-13,27.0785191489362,0.979166666666667,32.0945833333333,1
2010-01-14,50.1870675,1,53.1160416666667,1
2010-01-15,74.2988804166667,1,76.049375,1
2010-01-16,50.8685485416667,1,53.8702083333333,1
2010-01-17,99.5004016666667,1,73.3175,1
2010-01-18,144.232241666667,1,82.435,1
2010-01-19,33.9782525,1,37.4364583333333,1
2010-01-20,39.27954875,1,42.708125,1
2010-01-21,91.4895339583333,1,92.063125,1
2010-01-22,66.5290816666667,1,68.5827083333333,1
2010-01-23,107.917476458333,1,95.6002083333333,1
2010-01-24,53.4714545833333,1,55.845,1
2010-01-25,72.4142126086956,0.958333333333333,78.7795833333333,1
2010-01-26,46.4650002083333,1,49.5716666666667,1
2010-01-27,65.6693639583333,1,67.5489583333333,1
2010-01-28,48.3240183333333,1,51.6677083333333,1
2010-01-29,85.36766,1,86.4864583333333,1
2010-01-30,180.797273958333,1,120.335,1
2010-01-31,38.4862027083333,1,40.1789583333333,1
2010-02-01,65.6564747727273,0.916666666666667,87.3060416666667,1
2010-02-02,136.248860833333,1,132.458958333333,1
2010-02-03,159.755685,1,105.123958333333,1
2010-02-04,198.011552916667,1,112.391666666667,1
2010-02-05,49.1148547916667,1,55.3541666666667,1
2010-02-06,127.600214166667,1,129.764166666667,1
2010-02-07,69.2082466666667,1,71.3402083333333,1
2010-02-08,115.83054875,1,115.154166666667,1
2010-02-09,117.76871,1,117.576458333333,1
2010-02-10,115.310729583333,1,115.889583333333,1
2010-02-11,143.991633958333,1,142.091458333333,1
2010-02-12,111.034474583333,1,111.112708333333,1
2010-02-13,124.158213958333,1,123.429583333333,1
2010-02-14,107.97357125,1,107.64875,1
2010-02-15,136.4797725,1,127.095833333333,1
2010-02-16,268.386173958333,1,145.563541666667,1
2010-02-17,139.9486625,1,136.835208333333,1
2010-02-18,187.981219375,1,185.107916666667,1
2010-02-19,82.6940333333333,1,83.9179166666667,1
2010-02-20,209.004703333333,1,163.951458333333,1
2010-02-21,302.358478541667,1,120.331458333333,1
2010-02-22,260.538093333333,1,160.990208333333,1
2010-02-23,147.81633,1,138.433958333333,1
2010-02-24,220.81360625,1,164.856458333333,1
2010-02-25,228.818919791667,1,117.172916666667,1
2010-02-26,165.767119791667,1,113.430208333333,1
2010-02-27,277.566965416667,1,127.452708333333,1
2010-02-28,137.632047708333,1,112.299791666667,1
2010-03-01,356.429330416667,1,109.121458333333,1
2010-03-02,165.873645,1,143.609583333333,1
2010-03-03,217.399800208333,1,167.131875,1
2010-03-04,136.175954375,1,132.289375,1
2010-03-05,315.654281666667,1,129.314791666667,1
2010-03-06,135.812700416667,1,130.00625,1
2010-03-07,232.269982553191,0.979166666666667,176.640208333333,1
2010-03-08,294.948866046512,0.895833333333333,126.770416666667,1
2010-03-09,175.765767608696,0.958333333333333,171.378333333333,1
2010-03-10,191.361689166667,1,181.9575,1
2010-03-11,108.147722553191,0.979166666666667,112.919166666667,1
2010-03-12,246.137147826087,0.958333333333333,172.0175,1
2010-03-13,368.513506222222,0.9375,231.368125,1
2010-03-14,131.30570875,1,129.012708333333,1
2010-03-15,196.300024791667,1,174.702291666667,1
2010-03-16,212.3369675,1,165.53125,1
2010-03-17,352.747175,1,192.37125,1
2010-03-18,360.461587083333,1,203.651041666667,1
2010-03-19,397.637990416667,1,133.213125,1
2010-03-20,215.648507708333,1,172.868958333333,1
2010-03-21,140.435058333333,1,128.437291666667,1
2010-03-22,377.474700208333,1,232.813958333333,1
2010-03-23,454.859691666667,1,128.945208333333,1
