sitename,date,ccov
Oensingen,2004-12-17,0.7309943437576294
Oensingen,2004-12-18,0.7309943437576294
Oensingen,2004-12-19,0.7309943437576294
Oensingen,2004-12-20,0.7309943437576294
Oensingen,2004-12-21,0.7309943437576294
Oensingen,2004-12-22,0.7309943437576294
Oensingen,2004-12-23,0.7309943437576294
Oensingen,2004-12-24,0.7309943437576294
Oensingen,2004-12-25,0.7309943437576294
Oensingen,2004-12-26,0.7309943437576294
Oensingen,2004-12-27,0.7309943437576294
Oensingen,2004-12-28,0.7309943437576294
Oensingen,2004-12-29,0.7309943437576294
Oensingen,2004-12-30,0.7309943437576294
Oensingen,2004-12-31,0.7309943437576294
Oensingen,2005-01-01,0.9209778159856796
Oensingen,2005-01-02,0.9209778159856796
Oensingen,2005-01-03,0.9209778159856796
Oensingen,2005-01-04,0.9209778159856796
Oensingen,2005-01-05,0.9209778159856796
Oensingen,2005-01-06,0.9209778159856796
Oensingen,2005-01-07,0.9209778159856796
Oensingen,2005-01-08,0.9209778159856796
Oensingen,2005-01-09,0.9209778159856796
Oensingen,2005-01-10,0.9209778159856796
Oensingen,2005-01-11,0.9209778159856796
Oensingen,2005-01-12,0.9209778159856796
Oensingen,2005-01-13,0.9209778159856796
Oensingen,2005-01-14,0.9209778159856796
Oensingen,2005-01-15,0.9209778159856796
Oensingen,2005-01-16,0.9209778159856796
Oensingen,2005-01-17,0.9209778159856796
Oensingen,2005-01-18,0.9209778159856796
Oensingen,2005-01-19,0.9209778159856796
Oensingen,2005-01-20,0.9209778159856796
Oensingen,2005-01-21,0.9209778159856796
Oensingen,2005-01-22,0.9209778159856796
Oensingen,2005-01-23,0.9209778159856796
Oensingen,2005-01-24,0.9209778159856796
Oensingen,2005-01-25,0.9209778159856796
Oensingen,2005-01-26,0.9209778159856796
Oensingen,2005-01-27,0.9209778159856796
Oensingen,2005-01-28,0.9209778159856796
Oensingen,2005-01-29,0.9209778159856796
Oensingen,2005-01-30,0.9209778159856796
Oensingen,2005-01-31,0.9209778159856796
Oensingen,2005-02-01,0.7232550928990046
Oensingen,2005-02-02,0.7232550928990046
Oensingen,2005-02-03,0.7232550928990046
Oensingen,2005-02-04,0.7232550928990046
Oensingen,2005-02-05,0.7232550928990046
Oensingen,2005-02-06,0.7232550928990046
Oensingen,2005-02-07,0.7232550928990046
Oensingen,2005-02-08,0.7232550928990046
Oensingen,2005-02-09,0.7232550928990046
Oensingen,2005-02-10,0.7232550928990046
Oensingen,2005-02-11,0.7232550928990046
Oensingen,2005-02-12,0.7232550928990046
Oensingen,2005-02-13,0.7232550928990046
Oensingen,2005-02-14,0.7232550928990046
Oensingen,2005-02-15,0.7232550928990046
Oensingen,2005-02-16,0.7232550928990046
Oensingen,2005-02-17,0.7232550928990046
Oensingen,2005-02-18,0.7232550928990046
Oensingen,2005-02-19,0.7232550928990046
Oensingen,2005-02-20,0.7232550928990046
Oensingen,2005-02-21,0.7232550928990046
Oensingen,2005-02-22,0.7232550928990046
Oensingen,2005-02-23,0.7232550928990046
Oensingen,2005-02-24,0.7232550928990046
Oensingen,2005-02-25,0.7232550928990046
Oensingen,2005-02-26,0.7232550928990046
Oensingen,2005-02-27,0.7232550928990046
Oensingen,2005-02-28,0.7232550928990046
Oensingen,2005-03-01,0.457971992281576
Oensingen,2005-03-02,0.457971992281576
Oensingen,2005-03-03,0.457971992281576
Oensingen,2005-03-04,0.457971992281576
Oensingen,2005-03-05,0.457971992281576
Oensingen,2005-03-06,0.457971992281576
Oensingen,2005-03-07,0.457971992281576
Oensingen,2005-03-08,0.457971992281576
Oensingen,2005-03-09,0.457971992281576
Oensingen,2005-03-10,0.457971992281576
Oensingen,2005-03-11,0.457971992281576
Oensingen,2005-03-12,0.457971992281576
Oensingen,2005-03-13,0.457971992281576
Oensingen,2005-03-14,0.457971992281576
Oensingen,2005-03-15,0.457971992281576
Oensingen,2005-03-16,0.457971992281576
Oensingen,2005-03-17,0.457971992281576
Oensingen,2005-03-18,0.457971992281576
Oensingen,2005-03-19,0.457971992281576
Oensingen,2005-03-20,0.457971992281576
Oensingen,2005-03-21,0.457971992281576
Oensingen,2005-03-22,0.457971992281576
Oensingen,2005-03-23,0.457971992281576
Oensingen,2005-03-24,0.457971992281576
Oensingen,2005-03-25,0.457971992281576
Oensingen,2005-03-26,0.457971992281576
Oensingen,2005-03-27,0.457971992281576
Oensingen,2005-03-28,0.457971992281576
Oensingen,2005-03-29,0.457971992281576
Oensingen,2005-03-30,0.457971992281576
Oensingen,2005-03-31,0.457971992281576
Oensingen,2005-04-01,0.27427714083266136
Oensingen,2005-04-02,0.27427714083266136
Oensingen,2005-04-03,0.27427714083266136
Oensingen,2005-04-04,0.27427714083266136
Oensingen,2005-04-05,0.27427714083266136
Oensingen,2005-04-06,0.27427714083266136
Oensingen,2005-04-07,0.27427714083266136
Oensingen,2005-04-08,0.27427714083266136
Oensingen,2005-04-09,0.27427714083266136
Oensingen,2005-04-10,0.27427714083266136
Oensingen,2005-04-11,0.27427714083266136
Oensingen,2005-04-12,0.27427714083266136
Oensingen,2005-04-13,0.27427714083266136
Oensingen,2005-04-14,0.27427714083266136
Oensingen,2005-04-15,0.27427714083266136
Oensingen,2005-04-16,0.27427714083266136
Oensingen,2005-04-17,0.27427714083266136
Oensingen,2005-04-18,0.27427714083266136
Oensingen,2005-04-19,0.27427714083266136
Oensingen,2005-04-20,0.27427714083266136
Oensingen,2005-04-21,0.27427714083266136
Oensingen,2005-04-22,0.27427714083266136
Oensingen,2005-04-23,0.27427714083266136
Oensingen,2005-04-24,0.27427714083266136
Oensingen,2005-04-25,0.27427714083266136
Oensingen,2005-04-26,0.27427714083266136
Oensingen,2005-04-27,0.27427714083266136
Oensingen,2005-04-28,0.27427714083266136
Oensingen,2005-04-29,0.27427714083266136
Oensingen,2005-04-30,0.27427714083266136
Oensingen,2005-05-01,0.370125054110152
Oensingen,2005-05-02,0.370125054110152
Oensingen,2005-05-03,0.370125054110152
Oensingen,2005-05-04,0.370125054110152
Oensingen,2005-05-05,0.370125054110152
Oensingen,2005-05-06,0.370125054110152
Oensingen,2005-05-07,0.370125054110152
Oensingen,2005-05-08,0.370125054110152
Oensingen,2005-05-09,0.370125054110152
Oensingen,2005-05-10,0.370125054110152
Oensingen,2005-05-11,0.370125054110152
Oensingen,2005-05-12,0.370125054110152
Oensingen,2005-05-13,0.370125054110152
Oensingen,2005-05-14,0.370125054110152
Oensingen,2005-05-15,0.370125054110152
Oensingen,2005-05-16,0.370125054110152
Oensingen,2005-05-17,0.370125054110152
Oensingen,2005-05-18,0.370125054110152
Oensingen,2005-05-19,0.370125054110152
Oensingen,2005-05-20,0.370125054110152
Oensingen,2005-05-21,0.370125054110152
Oensingen,2005-05-22,0.370125054110152
Oensingen,2005-05-23,0.370125054110152
Oensingen,2005-05-24,0.370125054110152
Oensingen,2005-05-25,0.370125054110152
Oensingen,2005-05-26,0.370125054110152
Oensingen,2005-05-27,0.370125054110152
Oensingen,2005-05-28,0.370125054110152
Oensingen,2005-05-29,0.370125054110152
Oensingen,2005-05-30,0.370125054110152
Oensingen,2005-05-31,0.370125054110152
Oensingen,2005-06-01,0.5183851992090543
Oensingen,2005-06-02,0.5183851992090543
Oensingen,2005-06-03,0.5183851992090543
Oensingen,2005-06-04,0.5183851992090543
Oensingen,2005-06-05,0.5183851992090543
Oensingen,2005-06-06,0.5183851992090543
Oensingen,2005-06-07,0.5183851992090543
Oensingen,2005-06-08,0.5183851992090543
Oensingen,2005-06-09,0.5183851992090543
Oensingen,2005-06-10,0.5183851992090543
Oensingen,2005-06-11,0.5183851992090543
Oensingen,2005-06-12,0.5183851992090543
Oensingen,2005-06-13,0.5183851992090543
Oensingen,2005-06-14,0.5183851992090543
Oensingen,2005-06-15,0.5183851992090543
Oensingen,2005-06-16,0.5183851992090543
Oensingen,2005-06-17,0.5183851992090543
Oensingen,2005-06-18,0.5183851992090543
Oensingen,2005-06-19,0.5183851992090543
Oensingen,2005-06-20,0.5183851992090543
Oensingen,2005-06-21,0.5183851992090543
Oensingen,2005-06-22,0.5183851992090543
Oensingen,2005-06-23,0.5183851992090543
Oensingen,2005-06-24,0.5183851992090543
Oensingen,2005-06-25,0.5183851992090543
Oensingen,2005-06-26,0.5183851992090543
Oensingen,2005-06-27,0.5183851992090543
Oensingen,2005-06-28,0.5183851992090543
Oensingen,2005-06-29,0.5183851992090543
Oensingen,2005-06-30,0.5183851992090543
Oensingen,2005-07-01,0.7991035456458727
Oensingen,2005-07-02,0.7991035456458727
Oensingen,2005-07-03,0.7991035456458727
Oensingen,2005-07-04,0.7991035456458727
Oensingen,2005-07-05,0.7991035456458727
Oensingen,2005-07-06,0.7991035456458727
Oensingen,2005-07-07,0.7991035456458727
Oensingen,2005-07-08,0.7991035456458727
Oensingen,2005-07-09,0.7991035456458727
Oensingen,2005-07-10,0.7991035456458727
Oensingen,2005-07-11,0.7991035456458727
Oensingen,2005-07-12,0.7991035456458727
Oensingen,2005-07-13,0.7991035456458727
Oensingen,2005-07-14,0.7991035456458727
Oensingen,2005-07-15,0.7991035456458727
Oensingen,2005-07-16,0.7991035456458727
Oensingen,2005-07-17,0.7991035456458727
Oensingen,2005-07-18,0.7991035456458727
Oensingen,2005-07-19,0.7991035456458727
Oensingen,2005-07-20,0.7991035456458727
Oensingen,2005-07-21,0.7991035456458727
Oensingen,2005-07-22,0.7991035456458727
Oensingen,2005-07-23,0.7991035456458727
Oensingen,2005-07-24,0.7991035456458727
Oensingen,2005-07-25,0.7991035456458727
Oensingen,2005-07-26,0.7991035456458727
Oensingen,2005-07-27,0.7991035456458727
Oensingen,2005-07-28,0.7991035456458727
Oensingen,2005-07-29,0.7991035456458727
Oensingen,2005-07-30,0.7991035456458727
Oensingen,2005-07-31,0.7991035456458727
Oensingen,2005-08-01,0.7055518254637718
Oensingen,2005-08-02,0.7055518254637718
Oensingen,2005-08-03,0.7055518254637718
Oensingen,2005-08-04,0.7055518254637718
Oensingen,2005-08-05,0.7055518254637718
Oensingen,2005-08-06,0.7055518254637718
Oensingen,2005-08-07,0.7055518254637718
Oensingen,2005-08-08,0.7055518254637718
Oensingen,2005-08-09,0.7055518254637718
Oensingen,2005-08-10,0.7055518254637718
Oensingen,2005-08-11,0.7055518254637718
Oensingen,2005-08-12,0.7055518254637718
Oensingen,2005-08-13,0.7055518254637718
Oensingen,2005-08-14,0.7055518254637718
Oensingen,2005-08-15,0.7055518254637718
Oensingen,2005-08-16,0.7055518254637718
Oensingen,2005-08-17,0.7055518254637718
Oensingen,2005-08-18,0.7055518254637718
Oensingen,2005-08-19,0.7055518254637718
Oensingen,2005-08-20,0.7055518254637718
Oensingen,2005-08-21,0.7055518254637718
Oensingen,2005-08-22,0.7055518254637718
Oensingen,2005-08-23,0.7055518254637718
Oensingen,2005-08-24,0.7055518254637718
Oensingen,2005-08-25,0.7055518254637718
Oensingen,2005-08-26,0.7055518254637718
Oensingen,2005-08-27,0.7055518254637718
Oensingen,2005-08-28,0.7055518254637718
Oensingen,2005-08-29,0.7055518254637718
Oensingen,2005-08-30,0.7055518254637718
Oensingen,2005-08-31,0.7055518254637718
Oensingen,2005-09-01,0.37719917049010593
Oensingen,2005-09-02,0.37719917049010593
Oensingen,2005-09-03,0.37719917049010593
Oensingen,2005-09-04,0.37719917049010593
Oensingen,2005-09-05,0.37719917049010593
Oensingen,2005-09-06,0.37719917049010593
Oensingen,2005-09-07,0.37719917049010593
Oensingen,2005-09-08,0.37719917049010593
Oensingen,2005-09-09,0.37719917049010593
Oensingen,2005-09-10,0.37719917049010593
Oensingen,2005-09-11,0.37719917049010593
Oensingen,2005-09-12,0.37719917049010593
Oensingen,2005-09-13,0.37719917049010593
Oensingen,2005-09-14,0.37719917049010593
Oensingen,2005-09-15,0.37719917049010593
Oensingen,2005-09-16,0.37719917049010593
Oensingen,2005-09-17,0.37719917049010593
Oensingen,2005-09-18,0.37719917049010593
Oensingen,2005-09-19,0.37719917049010593
Oensingen,2005-09-20,0.37719917049010593
Oensingen,2005-09-21,0.37719917049010593
Oensingen,2005-09-22,0.37719917049010593
Oensingen,2005-09-23,0.37719917049010593
Oensingen,2005-09-24,0.37719917049010593
Oensingen,2005-09-25,0.37719917049010593
Oensingen,2005-09-26,0.37719917049010593
Oensingen,2005-09-27,0.37719917049010593
Oensingen,2005-09-28,0.37719917049010593
Oensingen,2005-09-29,0.37719917049010593
