NEE_L3.1_L3.2_QCF,NEE_L3.1_L3.2_QCF0,date
1.9319356,1.9319356,2023-01-21
2.191592667,2.191592667,2023-01-21
2.59140656,2.59140656,2023-01-21
3.082751,3.082751,2023-01-21
2.2519269,2.2519269,2023-01-21
1.1274389,1.1274389,2023-01-21
1.4455897,,2023-01-21
2.0491124,2.0491124,2023-01-21
2.8071739,2.8071739,2023-01-21
1.4323995,1.4323995,2023-01-21
1.4953114,1.4953114,2023-01-21
1.0191803,1.0191803,2023-01-21
1.1144312,,2023-01-21
0.9646818,0.9646818,2023-01-21
,,2023-01-22
1.3416814,,2023-01-22
,,2023-01-22
1.72788014,1.72788014,2023-01-22
0.7402688,0.7402688,2023-01-22
0.6633123,,2023-01-22
0.9558886,,2023-01-22
1.1209399,1.1209399,2023-01-22
,,2023-01-22
0.878007396,0.878007396,2023-01-22
1.0884334,1.0884334,2023-01-22
0.8739163,0.8739163,2023-01-22
0.9313276,0.9313276,2023-01-22
1.1066259,1.1066259,2023-01-22
1.0866595,1.0866595,2023-01-22
,,2023-01-22
1.1706,1.1706,2023-01-22
1.29457815,1.29457815,2023-01-22
1.5190275,,2023-01-22
0.85183298,0.85183298,2023-01-22
1.858038,,2023-01-22
-0.453123,,2023-01-22
-0.202967,-0.202967,2023-01-22
,,2023-01-22
,,2023-01-22
-0.7633848,-0.7633848,2023-01-22
-1.9629151,,2023-01-22
-0.6124406,-0.6124406,2023-01-22
-0.473828,-0.473828,2023-01-22
0.0974674,,2023-01-22
-0.8105914,,2023-01-22
0.5547308,,2023-01-22
0.6529776,,2023-01-22
0.733451,,2023-01-22
1.445374,1.445374,2023-01-22
0.964816,0.964816,2023-01-22
1.123462,1.123462,2023-01-22
0.5819833,,2023-01-22
1.165802,1.165802,2023-01-22
-0.140686,,2023-01-22
0.4038686,,2023-01-22
1.1058749,1.1058749,2023-01-22
0.57104079,,2023-01-22
1.248989,1.248989,2023-01-22
1.5418032,1.5418032,2023-01-22
1.8605482,1.8605482,2023-01-22
2.0548306,2.0548306,2023-01-22
0.9495407,0.9495407,2023-01-22
1.1300578,1.1300578,2023-01-23
1.1892282,1.1892282,2023-01-23
0.88263153,0.88263153,2023-01-23
1.7089308,1.7089308,2023-01-23
1.00292636,1.00292636,2023-01-23
0.814951,0.814951,2023-01-23
1.0334409,1.0334409,2023-01-23
1.53441905,1.53441905,2023-01-23
1.1606591,1.1606591,2023-01-23
1.1920069,1.1920069,2023-01-23
2.507184,,2023-01-23
1.7079167,1.7079167,2023-01-23
1.9775487,1.9775487,2023-01-23
2.6811144,2.6811144,2023-01-23
1.95278782,1.95278782,2023-01-23
4.0913819,4.0913819,2023-01-23
2.5964083,2.5964083,2023-01-23
1.0879577,1.0879577,2023-01-23
0.819675,0.819675,2023-01-23
1.3786289,,2023-01-23
1.91585108,1.91585108,2023-01-23
1.6383488,1.6383488,2023-01-23
1.0292302,1.0292302,2023-01-23
1.79668564,1.79668564,2023-01-23
1.425538,1.425538,2023-01-23
1.1329907,1.1329907,2023-01-23
0.9813371,0.9813371,2023-01-23
1.54355038,1.54355038,2023-01-23
1.30132983,1.30132983,2023-01-23
2.6711242,2.6711242,2023-01-23
1.708261,1.708261,2023-01-23
1.1821199,1.1821199,2023-01-23
2.067108,2.067108,2023-01-23
2.7395814,2.7395814,2023-01-23
2.09657509,2.09657509,2023-01-23
1.6832736,1.6832736,2023-01-23
1.48195935,1.48195935,2023-01-23
2.2535812,2.2535812,2023-01-23
1.022979,1.022979,2023-01-23
1.4097374,1.4097374,2023-01-23
1.190843,1.190843,2023-01-23
1.3572441,1.3572441,2023-01-23
1.09455761,1.09455761,2023-01-23
1.4215193,1.4215193,2023-01-23
1.36748071,1.36748071,2023-01-23
1.3042345,1.3042345,2023-01-23
1.2302707,1.2302707,2023-01-23
1.05990946,1.05990946,2023-01-23
1.43241602,1.43241602,2023-01-24
1.1754509,1.1754509,2023-01-24
1.1629802,1.1629802,2023-01-24
1.398600219,1.398600219,2023-01-24
1.068479031,1.068479031,2023-01-24
1.3191139,1.3191139,2023-01-24
1.2734758,1.2734758,2023-01-24
0.92774625,0.92774625,2023-01-24
0.82680286,0.82680286,2023-01-24
0.88713748,0.88713748,2023-01-24
0.5201374,,2023-01-24
2.0842601,,2023-01-24
1.0079076,1.0079076,2023-01-24
1.489944,1.489944,2023-01-24
1.240557,1.240557,2023-01-24
1.3753669,1.3753669,2023-01-24
1.3003926,1.3003926,2023-01-24
0.745279,0.745279,2023-01-24
1.3292347,1.3292347,2023-01-24
0.5761857,,2023-01-24
,,2023-01-24
-0.2912954,,2023-01-24
-0.50007192,-0.50007192,2023-01-24
-0.6684713,-0.6684713,2023-01-24
-0.8811484,-0.8811484,2023-01-24
-0.432292,-0.432292,2023-01-24
-0.780061,,2023-01-24
,,2023-01-24
-0.3284941,-0.3284941,2023-01-24
,,2023-01-24
-0.1242053,-0.1242053,2023-01-24
-0.38026,,2023-01-24
0.6237913,,2023-01-24
1.7243204,1.7243204,2023-01-24
1.2133321,1.2133321,2023-01-24
1.0460725,1.0460725,2023-01-24
1.1674058,1.1674058,2023-01-24
1.1416071,1.1416071,2023-01-24
1.0551642,1.0551642,2023-01-24
1.03793557,1.03793557,2023-01-24
1.046466,,2023-01-24
0.9726411,0.9726411,2023-01-24
,,2023-01-24
0.7097898,,2023-01-24
0.92989327,0.92989327,2023-01-24
0.6972827,0.6972827,2023-01-24
1.0469509,1.0469509,2023-01-24
0.5758531,0.5758531,2023-01-24
0.5871662,0.5871662,2023-01-25
0.6769008,0.6769008,2023-01-25
0.89624665,0.89624665,2023-01-25
0.82945637,0.82945637,2023-01-25
0.4381453,,2023-01-25
1.1208877,1.1208877,2023-01-25
0.745949,0.745949,2023-01-25
0.6828494,0.6828494,2023-01-25
0.622645,0.622645,2023-01-25
0.563446,,2023-01-25
0.3505549,,2023-01-25
0.544748,0.544748,2023-01-25
0.7877707,,2023-01-25
1.723926,1.723926,2023-01-25
1.3177918,1.3177918,2023-01-25
2.2144605,2.2144605,2023-01-25
1.2325089,1.2325089,2023-01-25
-0.4368183,,2023-01-25
-0.663344,,2023-01-25
0.118071,0.118071,2023-01-25
0.1104211,,2023-01-25
-0.2938016,-0.2938016,2023-01-25
-1.1500037,,2023-01-25
-0.3219501,-0.3219501,2023-01-25
-0.7091642,-0.7091642,2023-01-25
,,2023-01-25
-0.833682,-0.833682,2023-01-25
-0.3155607,-0.3155607,2023-01-25
-0.71492112,-0.71492112,2023-01-25
0.5835915,,2023-01-25
0.74551934,,2023-01-25
0.2723165,,2023-01-25
0.8820524,0.8820524,2023-01-25
1.495305,1.495305,2023-01-25
1.7391643,1.7391643,2023-01-25
1.2311364,1.2311364,2023-01-25
1.5046449,1.5046449,2023-01-25
0.9336271,0.9336271,2023-01-25
0.8261364,0.8261364,2023-01-25
,,2023-01-25
0.3486644,,2023-01-25
0.6654116,0.6654116,2023-01-25
0.5366287,,2023-01-25
0.76182287,,2023-01-25
1.0263611,,2023-01-25
0.6659807,,2023-01-25
0.9790671,0.9790671,2023-01-25
1.166767,,2023-01-25
0.814494,,2023-01-26
0.727201,,2023-01-26
0.4443989,,2023-01-26
0.65878,,2023-01-26
2.103614,,2023-01-26
1.1904261,,2023-01-26
0.5275934,0.5275934,2023-01-26
,,2023-01-26
,,2023-01-26
0.861704,0.861704,2023-01-26
0.6600896,,2023-01-26
1.1454155,1.1454155,2023-01-26
1.411817,1.411817,2023-01-26
1.17768608,1.17768608,2023-01-26
0.9281913,0.9281913,2023-01-26
1.0229478,1.0229478,2023-01-26
0.8269652,0.8269652,2023-01-26
,,2023-01-26
,,2023-01-26
-0.450699,,2023-01-26
-0.627417,-0.627417,2023-01-26
-0.9173578,-0.9173578,2023-01-26
-0.8117635,-0.8117635,2023-01-26
-1.22046223,-1.22046223,2023-01-26
-0.9689247,-0.9689247,2023-01-26
-1.1581244,-1.1581244,2023-01-26
-1.0432468,-1.0432468,2023-01-26
-0.8084428,-0.8084428,2023-01-26
-0.488428,-0.488428,2023-01-26
-0.5561424,-0.5561424,2023-01-26
-0.2924054,-0.2924054,2023-01-26
0.2854531,,2023-01-26
0.7442319,0.7442319,2023-01-26
1.0248517,,2023-01-26
,,2023-01-26
2.605533,2.605533,2023-01-26
2.8373302,2.8373302,2023-01-26
0.576065,0.576065,2023-01-26
1.2065338,1.2065338,2023-01-26
0.55932577,,2023-01-26
0.543832,,2023-01-26
1.58434333,1.58434333,2023-01-26
1.9157037,1.9157037,2023-01-26
1.41831068,1.41831068,2023-01-26
1.6078969,1.6078969,2023-01-26
1.5220502,1.5220502,2023-01-26
1.0980988,1.0980988,2023-01-26
1.2748806,1.2748806,2023-01-26
1.3819029,1.3819029,2023-01-27
1.0446634,1.0446634,2023-01-27
0.8165171,0.8165171,2023-01-27
1.0637171,1.0637171,2023-01-27
,,2023-01-27
1.047517,,2023-01-27
1.033995,1.033995,2023-01-27
0.8097472,0.8097472,2023-01-27
0.8024379,0.8024379,2023-01-27
0.78757372,0.78757372,2023-01-27
,,2023-01-27
1.2813062,1.2813062,2023-01-27
2.3118719,2.3118719,2023-01-27
6.476232,,2023-01-27
3.149128,3.149128,2023-01-27
4.0246306,4.0246306,2023-01-27
2.4571196,2.4571196,2023-01-27
2.7511633,2.7511633,2023-01-27
3.3322983,3.3322983,2023-01-27
2.867286,2.867286,2023-01-27
1.606542,,2023-01-27
0.3261,0.3261,2023-01-27
1.27154226,1.27154226,2023-01-27
-0.7240842,,2023-01-27
0.2243469,0.2243469,2023-01-27
0.6246817,0.6246817,2023-01-27
2.2344749,2.2344749,2023-01-27
-0.4415477,,2023-01-27
,,2023-01-27
2.6752712,,2023-01-27
2.4493358,,2023-01-27
,,2023-01-27
4.0212907,4.0212907,2023-01-27
2.84303631,2.84303631,2023-01-27
2.31611913,2.31611913,2023-01-27
1.97991,1.97991,2023-01-27
1.8718111,1.8718111,2023-01-27
1.577864,,2023-01-27
2.4290779,2.4290779,2023-01-27
2.0389502,,2023-01-27
1.3243092,1.3243092,2023-01-27
1.2332657,1.2332657,2023-01-27
1.1188499,1.1188499,2023-01-27
0.7482666,,2023-01-27
1.3597858,1.3597858,2023-01-27
2.4419427,2.4419427,2023-01-27
2.23311088,2.23311088,2023-01-27
2.2266866,2.2266866,2023-01-27
2.3613393,2.3613393,2023-01-28
2.0972984,2.0972984,2023-01-28
1.47836779,1.47836779,2023-01-28
1.2553497,1.2553497,2023-01-28
1.2508941,1.2508941,2023-01-28
0.9291201,0.9291201,2023-01-28
0.9926605,0.9926605,2023-01-28
1.306957,1.306957,2023-01-28
1.178436048,1.178436048,2023-01-28
1.4772134,1.4772134,2023-01-28
1.7086696,1.7086696,2023-01-28
0.583172,,2023-01-28
0.6330603,,2023-01-28
1.4200353,1.4200353,2023-01-28
1.7836287,1.7836287,2023-01-28
1.6762476,1.6762476,2023-01-28
1.4330689,1.4330689,2023-01-28
0.94329734,,2023-01-28
1.1841998,1.1841998,2023-01-28
,,2023-01-28
1.0344807,1.0344807,2023-01-28
,,2023-01-28
0.4839917,0.4839917,2023-01-28
0.4063479,0.4063479,2023-01-28
1.10946301,1.10946301,2023-01-28
-1.241998,-1.241998,2023-01-28
-0.6646479,-0.6646479,2023-01-28
-0.5898706,-0.5898706,2023-01-28
0.8155795,,2023-01-28
-0.4458453,,2023-01-28
1.1142519,1.1142519,2023-01-28
0.8581299,0.8581299,2023-01-28
1.06195439,1.06195439,2023-01-28
1.6967962,1.6967962,2023-01-28
1.0392424,,2023-01-28
1.6059809,1.6059809,2023-01-28
1.7203971,1.7203971,2023-01-28
1.1160783,1.1160783,2023-01-28
1.2188719,1.2188719,2023-01-28
2.0734791,2.0734791,2023-01-28
1.508685,,2023-01-28
1.2772527,1.2772527,2023-01-28
1.3263832,1.3263832,2023-01-28
1.2303346,1.2303346,2023-01-28
1.0387597,1.0387597,2023-01-28
0.8746035,0.8746035,2023-01-28
2.4673078,,2023-01-28
0.8275545,,2023-01-28
1.02830587,1.02830587,2023-01-29
1.3152939,1.3152939,2023-01-29
1.1929894,1.1929894,2023-01-29
1.2554694,1.2554694,2023-01-29
1.10477061,1.10477061,2023-01-29
1.0430901,1.0430901,2023-01-29
0.8766106,0.8766106,2023-01-29
0.8608663,0.8608663,2023-01-29
1.2168241,,2023-01-29
2.0383282,,2023-01-29
0.604505,,2023-01-29
1.1741695,1.1741695,2023-01-29
1.11745051,1.11745051,2023-01-29
0.7109862,0.7109862,2023-01-29
0.9353199,0.9353199,2023-01-29
1.0687971,1.0687971,2023-01-29
0.8538837,0.8538837,2023-01-29
0.8231466,0.8231466,2023-01-29
0.1849666,,2023-01-29
-0.54008914,,2023-01-29
-0.5794633,-0.5794633,2023-01-29
-1.0944348,-1.0944348,2023-01-29
-1.5571763,-1.5571763,2023-01-29
-1.4860741,-1.4860741,2023-01-29
-1.9734802,-1.9734802,2023-01-29
-2.3265481,-2.3265481,2023-01-29
-1.5564716,-1.5564716,2023-01-29
-2.07442289,-2.07442289,2023-01-29
-1.25674,-1.25674,2023-01-29
-0.8490497,-0.8490497,2023-01-29
-1.5316306,-1.5316306,2023-01-29
-0.9485234,-0.9485234,2023-01-29
-0.773066,-0.773066,2023-01-29
0.9070996,,2023-01-29
,,2023-01-29
,,2023-01-29
0.8546571,,2023-01-29
,,2023-01-29
0.336235,,2023-01-29
1.411154,,2023-01-29
1.444319,,2023-01-29
-0.840099,,2023-01-29
7.153845,,2023-01-29
0.552094,,2023-01-29
1.187684,1.187684,2023-01-29
0.8034865,0.8034865,2023-01-29
0.2122066,,2023-01-29
0.6901754,0.6901754,2023-01-29
0.7213697,0.7213697,2023-01-30
,,2023-01-30
,,2023-01-30
1.632404,1.632404,2023-01-30
,,2023-01-30
1.98221,,2023-01-30
,,2023-01-30
1.519415,1.519415,2023-01-30
1.899111,1.899111,2023-01-30
,,2023-01-30
1.843152,,2023-01-30
1.885723,1.885723,2023-01-30
4.7442959,4.7442959,2023-01-30
2.59072,,2023-01-30
-4.723552,,2023-01-30
1.4387693,,2023-01-30
0.693856,,2023-01-30
1.071064,,2023-01-30
0.109124,,2023-01-30
2.184509,,2023-01-30
,,2023-01-30
,,2023-01-30
-1.32051,-1.32051,2023-01-30
,,2023-01-30
-3.546902,-3.546902,2023-01-30
-1.790241,,2023-01-30
-3.7230195,,2023-01-30
-1.956569981,-1.956569981,2023-01-30
-1.8374524,-1.8374524,2023-01-30
-1.8084999,,2023-01-30
-1.0614123,-1.0614123,2023-01-30
-0.2932963,-0.2932963,2023-01-30
0.649056,0.649056,2023-01-30
1.0635053,1.0635053,2023-01-30
-3.000524,,2023-01-30
,,2023-01-30
2.1717913,2.1717913,2023-01-30
2.2108023,,2023-01-30
1.629012,1.629012,2023-01-30
4.590205,,2023-01-30
,,2023-01-30
,,2023-01-30
1.345742,1.345742,2023-01-30
1.461112,1.461112,2023-01-30
3.162174,,2023-01-30
1.987856,,2023-01-30
1.612884,,2023-01-30
1.02466,,2023-01-30
1.378269,1.378269,2023-01-31
,,2023-01-31
,,2023-01-31
,,2023-01-31
,,2023-01-31
2.619494,,2023-01-31
4.2045948,,2023-01-31
0.359794,,2023-01-31
,,2023-01-31
3.9377733,,2023-01-31
1.607968,,2023-01-31
1.391572,,2023-01-31
1.636227,,2023-01-31
1.863919,1.863919,2023-01-31
2.811547,,2023-01-31
1.730876,,2023-01-31
2.482969,,2023-01-31
,,2023-01-31
2.080194,,2023-01-31
-1.030264,,2023-01-31
,,2023-01-31
-2.751979,,2023-01-31
,,2023-01-31
,,2023-01-31
-4.103669,-4.103669,2023-01-31
-3.107365,-3.107365,2023-01-31
-3.9982864,-3.9982864,2023-01-31
-2.322943,,2023-01-31
,,2023-01-31
-1.4523491,-1.4523491,2023-01-31
-1.9143636,-1.9143636,2023-01-31
-1.764181,-1.764181,2023-01-31
0.92607119,,2023-01-31
-0.5544762,,2023-01-31
0.927516,0.927516,2023-01-31
-0.635926,,2023-01-31
0.679613,0.679613,2023-01-31
0.546739,,2023-01-31
,,2023-01-31
1.043189,,2023-01-31
,,2023-01-31
0.897085,,2023-01-31
-5.37888541,,2023-01-31
1.958549,,2023-01-31
1.703393,,2023-01-31
3.338238,,2023-01-31
,,2023-01-31
,,2023-01-31
0.6273743,0.6273743,2023-02-01
1.9897027,1.9897027,2023-02-01
2.938837,2.938837,2023-02-01
2.314143,2.314143,2023-02-01
1.026016,1.026016,2023-02-01
1.469225,,2023-02-01
1.285367,1.285367,2023-02-01
,,2023-02-01
1.5380328,,2023-02-01
1.995061,1.995061,2023-02-01
3.0798704,3.0798704,2023-02-01
6.0102174,6.0102174,2023-02-01
3.0930669,3.0930669,2023-02-01
4.8177699,,2023-02-01
-1.449077,,2023-02-01
-1.715083,,2023-02-01
1.87565,1.87565,2023-02-01
1.979952,,2023-02-01
0.631822,,2023-02-01
-1.068666,-1.068666,2023-02-01
-1.644305,-1.644305,2023-02-01
-2.844207,-2.844207,2023-02-01
-1.832171,-1.832171,2023-02-01
-1.4196766,-1.4196766,2023-02-01
-3.50432,-3.50432,2023-02-01
-4.871618,-4.871618,2023-02-01
-4.3520732,-4.3520732,2023-02-01
-2.9009172,-2.9009172,2023-02-01
-3.2291725,-3.2291725,2023-02-01
-3.888268,-3.888268,2023-02-01
-1.25446228,-1.25446228,2023-02-01
1.338594,1.338594,2023-02-01
3.9032465,3.9032465,2023-02-01
2.0051087,2.0051087,2023-02-01
1.7062971,1.7062971,2023-02-01
1.9417381,1.9417381,2023-02-01
2.1614989,,2023-02-01
1.7574762,1.7574762,2023-02-01
,,2023-02-01
,,2023-02-01
,,2023-02-01
1.349955,1.349955,2023-02-01
1.9888242,1.9888242,2023-02-01
0.8541093,0.8541093,2023-02-01
,,2023-02-01
,,2023-02-01
,,2023-02-01
1.4526635,1.4526635,2023-02-01
1.0254316,1.0254316,2023-02-02
0.7917724,,2023-02-02
,,2023-02-02
,,2023-02-02
1.216821,1.216821,2023-02-02
0.8665749,,2023-02-02
1.2898096,1.2898096,2023-02-02
1.3087003,1.3087003,2023-02-02
1.0361078,1.0361078,2023-02-02
1.0541949,,2023-02-02
0.4440419,0.4440419,2023-02-02
1.7015197,1.7015197,2023-02-02
0.921038,0.921038,2023-02-02
1.1684973,1.1684973,2023-02-02
,,2023-02-02
,,2023-02-02
,,2023-02-02
2.018054,2.018054,2023-02-02
-0.270156,,2023-02-02
2.075846,2.075846,2023-02-02
,,2023-02-02
-2.789429,-2.789429,2023-02-02
-2.542295,,2023-02-02
-2.29489,,2023-02-02
-3.6855609,-3.6855609,2023-02-02
-6.357826,-6.357826,2023-02-02
-5.0270874,-5.0270874,2023-02-02
-4.31859765,-4.31859765,2023-02-02
-0.3494274,,2023-02-02
0.6201472,,2023-02-02
1.1464011,1.1464011,2023-02-02
3.6436098,3.6436098,2023-02-02
0.6259907,0.6259907,2023-02-02
1.08228081,1.08228081,2023-02-02
1.5660695,1.5660695,2023-02-02
1.2041019,,2023-02-02
2.903068,2.903068,2023-02-02
1.8284836,,2023-02-02
1.3406604,,2023-02-02
1.70315087,,2023-02-02
1.0404174,1.0404174,2023-02-02
0.992533,0.992533,2023-02-02
,,2023-02-02
,,2023-02-02
0.987046,,2023-02-02
2.175548,,2023-02-02
4.150865,,2023-02-02
2.0119585,2.0119585,2023-02-02
,,2023-02-03
2.235195,,2023-02-03
1.4402069,,2023-02-03
1.4700092,1.4700092,2023-02-03
0.587697,,2023-02-03
1.316835,1.316835,2023-02-03
1.166033,1.166033,2023-02-03
1.683018,,2023-02-03
1.4419573,1.4419573,2023-02-03
1.5596724,,2023-02-03
0.9368316,,2023-02-03
1.913845,,2023-02-03
4.077633,4.077633,2023-02-03
0.607301,,2023-02-03
5.343701,,2023-02-03
0.435376,,2023-02-03
-0.681753,,2023-02-03
1.411765,1.411765,2023-02-03
,,2023-02-03
,,2023-02-03
,,2023-02-03
-2.347754,-2.347754,2023-02-03
,,2023-02-03
-5.938381,-5.938381,2023-02-03
-4.670945,-4.670945,2023-02-03
-5.386717,-5.386717,2023-02-03
-6.6475109,-6.6475109,2023-02-03
-2.9130849,-2.9130849,2023-02-03
-2.9215646,-2.9215646,2023-02-03
0.37602,,2023-02-03
1.7637055,1.7637055,2023-02-03
2.2660492,2.2660492,2023-02-03
1.8279248,1.8279248,2023-02-03
1.29213556,1.29213556,2023-02-03
2.0937557,2.0937557,2023-02-03
2.8004472,2.8004472,2023-02-03
3.251595,3.251595,2023-02-03
1.789955,1.789955,2023-02-03
,,2023-02-03
0.966622,0.966622,2023-02-03
3.720026,3.720026,2023-02-03
2.2206256,2.2206256,2023-02-03
1.7372811,,2023-02-03
2.7127739,2.7127739,2023-02-03
2.089864,,2023-02-03
2.60052883,2.60052883,2023-02-03
,,2023-02-03
2.51411,2.51411,2023-02-03
0.7807,,2023-02-04
,,2023-02-04
1.146436,,2023-02-04
,,2023-02-04
2.0062682,2.0062682,2023-02-04
1.4830463,1.4830463,2023-02-04
1.6590199,1.6590199,2023-02-04
1.1369989,,2023-02-04
3.5279949,,2023-02-04
1.102472,1.102472,2023-02-04
1.191823,1.191823,2023-02-04
0.7899931,,2023-02-04
-0.769968,,2023-02-04
0.514935,,2023-02-04
-0.864936,,2023-02-04
5.217778,5.217778,2023-02-04
,,2023-02-04
0.958441,0.958441,2023-02-04
1.311768,,2023-02-04
1.090588,,2023-02-04
,,2023-02-04
-5.571418,-5.571418,2023-02-04
-6.7609813,-6.7609813,2023-02-04
-4.1148044,-4.1148044,2023-02-04
-3.0856296,,2023-02-04
,,2023-02-04
-2.237825,-2.237825,2023-02-04
-2.996935,-2.996935,2023-02-04
-0.717027,-0.717027,2023-02-04
-1.3326049,,2023-02-04
-1.570025,-1.570025,2023-02-04
,,2023-02-04
0.431224,,2023-02-04
0.430045,,2023-02-04
,,2023-02-04
0.996237,,2023-02-04
,,2023-02-04
1.052578,1.052578,2023-02-04
3.361508,,2023-02-04
,,2023-02-04
1.5438056,,2023-02-04
8.235807,8.235807,2023-02-04
,,2023-02-04
,,2023-02-04
4.092377,,2023-02-04
,,2023-02-04
3.310314,,2023-02-04
2.764859,,2023-02-04
5.212369,,2023-02-05
,,2023-02-05
-3.586466,,2023-02-05
-1.1729054,-1.1729054,2023-02-05
,,2023-02-05
,,2023-02-05
-1.947941,,2023-02-05
-5.21894,,2023-02-05
-1.29548,,2023-02-05
6.453307,,2023-02-05
-5.298629,,2023-02-05
1.830667,,2023-02-05
-5.3383583,,2023-02-05
2.1844774,,2023-02-05
,,2023-02-05
2.6784802,,2023-02-05
5.394417,,2023-02-05
0.9431566,0.9431566,2023-02-05
,,2023-02-05
,,2023-02-05
,,2023-02-05
-1.817838,,2023-02-05
,,2023-02-05
-2.3754012,,2023-02-05
-2.887371,-2.887371,2023-02-05
-0.646112,-0.646112,2023-02-05
-1.671494,,2023-02-05
-0.6368219,-0.6368219,2023-02-05
,,2023-02-05
-1.2662814,,2023-02-05
-1.2583619,-1.2583619,2023-02-05
0.9581721,,2023-02-05
,,2023-02-05
0.399186,,2023-02-05
1.811708,,2023-02-05
2.833269,2.833269,2023-02-05
1.423135,1.423135,2023-02-05
1.453798,1.453798,2023-02-05
3.7667719,3.7667719,2023-02-05
4.08783032,4.08783032,2023-02-05
3.5765712,3.5765712,2023-02-05
3.7329556,3.7329556,2023-02-05
3.0909012,3.0909012,2023-02-05
1.1934397,,2023-02-05
1.73697357,1.73697357,2023-02-05
0.597527,,2023-02-05
2.6903484,,2023-02-05
1.6171619,,2023-02-05
1.4467234,1.4467234,2023-02-06
0.954996,0.954996,2023-02-06
1.323207,1.323207,2023-02-06
,,2023-02-06
1.6041285,1.6041285,2023-02-06
1.4581043,1.4581043,2023-02-06
0.9718238,0.9718238,2023-02-06
1.0749266,1.0749266,2023-02-06
1.1065438,1.1065438,2023-02-06
1.1566098,1.1566098,2023-02-06
,,2023-02-06
1.7491263,1.7491263,2023-02-06
1.4660455,1.4660455,2023-02-06
2.158133,2.158133,2023-02-06
1.5280448,1.5280448,2023-02-06
2.2308442,2.2308442,2023-02-06
1.622094,1.622094,2023-02-06
0.429137,0.429137,2023-02-06
,,2023-02-06
-0.4273247,-0.4273247,2023-02-06
-0.49151102,-0.49151102,2023-02-06
-0.67968902,-0.67968902,2023-02-06
-0.9469646,-0.9469646,2023-02-06
-0.8031408,-0.8031408,2023-02-06
-2.4819311,-2.4819311,2023-02-06
-2.881274,-2.881274,2023-02-06
-4.3031917,-4.3031917,2023-02-06
-4.9621805,-4.9621805,2023-02-06
-4.8461776,-4.8461776,2023-02-06
-4.4387864,-4.4387864,2023-02-06
-3.0236855,-3.0236855,2023-02-06
3.692965,,2023-02-06
0.988504,0.988504,2023-02-06
2.5749865,2.5749865,2023-02-06
3.6288405,3.6288405,2023-02-06
1.4484581,1.4484581,2023-02-06
1.456034,1.456034,2023-02-06
2.0613396,2.0613396,2023-02-06
1.964694,1.964694,2023-02-06
1.880256,1.880256,2023-02-06
1.6490642,1.6490642,2023-02-06
1.7995783,1.7995783,2023-02-06
1.1204519,,2023-02-06
1.6706411,1.6706411,2023-02-06
1.721299,1.721299,2023-02-06
1.3514413,1.3514413,2023-02-06
1.6683369,1.6683369,2023-02-06
1.2736612,1.2736612,2023-02-06
1.7010984,1.7010984,2023-02-07
1.6367935,1.6367935,2023-02-07
1.2999364,1.2999364,2023-02-07
1.430627,1.430627,2023-02-07
1.24492744,1.24492744,2023-02-07
1.1684759,1.1684759,2023-02-07
1.5625502,1.5625502,2023-02-07
1.4198253,1.4198253,2023-02-07
1.6800305,1.6800305,2023-02-07
1.661018,1.661018,2023-02-07
1.3983045,1.3983045,2023-02-07
2.3040862,2.3040862,2023-02-07
1.075282,1.075282,2023-02-07
1.754805,1.754805,2023-02-07
1.6903077,1.6903077,2023-02-07
1.7536779,1.7536779,2023-02-07
,,2023-02-07
1.4215079,1.4215079,2023-02-07
0.915704,0.915704,2023-02-07
-0.948119,-0.948119,2023-02-07
-1.929507,-1.929507,2023-02-07
-3.02544704,-3.02544704,2023-02-07
-2.3644272,-2.3644272,2023-02-07
-3.6708879,-3.6708879,2023-02-07
-3.24951167,-3.24951167,2023-02-07
7.6276082,7.6276082,2023-02-07
-4.1193724,-4.1193724,2023-02-07
-3.2692699,-3.2692699,2023-02-07
-3.4263809,-3.4263809,2023-02-07
-4.1997641,-4.1997641,2023-02-07
-3.5034027,-3.5034027,2023-02-07
-1.70834786,-1.70834786,2023-02-07
-1.1897574,-1.1897574,2023-02-07
,,2023-02-07
2.071825,,2023-02-07
0.944925,,2023-02-07
,,2023-02-07
,,2023-02-07
2.187928,2.187928,2023-02-07
2.284517,2.284517,2023-02-07
3.900327,3.900327,2023-02-07
2.1613227,2.1613227,2023-02-07
3.0192676,3.0192676,2023-02-07
1.68265,1.68265,2023-02-07
1.6264867,1.6264867,2023-02-07
1.2904283,1.2904283,2023-02-07
1.5402368,1.5402368,2023-02-07
1.9742572,1.9742572,2023-02-07
0.773768,,2023-02-08
1.297332,1.297332,2023-02-08
0.90026903,,2023-02-08
1.025049,1.025049,2023-02-08
1.47359321,1.47359321,2023-02-08
1.4067413,1.4067413,2023-02-08
1.4267952,1.4267952,2023-02-08
1.4295603,1.4295603,2023-02-08
2.0843105,,2023-02-08
0.997222,0.997222,2023-02-08
,,2023-02-08
1.1508686,1.1508686,2023-02-08
1.6168435,1.6168435,2023-02-08
2.08985946,2.08985946,2023-02-08
1.6110499,1.6110499,2023-02-08
1.1400977,1.1400977,2023-02-08
1.623363,,2023-02-08
1.8389118,1.8389118,2023-02-08
-1.1443096,-1.1443096,2023-02-08
1.8936416,1.8936416,2023-02-08
1.6578618,,2023-02-08
-0.4062524,-0.4062524,2023-02-08
-1.61776619,-1.61776619,2023-02-08
