NEE_L3.1_L3.2_QCF,NEE_L3.1_L3.2_QCF0,date
,,2022-05-26
,,2022-05-26
,,2022-05-26
-6.101831,-6.101831,2022-05-26
-14.61059,,2022-05-26
-10.667151,-10.667151,2022-05-26
-17.579242,-17.579242,2022-05-26
-15.7111325,-15.7111325,2022-05-26
-19.8888926,-19.8888926,2022-05-26
-19.3691194,-19.3691194,2022-05-26
-16.55623737,-16.55623737,2022-05-26
-17.4993268,-17.4993268,2022-05-26
-18.53685897,-18.53685897,2022-05-26
-22.603161,-22.603161,2022-05-26
-13.6150416,-13.6150416,2022-05-26
-12.9078408,-12.9078408,2022-05-26
-16.693183,-16.693183,2022-05-26
-14.8084924,-14.8084924,2022-05-26
-9.432522,-9.432522,2022-05-26
-13.0756704,-13.0756704,2022-05-26
-10.3222654,-10.3222654,2022-05-26
-9.51497315,-9.51497315,2022-05-26
-7.3955209,-7.3955209,2022-05-26
-3.7573194,-3.7573194,2022-05-26
-1.04319176,-1.04319176,2022-05-26
-0.7106868,-0.7106868,2022-05-26
1.752744,1.752744,2022-05-26
5.0761757,5.0761757,2022-05-26
8.778534,8.778534,2022-05-26
9.0819597,9.0819597,2022-05-26
10.8234814,10.8234814,2022-05-26
9.628209312,9.628209312,2022-05-26
10.31449605,10.31449605,2022-05-26
10.741814,10.741814,2022-05-26
9.67608051,9.67608051,2022-05-26
9.184293,9.184293,2022-05-26
9.079346,9.079346,2022-05-26
7.734396,7.734396,2022-05-27
7.2304537,7.2304537,2022-05-27
7.11333778,7.11333778,2022-05-27
8.3825489,8.3825489,2022-05-27
7.109678,7.109678,2022-05-27
46.6962,,2022-05-27
13.70932,,2022-05-27
15.49687,,2022-05-27
,,2022-05-27
20.26232,,2022-05-27
5.018571,,2022-05-27
-22.643579,,2022-05-27
,,2022-05-27
-10.233249,-10.233249,2022-05-27
-7.48307,,2022-05-27
-16.565423,-16.565423,2022-05-27
-18.612487,-18.612487,2022-05-27
-17.586841,-17.586841,2022-05-27
-20.0813841,-20.0813841,2022-05-27
-22.505085,-22.505085,2022-05-27
-28.3234733,-28.3234733,2022-05-27
-12.510297,-12.510297,2022-05-27
-15.8267768,-15.8267768,2022-05-27
-13.1279255,-13.1279255,2022-05-27
-17.5787874,-17.5787874,2022-05-27
-11.9685171,-11.9685171,2022-05-27
-12.7575114,-12.7575114,2022-05-27
-11.37392025,-11.37392025,2022-05-27
-11.57372859,-11.57372859,2022-05-27
-10.2362077,-10.2362077,2022-05-27
-8.31335826,-8.31335826,2022-05-27
-7.8342231,-7.8342231,2022-05-27
-5.884851,-5.884851,2022-05-27
-3.7260586,-3.7260586,2022-05-27
-3.3056717,-3.3056717,2022-05-27
0.8975797,0.8975797,2022-05-27
8.29346,8.29346,2022-05-27
11.0243918,11.0243918,2022-05-27
10.9233568,10.9233568,2022-05-27
12.153967,12.153967,2022-05-27
10.9367976,10.9367976,2022-05-27
11.5163903,11.5163903,2022-05-27
10.7866235,10.7866235,2022-05-27
11.36292778,11.36292778,2022-05-27
10.5262352,10.5262352,2022-05-27
10.52648187,10.52648187,2022-05-27
9.0485766,9.0485766,2022-05-27
9.0801686,9.0801686,2022-05-27
7.7192394,7.7192394,2022-05-28
8.350603,8.350603,2022-05-28
8.54316958,8.54316958,2022-05-28
6.807048,6.807048,2022-05-28
8.0016262,8.0016262,2022-05-28
8.0004814,8.0004814,2022-05-28
8.8728292,8.8728292,2022-05-28
7.94061526,7.94061526,2022-05-28
6.92974501,6.92974501,2022-05-28
6.3390233,6.3390233,2022-05-28
3.9814772,3.9814772,2022-05-28
,,2022-05-28
-4.6142384,-4.6142384,2022-05-28
-7.6077167,,2022-05-28
-6.4965617,-6.4965617,2022-05-28
-13.1973219,-13.1973219,2022-05-28
-14.6412667,-14.6412667,2022-05-28
-19.4818811,-19.4818811,2022-05-28
-16.7000102,-16.7000102,2022-05-28
-18.1603661,-18.1603661,2022-05-28
-19.1623257,-19.1623257,2022-05-28
-14.4610424,-14.4610424,2022-05-28
-14.0090107,-14.0090107,2022-05-28
-17.8043656,-17.8043656,2022-05-28
-22.1514834,-22.1514834,2022-05-28
-17.32106434,-17.32106434,2022-05-28
-21.5615717,-21.5615717,2022-05-28
-19.8979997,-19.8979997,2022-05-28
-19.3749347,-19.3749347,2022-05-28
-15.9562627,-15.9562627,2022-05-28
-15.52166583,-15.52166583,2022-05-28
-9.0325119,-9.0325119,2022-05-28
-8.6514743,-8.6514743,2022-05-28
-8.9356247,-8.9356247,2022-05-28
-6.2584352,-6.2584352,2022-05-28
-3.1102657,-3.1102657,2022-05-28
-3.54329815,-3.54329815,2022-05-28
-0.6577262,-0.6577262,2022-05-28
4.0950887,4.0950887,2022-05-28
8.5385589,8.5385589,2022-05-28
9.6481977,9.6481977,2022-05-28
9.92049656,9.92049656,2022-05-28
7.2693483,7.2693483,2022-05-28
7.496185,7.496185,2022-05-28
6.81614188,6.81614188,2022-05-28
7.25328618,7.25328618,2022-05-28
6.4656981,6.4656981,2022-05-28
6.41722322,6.41722322,2022-05-28
6.74518622,6.74518622,2022-05-29
6.8463194,6.8463194,2022-05-29
6.5722777,6.5722777,2022-05-29
6.8996691,6.8996691,2022-05-29
4.801955,4.801955,2022-05-29
13.957143,,2022-05-29
7.354019,7.354019,2022-05-29
6.973644,6.973644,2022-05-29
6.35162129,6.35162129,2022-05-29
6.0335691,6.0335691,2022-05-29
8.879118,,2022-05-29
-2.8626083,,2022-05-29
-8.776035,-8.776035,2022-05-29
-10.8791405,-10.8791405,2022-05-29
-13.198345,,2022-05-29
-10.2758865,-10.2758865,2022-05-29
-19.766682,-19.766682,2022-05-29
-20.16091741,-20.16091741,2022-05-29
-20.8125948,-20.8125948,2022-05-29
-18.248459,-18.248459,2022-05-29
-16.5304638,-16.5304638,2022-05-29
-15.4233386,-15.4233386,2022-05-29
-16.7829257,-16.7829257,2022-05-29
-25.2169137,-25.2169137,2022-05-29
-20.8153351,-20.8153351,2022-05-29
-20.0546206,,2022-05-29
-16.4875064,-16.4875064,2022-05-29
-20.429633,-20.429633,2022-05-29
-18.5411736,-18.5411736,2022-05-29
-18.2586198,-18.2586198,2022-05-29
-15.7121198,-15.7121198,2022-05-29
-18.6716226,-18.6716226,2022-05-29
-16.2107315,-16.2107315,2022-05-29
-10.058741,-10.058741,2022-05-29
-10.3025228,-10.3025228,2022-05-29
-8.21058539,-8.21058539,2022-05-29
-9.0487555,-9.0487555,2022-05-29
-5.3500006,-5.3500006,2022-05-29
1.413335,1.413335,2022-05-29
4.231501,4.231501,2022-05-29
6.243577,6.243577,2022-05-29
4.313571,4.313571,2022-05-29
,,2022-05-29
9.411417,9.411417,2022-05-29
8.693339,8.693339,2022-05-29
7.700902,7.700902,2022-05-29
7.0855267,7.0855267,2022-05-29
4.825589,,2022-05-29
4.181204,4.181204,2022-05-30
5.702261,5.702261,2022-05-30
6.714063,6.714063,2022-05-30
3.124731,3.124731,2022-05-30
5.188199,5.188199,2022-05-30
4.818581,4.818581,2022-05-30
,,2022-05-30
,,2022-05-30
4.1399141,,2022-05-30
2.938638,,2022-05-30
4.777852,,2022-05-30
-5.712233,,2022-05-30
-3.37983,-3.37983,2022-05-30
-11.202418,-11.202418,2022-05-30
-10.284936,-10.284936,2022-05-30
-12.780969,-12.780969,2022-05-30
-15.5916601,-15.5916601,2022-05-30
-18.5082591,-18.5082591,2022-05-30
-18.7165535,-18.7165535,2022-05-30
-19.8807695,-19.8807695,2022-05-30
-21.4711493,-21.4711493,2022-05-30
-17.7684921,-17.7684921,2022-05-30
-24.6456222,-24.6456222,2022-05-30
-21.9530148,-21.9530148,2022-05-30
-23.19547564,-23.19547564,2022-05-30
-20.9966006,-20.9966006,2022-05-30
-24.3650213,,2022-05-30
-22.282194,-22.282194,2022-05-30
-18.6074866,-18.6074866,2022-05-30
-23.80044124,,2022-05-30
-19.4054673,-19.4054673,2022-05-30
-17.85197369,-17.85197369,2022-05-30
-17.0495548,-17.0495548,2022-05-30
-14.1599189,-14.1599189,2022-05-30
-11.95752927,-11.95752927,2022-05-30
-7.1362092,-7.1362092,2022-05-30
-5.8593433,-5.8593433,2022-05-30
-1.8969967,-1.8969967,2022-05-30
1.4575801,1.4575801,2022-05-30
3.327362,,2022-05-30
,,2022-05-30
4.329274,4.329274,2022-05-30
3.508298,,2022-05-30
,,2022-05-30
,,2022-05-30
12.5286,,2022-05-30
,,2022-05-30
12.395262,,2022-05-30
36.479931,,2022-05-31
38.82823,,2022-05-31
13.036013,,2022-05-31
,,2022-05-31
13.07404,,2022-05-31
,,2022-05-31
-6.303338,,2022-05-31
,,2022-05-31
11.293774,,2022-05-31
11.58128,,2022-05-31
6.4422,,2022-05-31
7.26056,,2022-05-31
-4.946948,-4.946948,2022-05-31
-8.949512,-8.949512,2022-05-31
-14.863344,-14.863344,2022-05-31
-14.13622,-14.13622,2022-05-31
-21.386388,-21.386388,2022-05-31
-27.881553,-27.881553,2022-05-31
-22.0678485,-22.0678485,2022-05-31
-22.658137,-22.658137,2022-05-31
-19.516818,-19.516818,2022-05-31
-17.827126,-17.827126,2022-05-31
-3.607773,-3.607773,2022-05-31
-4.031572,-4.031572,2022-05-31
-14.7753,-14.7753,2022-05-31
-25.815305,-25.815305,2022-05-31
-19.9416817,-19.9416817,2022-05-31
-20.6776483,-20.6776483,2022-05-31
-15.1406375,-15.1406375,2022-05-31
-13.3317601,-13.3317601,2022-05-31
-14.39297898,-14.39297898,2022-05-31
-8.2292801,-8.2292801,2022-05-31
,,2022-05-31
-1.011822,-1.011822,2022-05-31
-5.0972362,-5.0972362,2022-05-31
-7.7043575,-7.7043575,2022-05-31
-6.79523486,-6.79523486,2022-05-31
-4.5196979,-4.5196979,2022-05-31
,,2022-05-31
5.46921,5.46921,2022-05-31
6.226407,,2022-05-31
7.13611,7.13611,2022-05-31
8.8508,8.8508,2022-05-31
8.950624,8.950624,2022-05-31
10.695312,,2022-05-31
8.3086245,,2022-05-31
6.416375,6.416375,2022-05-31
9.503678,9.503678,2022-05-31
6.0764899,6.0764899,2022-06-01
3.813368,3.813368,2022-06-01
5.9090256,5.9090256,2022-06-01
4.02640719,4.02640719,2022-06-01
5.598185,,2022-06-01
4.7624995,4.7624995,2022-06-01
4.583657,4.583657,2022-06-01
5.1544763,5.1544763,2022-06-01
5.6356301,5.6356301,2022-06-01
5.375886,5.375886,2022-06-01
-1.784382,,2022-06-01
-2.2957077,-2.2957077,2022-06-01
-4.780943,,2022-06-01
-8.218565,,2022-06-01
-13.5105731,-13.5105731,2022-06-01
-23.766856,-23.766856,2022-06-01
-20.671837,-20.671837,2022-06-01
-21.7362,-21.7362,2022-06-01
-22.664713,-22.664713,2022-06-01
-26.5656712,-26.5656712,2022-06-01
-23.1011968,-23.1011968,2022-06-01
-20.2682445,-20.2682445,2022-06-01
-20.2677082,-20.2677082,2022-06-01
-23.77847,-23.77847,2022-06-01
-12.7665029,-12.7665029,2022-06-01
-15.232064,-15.232064,2022-06-01
-14.4135925,-14.4135925,2022-06-01
-8.17653,-8.17653,2022-06-01
-9.591357,,2022-06-01
-18.4407257,-18.4407257,2022-06-01
-3.337563,-3.337563,2022-06-01
-3.856612,,2022-06-01
-3.486218,-3.486218,2022-06-01
,,2022-06-01
-3.673668,-3.673668,2022-06-01
-9.00913,-9.00913,2022-06-01
-4.2534571,-4.2534571,2022-06-01
,,2022-06-01
4.556687,4.556687,2022-06-01
5.797419,5.797419,2022-06-01
6.006229,6.006229,2022-06-01
8.5256238,8.5256238,2022-06-01
6.925673,,2022-06-01
5.978749,5.978749,2022-06-01
6.631188,6.631188,2022-06-01
,,2022-06-01
16.353441,,2022-06-01
7.32171,,2022-06-01
4.738606,4.738606,2022-06-02
2.29892,,2022-06-02
17.024602,,2022-06-02
13.38199,,2022-06-02
16.48941,,2022-06-02
,,2022-06-02
,,2022-06-02
,,2022-06-02
6.828505,6.828505,2022-06-02
8.46866,8.46866,2022-06-02
3.747802,3.747802,2022-06-02
3.986994,,2022-06-02
-5.238564,-5.238564,2022-06-02
-14.473384,-14.473384,2022-06-02
-17.841126,-17.841126,2022-06-02
-8.781182,-8.781182,2022-06-02
-15.48768251,-15.48768251,2022-06-02
-9.9854643,-9.9854643,2022-06-02
-20.397917,-20.397917,2022-06-02
-12.1044506,-12.1044506,2022-06-02
-25.13441731,-25.13441731,2022-06-02
-28.4563599,-28.4563599,2022-06-02
-26.3061549,-26.3061549,2022-06-02
-27.7452908,-27.7452908,2022-06-02
-21.9805103,-21.9805103,2022-06-02
-8.4387418,-8.4387418,2022-06-02
-15.4449079,-15.4449079,2022-06-02
-24.0036964,-24.0036964,2022-06-02
-27.8053876,-27.8053876,2022-06-02
-22.32657715,-22.32657715,2022-06-02
-22.861616,-22.861616,2022-06-02
-21.8244517,-21.8244517,2022-06-02
-16.8138944,-16.8138944,2022-06-02
-14.81178199,-14.81178199,2022-06-02
-13.2677819,-13.2677819,2022-06-02
-9.6607918,-9.6607918,2022-06-02
-6.6832456,-6.6832456,2022-06-02
-1.6758584,,2022-06-02
3.162549,3.162549,2022-06-02
5.784397,5.784397,2022-06-02
5.138283,5.138283,2022-06-02
2.395362,,2022-06-02
,,2022-06-02
,,2022-06-02
,,2022-06-02
,,2022-06-02
6.8944195,,2022-06-02
20.146186,,2022-06-02
21.911018,,2022-06-03
-0.4287,,2022-06-03
,,2022-06-03
-7.48633,,2022-06-03
25.067366,,2022-06-03
,,2022-06-03
,,2022-06-03
17.281754,,2022-06-03
41.09696,,2022-06-03
,,2022-06-03
,,2022-06-03
,,2022-06-03
-5.36232,-5.36232,2022-06-03
-8.510083,-8.510083,2022-06-03
-16.95988,-16.95988,2022-06-03
-20.96427,-20.96427,2022-06-03
-21.211436,-21.211436,2022-06-03
-21.9254462,-21.9254462,2022-06-03
-24.1434011,-24.1434011,2022-06-03
-23.38424585,-23.38424585,2022-06-03
-23.648593,-23.648593,2022-06-03
-21.652763,-21.652763,2022-06-03
-9.3916911,-9.3916911,2022-06-03
-8.03399834,-8.03399834,2022-06-03
-3.729887,-3.729887,2022-06-03
-0.6757632,-0.6757632,2022-06-03
-3.5572909,-3.5572909,2022-06-03
-8.5775318,-8.5775318,2022-06-03
-3.177758,-3.177758,2022-06-03
-3.89791025,-3.89791025,2022-06-03
-4.2205872,-4.2205872,2022-06-03
-9.698207,-9.698207,2022-06-03
-19.453826,-19.453826,2022-06-03
-15.387577,-15.387577,2022-06-03
-14.17846544,-14.17846544,2022-06-03
-10.9206637,-10.9206637,2022-06-03
-5.634447,-5.634447,2022-06-03
1.264454,1.264454,2022-06-03
-1.102723,,2022-06-03
,,2022-06-03
6.70342,,2022-06-03
-0.07269,,2022-06-03
4.9963321,4.9963321,2022-06-03
3.649916,3.649916,2022-06-03
5.777744,,2022-06-03
-5.473405,,2022-06-03
26.3699,,2022-06-03
,,2022-06-03
39.21691,,2022-06-04
26.16412,,2022-06-04
29.97048,,2022-06-04
,,2022-06-04
22.04256,,2022-06-04
,,2022-06-04
8.859518,8.859518,2022-06-04
7.05742,7.05742,2022-06-04
6.660341,,2022-06-04
21.34012,,2022-06-04
17.73172,,2022-06-04
4.935406,4.935406,2022-06-04
3.386932,3.386932,2022-06-04
-2.905959,-2.905959,2022-06-04
-4.344743,-4.344743,2022-06-04
-14.988023,,2022-06-04
-16.58977,-16.58977,2022-06-04
-15.9451048,-15.9451048,2022-06-04
-15.42997219,-15.42997219,2022-06-04
-17.0901489,-17.0901489,2022-06-04
-18.921713,-18.921713,2022-06-04
-19.9733891,-19.9733891,2022-06-04
-16.2934185,-16.2934185,2022-06-04
-16.9248129,-16.9248129,2022-06-04
-22.0773324,-22.0773324,2022-06-04
-20.227557,-20.227557,2022-06-04
-19.17152204,-19.17152204,2022-06-04
-20.1284612,-20.1284612,2022-06-04
-18.6654191,-18.6654191,2022-06-04
-20.0849593,-20.0849593,2022-06-04
-12.7334829,-12.7334829,2022-06-04
-14.9015283,-14.9015283,2022-06-04
-13.5279537,-13.5279537,2022-06-04
-14.1263418,-14.1263418,2022-06-04
-11.4616574,-11.4616574,2022-06-04
-10.8432769,-10.8432769,2022-06-04
0.963386,,2022-06-04
3.277453,,2022-06-04
3.366056,,2022-06-04
,,2022-06-04
13.834054,,2022-06-04
10.386779,10.386779,2022-06-04
13.720965,,2022-06-04
16.28327,,2022-06-04
-4.1867315,,2022-06-04
,,2022-06-04
12.94821,12.94821,2022-06-04
11.427439,11.427439,2022-06-04
10.97958,10.97958,2022-06-05
12.395576,12.395576,2022-06-05
7.70183,,2022-06-05
12.145487,12.145487,2022-06-05
10.8475808,10.8475808,2022-06-05
8.243142,8.243142,2022-06-05
14.331188,,2022-06-05
13.145927,13.145927,2022-06-05
17.3208223,17.3208223,2022-06-05
4.415721,,2022-06-05
9.218302,,2022-06-05
4.891486,4.891486,2022-06-05
1.6067784,1.6067784,2022-06-05
-7.5092446,-7.5092446,2022-06-05
0.120694,0.120694,2022-06-05
-3.535461,,2022-06-05
-15.040773,-15.040773,2022-06-05
,,2022-06-05
3.799677,3.799677,2022-06-05
-11.074908,-11.074908,2022-06-05
-8.4828899,-8.4828899,2022-06-05
-1.4664258,-1.4664258,2022-06-05
0.913196,,2022-06-05
-14.113893,-14.113893,2022-06-05
-19.283334,-19.283334,2022-06-05
-18.8256483,-18.8256483,2022-06-05
-21.777246,-21.777246,2022-06-05
-22.368538,-22.368538,2022-06-05
-18.3423805,-18.3423805,2022-06-05
,,2022-06-05
-10.755055,,2022-06-05
-16.870824,-16.870824,2022-06-05
-20.4241494,-20.4241494,2022-06-05
,,2022-06-05
9.519716,9.519716,2022-06-05
-4.574981,,2022-06-05
-0.1916007,,2022-06-05
0.8229349,,2022-06-05
,,2022-06-05
7.503672,,2022-06-05
3.561054,,2022-06-05
,,2022-06-05
9.455005,,2022-06-05
9.363045,,2022-06-05
,,2022-06-05
2.739747,,2022-06-05
,,2022-06-05
5.78226,,2022-06-05
,,2022-06-06
,,2022-06-06
,,2022-06-06
2.05045,2.05045,2022-06-06
8.658031,,2022-06-06
14.36568,,2022-06-06
,,2022-06-06
24.196254,,2022-06-06
18.0105375,18.0105375,2022-06-06
8.04469,8.04469,2022-06-06
4.933163,4.933163,2022-06-06
3.2546117,3.2546117,2022-06-06
0.3556915,0.3556915,2022-06-06
-0.94445,-0.94445,2022-06-06
-9.164305,-9.164305,2022-06-06
-12.143221,-12.143221,2022-06-06
-12.233284,-12.233284,2022-06-06
-23.028212,-23.028212,2022-06-06
-25.59945,-25.59945,2022-06-06
-23.869627,-23.869627,2022-06-06
-27.633849,-27.633849,2022-06-06
-26.537572,-26.537572,2022-06-06
-29.3327663,-29.3327663,2022-06-06
-29.3439972,-29.3439972,2022-06-06
-34.7128357,-34.7128357,2022-06-06
-29.476385,-29.476385,2022-06-06
-26.500806,-26.500806,2022-06-06
-27.2913164,-27.2913164,2022-06-06
-23.89042028,-23.89042028,2022-06-06
-22.925299,-22.925299,2022-06-06
-19.1678762,-19.1678762,2022-06-06
-17.20745339,-17.20745339,2022-06-06
-10.455141,-10.455141,2022-06-06
-8.10328959,-8.10328959,2022-06-06
-4.003769,-4.003769,2022-06-06
-3.661213,,2022-06-06
2.764694,2.764694,2022-06-06
5.1778307,5.1778307,2022-06-06
12.39439,12.39439,2022-06-06
12.5362747,12.5362747,2022-06-06
14.3421247,14.3421247,2022-06-06
14.125288,14.125288,2022-06-06
14.074308,14.074308,2022-06-06
3.682291,,2022-06-06
15.953145,,2022-06-06
5.097389,,2022-06-06
12.538014,12.538014,2022-06-06
8.445652,,2022-06-06
-4.18088,,2022-06-07
4.47198,,2022-06-07
6.12843,,2022-06-07
6.745089,,2022-06-07
15.4514099,,2022-06-07
9.974514,9.974514,2022-06-07
10.1520045,10.1520045,2022-06-07
6.275731,6.275731,2022-06-07
7.924264,7.924264,2022-06-07
8.803205,8.803205,2022-06-07
9.769075,,2022-06-07
6.420835,,2022-06-07
6.27214244,6.27214244,2022-06-07
3.652635,3.652635,2022-06-07
-2.74119,-2.74119,2022-06-07
-6.50153,-6.50153,2022-06-07
-8.089042,-8.089042,2022-06-07
-2.527303,,2022-06-07
-11.936558,-11.936558,2022-06-07
-16.670807,-16.670807,2022-06-07
-16.964937,-16.964937,2022-06-07
-26.721454,-26.721454,2022-06-07
-18.219811,-18.219811,2022-06-07
-29.1204611,-29.1204611,2022-06-07
-28.0108154,-28.0108154,2022-06-07
-0.239804,-0.239804,2022-06-07
-6.243217,-6.243217,2022-06-07
-16.056881,-16.056881,2022-06-07
-23.672893,-23.672893,2022-06-07
-17.2478356,-17.2478356,2022-06-07
-4.3651021,,2022-06-07
-0.774507,,2022-06-07
-12.468365,-12.468365,2022-06-07
-11.3103931,-11.3103931,2022-06-07
-4.734023,-4.734023,2022-06-07
-8.3516042,,2022-06-07
-3.6419333,-3.6419333,2022-06-07
-1.6502947,-1.6502947,2022-06-07
4.0546702,4.0546702,2022-06-07
7.823023,7.823023,2022-06-07
11.359718,11.359718,2022-06-07
10.3638007,10.3638007,2022-06-07
8.450839,8.450839,2022-06-07
13.966072,,2022-06-07
,,2022-06-07
43.733795,,2022-06-07
,,2022-06-07
0.727757,,2022-06-07
,,2022-06-08
5.197076,,2022-06-08
,,2022-06-08
13.244823,,2022-06-08
11.8448,,2022-06-08
4.052976,,2022-06-08
12.5312,,2022-06-08
2.28961,,2022-06-08
,,2022-06-08
,,2022-06-08
,,2022-06-08
,,2022-06-08
,,2022-06-08
-21.34054,-21.34054,2022-06-08
-9.883879,-9.883879,2022-06-08
-18.196659,-18.196659,2022-06-08
-20.642078,-20.642078,2022-06-08
-19.485575,-19.485575,2022-06-08
-21.32675,-21.32675,2022-06-08
-21.736885,-21.736885,2022-06-08
-25.9367,-25.9367,2022-06-08
-26.725399,-26.725399,2022-06-08
-30.8405345,-30.8405345,2022-06-08
-29.6649897,-29.6649897,2022-06-08
-25.4229418,-25.4229418,2022-06-08
-19.91016783,-19.91016783,2022-06-08
-13.7364969,-13.7364969,2022-06-08
-1.997216,-1.997216,2022-06-08
-7.6198663,-7.6198663,2022-06-08
-4.9075335,-4.9075335,2022-06-08
-7.285678,-7.285678,2022-06-08
-10.411925,-10.411925,2022-06-08
-13.5389411,-13.5389411,2022-06-08
-7.3685655,-7.3685655,2022-06-08
-10.3588728,-10.3588728,2022-06-08
-11.8716688,-11.8716688,2022-06-08
-5.8658477,-5.8658477,2022-06-08
3.97745,3.97745,2022-06-08
1.2315013,1.2315013,2022-06-08
8.498722,8.498722,2022-06-08
10.6756911,10.6756911,2022-06-08
9.952709,9.952709,2022-06-08
13.669311,13.669311,2022-06-08
8.978298,8.978298,2022-06-08
10.249413,10.249413,2022-06-08
12.181168,12.181168,2022-06-08
13.644966,13.644966,2022-06-08
9.4775935,9.4775935,2022-06-08
11.3807231,11.3807231,2022-06-09
11.04079084,11.04079084,2022-06-09
10.986255,10.986255,2022-06-09
10.7147925,10.7147925,2022-06-09
10.9573489,10.9573489,2022-06-09
11.8328838,11.8328838,2022-06-09
11.6495951,11.6495951,2022-06-09
9.014636,9.014636,2022-06-09
7.054474,7.054474,2022-06-09
7.430049,7.430049,2022-06-09
4.045304,4.045304,2022-06-09
,,2022-06-09
-6.417687,-6.417687,2022-06-09
-7.262272,-7.262272,2022-06-09
-15.215023,-15.215023,2022-06-09
-21.46672,-21.46672,2022-06-09
-19.823128,-19.823128,2022-06-09
-25.353604,-25.353604,2022-06-09
-22.1299948,-22.1299948,2022-06-09
-5.95077,-5.95077,2022-06-09
-18.511389,-18.511389,2022-06-09
-25.493296,-25.493296,2022-06-09
-17.530224,-17.530224,2022-06-09
-17.0554663,,2022-06-09
-20.398411,-20.398411,2022-06-09
-10.800739,-10.800739,2022-06-09
-1.405043,-1.405043,2022-06-09
-9.717258,-9.717258,2022-06-09
-16.726953,,2022-06-09
-16.205248,-16.205248,2022-06-09
-10.9780172,-10.9780172,2022-06-09
-16.491712,-16.491712,2022-06-09
-14.111161,-14.111161,2022-06-09
-13.0392429,-13.0392429,2022-06-09
-10.2270311,-10.2270311,2022-06-09
-1.3722474,-1.3722474,2022-06-09
-1.97565521,-1.97565521,2022-06-09
-1.9611505,-1.9611505,2022-06-09
2.781049,,2022-06-09
4.590855,,2022-06-09
3.59476,,2022-06-09
,,2022-06-09
4.024657,,2022-06-09
,,2022-06-09
8.455664,,2022-06-09
,,2022-06-09
,,2022-06-09
,,2022-06-09
5.234961,,2022-06-10
-8.02215,,2022-06-10
14.45622,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
39.678891,,2022-06-10
-5.815727,,2022-06-10
-7.7092,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
-19.73856,-19.73856,2022-06-10
-18.304763,-18.304763,2022-06-10
-16.12549,-16.12549,2022-06-10
-20.198796,-20.198796,2022-06-10
-23.134159,-23.134159,2022-06-10
-22.5775258,-22.5775258,2022-06-10
-25.1220821,-25.1220821,2022-06-10
-24.9178778,-24.9178778,2022-06-10
-26.4532217,-26.4532217,2022-06-10
-25.1345117,-25.1345117,2022-06-10
-24.6414249,-24.6414249,2022-06-10
-20.2851343,-20.2851343,2022-06-10
-20.9572093,-20.9572093,2022-06-10
-20.9061915,-20.9061915,2022-06-10
-21.2428748,-21.2428748,2022-06-10
-16.6292269,-16.6292269,2022-06-10
-18.5164298,-18.5164298,2022-06-10
-15.5077132,-15.5077132,2022-06-10
-10.5942648,-10.5942648,2022-06-10
-8.1527917,-8.1527917,2022-06-10
-5.8984958,-5.8984958,2022-06-10
-5.0112966,,2022-06-10
-0.117763,-0.117763,2022-06-10
2.9438642,2.9438642,2022-06-10
3.542719,,2022-06-10
10.03491,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
,,2022-06-10
8.92529,,2022-06-10
26.01468,,2022-06-10
,,2022-06-10
-5.74694,,2022-06-11
,,2022-06-11
,,2022-06-11
,,2022-06-11
,,2022-06-11
44.56519,,2022-06-11
5.02551,,2022-06-11
,,2022-06-11
,,2022-06-11
15.07922,,2022-06-11
,,2022-06-11
,,2022-06-11
,,2022-06-11
-21.25192,,2022-06-11
-12.69908,-12.69908,2022-06-11
,,2022-06-11
-17.129458,-17.129458,2022-06-11
-20.192087,-20.192087,2022-06-11
-21.015822,-21.015822,2022-06-11
-23.366052,-23.366052,2022-06-11
-22.455678,-22.455678,2022-06-11
-23.970766,-23.970766,2022-06-11
-21.900639,-21.900639,2022-06-11
-24.154543,-24.154543,2022-06-11
-22.1122431,-22.1122431,2022-06-11
-18.4608415,-18.4608415,2022-06-11
-24.2220756,-24.2220756,2022-06-11
-19.4504363,-19.4504363,2022-06-11
-18.3923141,-18.3923141,2022-06-11
-18.4623317,-18.4623317,2022-06-11
-17.3053378,-17.3053378,2022-06-11
-13.5740411,-13.5740411,2022-06-11
-12.145899,-12.145899,2022-06-11
-9.6300123,-9.6300123,2022-06-11
-8.2336535,-8.2336535,2022-06-11
-5.0279207,-5.0279207,2022-06-11
-3.536733,-3.536733,2022-06-11
-0.394337,-0.394337,2022-06-11
1.925884,1.925884,2022-06-11
,,2022-06-11
,,2022-06-11
,,2022-06-11
7.24682,,2022-06-11
,,2022-06-11
,,2022-06-11
-9.93875,,2022-06-11
,,2022-06-11
,,2022-06-11
,,2022-06-12
7.097334,,2022-06-12
,,2022-06-12
,,2022-06-12
,,2022-06-12
,,2022-06-12
,,2022-06-12
,,2022-06-12
,,2022-06-12
,,2022-06-12
10.49125,,2022-06-12
,,2022-06-12
,,2022-06-12
-6.2217,,2022-06-12
-9.997059,-9.997059,2022-06-12
-13.278929,-13.278929,2022-06-12
-21.119314,-21.119314,2022-06-12
-20.101467,-20.101467,2022-06-12
