TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
200401,0.922,0.993952,0.409,1.532,0.990323,1.729,1.23,1.0,0.801,0.605,1.408,1.112,1.304,0.928,0.993952,0.419,1.529,0.990323,1.729,1.23,1.0,126.169,37.719,0.795699,44.747,41.317,0.795699,296.31,0.794355,299.303,295.616,0.794355,-9999,-9999,291.834,291.834,0.0,-9999,-9999,0.608,0.608,0.0,95.732,95.732,0.0,4.686,4.945,0.999328,2.347,2.495,0.986559,0.21924295421050743,0.7909946236559141,-9999,-9999,-9999,-9999,383.93,0.985887,1.527,1.539,1.795,-9999,2.703,3.453,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,15.462,17.62,27.183,17.825,1.0,1.0,0.791667,0.372984,-5.35858,1.0,11.3573,-9999,-9999,-9999,-12.5424,-9999,-9999,-9999,-9999,-9999,29.5161,18.4839,0.0,0.0,1.52154,1.5375,0.844086,0.843414,-9999,-9999,-9999,-9999,1.59528,1.53704,0.840726,0.842742,-9999,-9999,-9999,-9999,1.56522,1.56231,0.842154,0.841683,0.0213684,0.020486,1.33303,1.40685,1.48132,1.58177,1.62734,1.67331,1.7867,1.35985,1.40685,1.48176,1.5375,1.62365,1.68027,1.79904,0.873656,0.858871,0.848118,0.841398,0.840054,0.831989,0.821237,0.865591,0.858871,0.848118,0.843414,0.840054,0.831317,0.822581,1.63523,1.64361,1.67239,1.67265,0.852688,0.852688,-9999,-9999,-9999,-9999,1.20356,1.231,1.55234,1.5734,0.830598,0.828806,-9999,-9999,-9999,-9999,1.6836,1.65108,1.67584,1.67261,0.851613,0.852688,-9999,-9999,-9999,-9999,1.31464,1.21849,1.55242,1.57702,0.823524,0.827108,-9999,-9999,-9999,-9999,1.35348,1.48333,1.58321,1.66345,1.73004,1.79691,1.8864,1.40161,1.48333,1.58387,1.64361,1.72437,1.82043,1.89898,0.88172,0.870968,0.858065,0.852688,0.851613,0.846237,0.843011,0.876344,0.870968,0.858065,0.852688,0.846237,0.846237,0.844086,1.15035,1.16604,1.18702,1.27838,1.3217,1.34112,1.46666,1.15694,1.17466,1.18709,1.21894,1.31464,1.34166,1.47706,0.834182,0.848236,0.83239,0.821732,0.821732,0.814563,0.78655,0.839276,0.848236,0.83239,0.827108,0.823524,0.818148,0.788248,1.38342,1.42565,1.4091,0.0170535,1.21226,1.26058,1.359,1.41956,1.45409,1.50436,1.57721,1.4214,1.44696,1.40548,0.0166743,1.19377,1.26058,1.359,1.42536,1.4577,1.4742,1.54226,-0.117765,-0.111391,-0.153206,0.00615946,-0.255196,-0.186927,-0.170925,-0.146264,-0.12963,-0.124432,-0.11478,-0.117765,-0.148321,-0.159734,0.00740209,-0.274872,-0.198735,-0.173251,-0.146264,-0.129054,-0.124432,-0.111328,2.56208,2.55354,2.74295,0.0539987,2.3721,2.4543,2.48304,2.56543,2.91144,3.05087,3.24981,2.54611,2.71902,2.74006,0.0513357,2.36658,2.46265,2.48931,2.66161,2.96126,3.04334,3.07255,0.781402,0.734827,0.788348,0.0153157,0.673328,0.689525,0.701788,0.727056,0.8771,0.88892,0.935635,0.726567,0.786505,0.791392,0.014646,0.672102,0.691294,0.701339,0.774259,0.877155,0.889159,0.920282,-9999,-9999
200402,1.409,0.881466,-0.18,1.81,0.896552,3.407,2.694,0.862069,1.689,1.465,1.8,1.98,2.566,1.614,0.881466,0.102,1.974,0.896552,3.512,2.873,0.862069,191.184,81.289,0.880029,93.962,90.494,0.880029,267.157,0.881466,284.255,266.973,0.881466,-9999,-9999,272.84,272.84,0.0,-9999,-9999,1.503,1.503,0.0,96.448,96.448,0.0,1.7,0.77,0.862069,1.963,1.917,0.996408,0.2059282396879207,0.7988505747126438,161.39112177993766,0.8541666666666666,-9999,-9999,406.902,1.0,1.565,1.538,1.748,-9999,2.503,3.082,-9999,0.881466,0.881466,0.881466,-9999,0.881466,0.881466,-9999,20.49,21.148,20.288,17.787,0.881466,0.881466,0.881466,0.0,-6.35239,0.881466,17.0634,-9999,-9999,-9999,-6.86477,-9999,-9999,-9999,-9999,-9999,26.7931,21.2069,0.0,0.0,0.900728,0.911681,0.9375,0.9375,-9999,-9999,-9999,-9999,0.951541,0.936431,0.936782,0.9375,-9999,-9999,-9999,-9999,0.993465,0.992935,0.933836,0.93371,0.0221215,0.0225224,0.864699,0.900369,0.904401,0.920882,1.00522,1.13501,1.3134,0.889203,0.900728,0.904401,0.916415,0.983737,1.12437,1.33431,0.943247,0.9375,0.9375,0.9375,0.928879,0.928161,0.91954,0.941092,0.9375,0.9375,0.936782,0.929598,0.927443,0.920977,1.28279,1.29898,1.98751,1.97503,0.934866,0.934866,-9999,-9999,-9999,-9999,0.346887,0.348468,1.65912,1.6607,0.942048,0.942048,-9999,-9999,-9999,-9999,1.32336,1.34515,1.84221,1.8804,0.934866,0.934866,-9999,-9999,-9999,-9999,0.397223,0.339518,1.58751,1.66354,0.940406,0.942048,-9999,-9999,-9999,-9999,1.26634,1.28067,1.28967,1.3104,1.3736,1.5318,1.67595,1.26929,1.28067,1.28755,1.30476,1.36633,1.51289,1.6913,0.941252,0.934866,0.934866,0.934866,0.920817,0.920817,0.914432,0.945083,0.934866,0.93742,0.934866,0.923372,0.920817,0.913155,0.288841,0.339694,0.345414,0.362795,0.41851,0.524655,0.759764,0.339694,0.34203,0.346616,0.362714,0.418474,0.532712,0.781604,0.955185,0.940406,0.946975,0.942048,0.938764,0.937122,0.929204,0.940406,0.942048,0.942048,0.942048,0.938764,0.937122,0.914575,1.22453,1.26997,1.32718,0.0242668,1.1636,1.18981,1.21584,1.24696,1.3681,1.53075,1.62727,1.23811,1.27896,1.33081,0.0232748,1.16408,1.18981,1.21584,1.27346,1.37253,1.49283,1.62049,0.320685,0.333534,0.334245,0.00907349,0.254544,0.285087,0.291357,0.329956,0.358946,0.387098,0.425352,0.32219,0.327422,0.337341,0.0102618,0.173796,0.288226,0.300908,0.330937,0.368264,0.388795,0.471518,1.37202,1.84212,1.72884,0.0538199,1.28219,1.36271,1.38729,1.73868,2.00997,2.12066,2.23181,1.8029,1.48431,1.73919,0.0559392,1.12038,1.31591,1.38595,1.7459,2.0068,2.16552,2.29696,0.561,0.59615,0.553418,0.0153571,0.388156,0.460596,0.482694,0.556971,0.63025,0.662875,0.708431,0.583357,0.505181,0.560432,0.0162004,0.393685,0.456672,0.472389,0.561,0.633193,0.698875,0.716018,-9999,-9999
200403,4.735,0.885753,2.585,2.176,0.903226,6.757,3.16,0.870968,4.299,3.577,2.205,4.979,2.891,4.395,0.885753,2.504,2.161,0.903226,6.198,3.115,0.870968,285.487,132.802,0.887097,137.895,135.467,0.887097,281.239,0.885753,297.306,281.941,0.885753,-9999,-9999,289.314,289.314,0.0,-9999,-9999,2.387,2.387,0.0,96.517,96.517,0.0,2.352,1.396,0.870968,1.739,1.822,0.987231,0.20738168888737613,0.8004032258064515,245.07703956243057,0.8655913978494625,-9999,-9999,383.327,1.0,4.857,4.523,4.485,-9999,4.52,4.469,-9999,0.885753,0.885753,0.885753,-9999,0.885753,0.885753,-9999,21.698,22.926,20.293,17.825,0.885753,0.885753,0.885753,0.0,0.364236,0.885753,39.4424,-9999,-9999,-9999,12.6334,-9999,-9999,-9999,-9999,-9999,23.5161,24.4839,0.0,0.0,0.426219,0.401447,0.968414,0.968414,-9999,-9999,-9999,-9999,0.40325,0.390746,0.965054,0.965726,-9999,-9999,-9999,-9999,0.444388,0.450785,0.96586,0.965995,0.0187269,0.0195804,0.329295,0.373904,0.380944,0.40305,0.442479,0.515531,0.695089,0.3567,0.37704,0.385196,0.405864,0.442479,0.597253,0.692862,0.974462,0.964382,0.96371,0.969086,0.96371,0.961694,0.959677,0.972446,0.964382,0.965054,0.969086,0.96371,0.960349,0.959677,1.28908,1.24403,1.66174,1.59501,0.966276,0.966276,-9999,-9999,-9999,-9999,-0.401186,-0.402629,1.82318,1.82023,0.97012,0.97012,-9999,-9999,-9999,-9999,1.1758,1.22111,1.53564,1.59213,0.958944,0.960411,-9999,-9999,-9999,-9999,-0.335154,-0.400059,1.79328,1.81422,0.97012,0.97012,-9999,-9999,-9999,-9999,1.07871,1.13039,1.15393,1.21594,1.27533,1.28908,1.58975,1.12658,1.14137,1.16524,1.23929,1.28127,1.43779,1.58975,0.972141,0.957478,0.956012,0.957478,0.956012,0.966276,0.954545,0.970674,0.957478,0.970674,0.957478,0.966276,0.954545,0.954545,-0.421111,-0.412422,-0.401514,-0.360503,-0.311312,-0.216966,-0.182054,-0.420794,-0.413122,-0.408321,-0.366857,-0.317529,-0.219847,-0.186518,0.973842,0.971361,0.97012,0.97012,0.968879,0.965157,0.963916,0.973842,0.971361,0.97012,0.975083,0.967639,0.965157,0.963916,1.46608,1.38976,1.39749,0.0242327,1.20413,1.27717,1.29674,1.37616,1.44579,1.46608,1.79133,1.38974,1.31558,1.38184,0.0254472,1.18913,1.27258,1.28699,1.336,1.43584,1.45947,1.77945,1.03777,0.999012,0.946709,0.0165715,0.75813,0.83127,0.890632,0.910085,1.03805,1.04629,1.05231,1.03777,0.912332,0.937448,0.0186225,0.741176,0.782172,0.877097,0.90995,1.03587,1.04529,1.0772,0.893014,0.853287,0.917062,0.0318995,0.694018,0.759743,0.81264,0.849461,0.940767,1.13437,1.32941,0.831229,0.703606,0.892375,0.0287835,0.694018,0.748452,0.806727,0.833292,0.920849,0.963911,1.25701,0.766794,0.820298,0.823351,0.0164488,0.672495,0.706639,0.756153,0.812075,0.854107,0.887744,1.03043,0.887744,0.680311,0.806197,0.0149793,0.672495,0.703982,0.745821,0.794662,0.841691,0.853748,1.01497,-9999,-9999
200404,9.932,0.886111,7.211,2.437,0.901754,11.905,3.348,0.875862,9.196,8.126,2.258,9.953,3.121,9.748,0.886111,7.209,2.473,0.901754,11.601,3.441,0.875862,381.916,184.998,0.885417,187.289,186.706,0.885417,303.034,0.886111,315.994,303.427,0.886111,-9999,-9999,312.903,312.903,0.0,-9999,-9999,3.705,3.705,0.0,95.838,95.838,0.0,2.241,0.806,0.881944,2.047,2.05,0.869444,0.25575297555951354,0.7083333333333333,324.23480922767897,0.8652777777777778,-9999,-9999,379.887,0.885417,10.336,9.911,9.773,-9999,9.275,8.516,-9999,0.886111,0.886111,0.886111,-9999,0.886111,0.886111,-9999,22.121,25.612,20.751,17.924,0.886111,0.886111,0.886111,0.0,3.02434,0.886111,70.4732,-9999,-9999,-9999,13.3698,-9999,-9999,-9999,-9999,-9999,20.1667,27.8333,0.0,0.0,-2.38007,-2.38822,0.884722,0.884722,-9999,-9999,-9999,-9999,-2.43436,-2.38809,0.884722,0.884722,-9999,-9999,-9999,-9999,-2.35262,-2.35707,0.884583,0.884583,0.014412,0.0141143,-2.43738,-2.42447,-2.41863,-2.38569,-2.31465,-2.23706,-2.19932,-2.43396,-2.4311,-2.41863,-2.39942,-2.31539,-2.23777,-2.19047,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,0.884722,3.66045,3.63535,1.63013,1.59472,0.901754,0.901754,-9999,-9999,-9999,-9999,-6.47493,-6.47032,6.53124,6.54285,0.873522,0.873522,-9999,-9999,-9999,-9999,3.59165,3.6359,1.58644,1.5962,0.901754,0.901754,-9999,-9999,-9999,-9999,-6.51343,-6.47049,6.46778,6.54259,0.873522,0.873522,-9999,-9999,-9999,-9999,3.53531,3.56732,3.58409,3.64412,3.74881,3.85184,3.87922,3.53439,3.55916,3.57416,3.63003,3.74751,3.8523,3.89047,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,0.901754,-6.51233,-6.49236,-6.47742,-6.4709,-6.43058,-6.38846,-6.33422,-6.51081,-6.48238,-6.47685,-6.47032,-6.43079,-6.38979,-6.32543,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,0.873522,4.23118,4.13696,4.1808,0.0133681,4.03839,4.09321,4.11943,4.17074,4.23118,4.3015,4.33191,4.13696,4.10661,4.18799,0.0124349,4.07007,4.104,4.13696,4.17185,4.23118,4.3015,4.32382,6.5327,6.52504,6.53787,0.0088477,6.42104,6.48342,6.50312,6.53442,6.5754,6.58977,6.60295,6.54236,6.54097,6.54062,0.011257,6.42778,6.4849,6.50919,6.54157,6.57605,6.58977,6.61832,2.96929,3.37003,3.25912,0.0514572,2.90611,2.96128,2.99912,3.16179,3.33831,3.59143,3.79978,3.26554,3.29122,3.23232,0.0374663,2.93709,2.98756,3.02358,3.15573,3.3395,3.41668,3.69587,5.16954,5.19834,5.15358,0.0247462,4.97507,5.01264,5.03798,5.11315,5.18284,5.32347,5.42319,5.1455,5.158,5.13745,0.0179771,5.00058,5.02631,5.04767,5.09579,5.18354,5.236,5.3737,-9999,-9999
200405,12.657,1.0,9.222,2.47,1.0,14.539,3.415,1.0,11.938,10.632,2.233,12.653,2.93,12.657,1.0,9.222,2.47,1.0,14.539,3.415,1.0,454.06,219.358,1.0,225.165,219.358,1.0,315.134,1.0,326.936,315.134,1.0,-9999,-9999,326.714,326.714,0.0,-9999,-9999,4.622,4.622,0.0,96.053,96.053,0.0,3.452,2.887,0.999328,1.81,1.28,0.994624,0.20976408535446087,0.9079301075268815,414.8177010359115,0.9872311827956988,-9999,-9999,399.094,1.0,12.536,12.225,12.198,-9999,12.008,11.466,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,18.749,22.539,19.263,18.475,1.0,1.0,1.0,0.0,-1.03554,1.0,96.8469,-9999,-9999,-9999,-0.0588844,-9999,-9999,-9999,-9999,-9999,17.129,30.871,0.0,0.0,-7.73511,-7.74344,0.997312,0.997312,-9999,-9999,-9999,-9999,-7.76007,-7.74693,0.997312,0.997312,-9999,-9999,-9999,-9999,-7.71175,-7.69837,0.996774,0.996757,0.0212552,0.0248774,-7.85697,-7.78548,-7.76324,-7.74202,-7.70329,-7.69007,-7.58126,-7.8459,-7.78286,-7.76143,-7.7363,-7.69684,-7.69007,-7.57082,0.998656,0.997312,0.997312,0.997312,0.997312,0.997312,0.993952,0.998656,0.997312,0.997312,0.997312,0.997312,0.997312,0.995296,4.00117,3.97032,1.66042,1.62764,1.0,1.0,-9999,-9999,-9999,-9999,-13.7756,-13.7694,11.4549,11.4629,0.995901,0.995901,-9999,-9999,-9999,-9999,3.95855,3.96351,1.62788,1.62623,1.0,1.0,-9999,-9999,-9999,-9999,-13.7865,-13.7707,11.4547,11.4616,0.995901,0.995901,-9999,-9999,-9999,-9999,3.70826,3.83752,3.85762,3.9177,3.97839,4.00117,4.02624,3.7174,3.83648,3.86062,3.94248,4.00542,4.01359,4.02624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.8035,-13.7795,-13.777,-13.7404,-13.6637,-13.644,-13.535,-13.7958,-13.7794,-13.777,-13.7404,-13.6968,-13.6334,-13.5263,0.997917,0.995901,0.995901,0.996909,0.994892,0.994892,0.990828,0.995901,0.995901,0.995901,0.996909,0.994892,0.993884,0.992876,5.18286,5.13067,5.10341,0.0108977,5.01437,5.02378,5.03439,5.10995,5.16829,5.17923,5.18286,5.1307,5.11185,5.08777,0.010548,5.01437,5.02081,5.02995,5.08641,5.12634,5.17025,5.18286,12.8698,12.8776,12.8018,0.0274746,12.2848,12.6906,12.7624,12.8619,12.8788,12.8917,12.9192,12.8684,12.8719,12.7995,0.0271175,12.3763,12.7042,12.7471,12.8618,12.8776,12.8879,12.9192,4.88875,5.21429,5.15243,0.0239589,4.88875,4.97152,5.04964,5.15178,5.23461,5.25435,5.41311,5.08927,5.20894,5.14981,0.0228935,4.91108,4.9854,5.03733,5.16344,5.23454,5.24474,5.3909,11.9307,11.8662,11.8911,0.01223,11.7899,11.8065,11.8283,11.8862,11.9304,11.9548,11.99,11.8631,11.8896,11.891,0.0110211,11.7877,11.8137,11.8301,11.8963,11.9299,11.9511,11.9974,-9999,-9999
