TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19810101,1.559,0.878,1.054,2.695,0.674,26.462,297.977,0.624,97.086,1.967,4.232
19810102,1.757,1.705,0.947,1.845,0.553,20.315,318.505,0.603,97.05,5.955,4.231
19810103,4.556,4.216,0.696,5.123,0.659,20.36,335.601,1.304,96.027,10.536,6.434
19810104,2.298,2.693,1.569,1.638,0.494,16.789,326.872,0.218,95.254,26.179,3.752
19810105,-1.026,-1.32,0.645,-0.536,0.43,44.98,284.843,0.417,96.335,1.825,4.427
19810106,-0.874,-1.15,0.899,-0.414,0.646,24.554,299.184,0.196,96.058,10.385,4.266
19810107,-4.593,-5.1,1.148,-3.748,1.014,41.213,275.635,0.187,96.958,0.919,2.228
19810108,-7.782,-7.936,1.23,-7.525,2.874,62.765,253.898,0.099,97.869,0.603,1.237
19810109,-9.275,-9.333,2.798,-9.18,3.813,66.948,244.174,0.106,97.475,0.023,0.551
19810110,-2.665,-3.077,2.455,-1.978,1.463,27.9,306.683,0.173,96.005,2.738,0.793
19810111,-1.174,-1.357,0.505,-0.869,0.152,34.631,303.451,0.017,96.273,1.125,2.524
19810112,-2.487,-2.322,1.592,-2.761,1.778,59.517,284.491,0.184,96.093,0.629,1.399
19810113,-2.072,-2.231,1.301,-1.807,0.485,28.551,305.252,0.032,95.501,5.446,1.747
19810114,-3.966,-3.49,2.442,-4.758,2.104,69.614,285.608,0.409,95.927,0.711,2.452
19810115,0.683,0.432,1.329,1.102,0.883,54.587,302.821,0.453,94.222,13.513,5.468
19810116,-1.858,-1.881,1.156,-1.821,0.983,52.795,289.36,0.718,95.43,0.901,3.602
19810117,2.657,2.043,1.141,3.595,0.394,38.552,316.189,0.627,95.142,7.326,4.198
19810118,1.127,1.051,0.514,1.244,0.204,26.224,312.681,0.109,95.861,3.959,3.247
19810119,1.993,1.387,1.555,2.92,0.997,17.377,323.846,0.406,95.981,6.389,3.882
19810120,0.012,0.065,0.964,-0.07,0.153,28.388,308.482,0.022,95.611,12.423,2.318
19810121,-3.88,-4.283,1.497,-3.267,1.379,69.564,272.237,0.093,97.061,0.387,1.21
19810122,-7.694,-8.098,1.404,-7.076,2.543,82.296,238.041,0.029,97.29,0.0,1.392
19810123,-8.828,-9.735,2.106,-7.443,3.463,83.816,230.404,0.166,97.442,0.0,1.627
19810124,-8.041,-8.225,3.17,-7.76,3.619,79.802,239.911,0.049,97.116,0.009,0.428
19810125,-5.787,-6.235,5.562,-5.102,4.719,52.408,277.933,0.102,97.079,0.228,1.239
19810126,-0.054,-0.638,1.095,0.838,1.376,50.204,303.296,0.11,97.49,1.267,1.465
19810127,-3.83,-4.261,0.849,-3.171,1.198,80.091,261.858,0.002,98.061,0.027,1.645
19810128,-5.296,-5.79,1.744,-4.541,2.44,90.881,245.235,0.328,98.112,0.0,2.183
19810129,-6.225,-6.914,2.081,-5.174,2.876,92.315,242.063,0.293,97.888,0.0,1.183
19810130,-6.617,-7.086,2.058,-5.9,3.57,95.453,232.935,0.192,97.895,0.0,0.412
19810131,-6.202,-6.907,2.773,-5.127,3.862,97.621,243.789,0.478,98.092,0.0,0.633
19810201,-4.439,-5.261,4.578,-3.184,5.285,96.084,255.343,0.952,98.17,0.0,0.36
19810202,-2.986,-4.201,3.207,-1.13,4.386,97.717,255.595,1.13,98.117,0.0,0.36
19810203,-0.253,-0.995,5.005,0.787,3.933,66.158,290.422,1.33,96.675,3.699,2.92
19810204,3.254,3.078,1.785,3.501,0.77,24.885,327.29,0.505,94.606,12.829,3.992
19810205,-0.306,-0.238,0.258,-0.401,0.49,70.16,292.665,0.427,95.395,1.977,2.908
19810206,1.609,1.683,1.517,1.514,0.733,19.53,326.289,0.27,96.566,5.955,3.044
19810207,3.992,3.685,0.815,4.386,0.868,17.738,345.382,0.373,97.359,1.864,2.383
19810208,3.854,3.239,0.946,4.645,1.516,44.454,331.14,0.071,97.252,0.198,1.265
19810209,3.332,2.749,2.1,4.081,3.681,96.957,299.914,0.92,96.31,0.057,1.132
19810210,2.136,2.087,2.041,2.198,0.859,26.298,312.274,0.276,96.368,3.428,2.426
19810211,-1.17,-1.737,0.905,-0.44,1.307,97.239,270.631,0.411,96.812,1.363,1.316
19810212,-2.564,-3.144,1.388,-1.818,1.876,111.642,240.538,0.862,96.136,0.228,2.117
19810213,-3.341,-3.792,1.77,-2.76,2.606,123.207,228.642,1.118,96.181,0.012,3.39
19810214,-3.588,-4.263,2.03,-2.722,3.118,123.78,234.315,0.926,96.536,0.0,2.113
19810215,-2.726,-3.727,3.073,-1.439,3.93,122.55,241.559,1.27,96.473,0.0,1.145
19810216,-2.153,-2.685,2.207,-1.471,3.319,127.025,242.143,1.112,96.373,0.0,2.128
19810217,-2.796,-3.036,1.27,-2.488,1.641,83.129,270.583,0.515,96.426,0.162,2.718
19810218,-1.849,-1.972,0.41,-1.69,0.686,73.795,278.626,0.788,95.948,0.752,2.475
19810219,-2.669,-3.06,0.873,-2.165,1.208,82.292,270.661,0.565,95.682,0.534,2.272
19810220,-2.74,-3.056,1.154,-2.334,1.498,100.794,267.219,0.576,95.866,0.125,1.053
19810221,-2.023,-2.361,0.401,-1.588,0.584,91.785,283.503,0.602,96.138,1.157,1.158
19810222,-2.957,-3.205,1.681,-2.663,2.479,140.305,243.179,0.617,95.857,0.002,1.212
19810223,-1.735,-2.416,1.911,-0.931,2.459,104.085,274.777,0.704,95.767,0.069,0.835
19810224,-0.125,-0.812,1.615,0.688,2.423,124.77,268.665,0.898,96.067,0.979,1.231
19810225,-1.318,-1.869,1.474,-0.718,2.12,138.211,261.468,0.541,96.606,0.008,2.226
19810226,-0.648,-1.27,1.01,0.029,1.739,90.852,289.595,0.576,96.601,0.057,1.173
19810227,-1.178,-2.299,2.538,0.04,3.243,146.668,256.335,1.075,96.056,0.0,1.485
19810228,-0.446,-0.839,1.381,-0.019,1.183,42.909,313.151,0.551,95.59,3.258,0.731
19810301,3.588,2.378,2.173,4.903,2.797,102.155,310.836,0.85,95.83,5.263,1.344
19810302,4.518,3.369,1.45,5.767,2.151,115.259,308.335,0.697,95.608,6.112,1.261
19810303,1.69,1.822,0.718,1.546,0.332,23.508,324.05,0.007,94.891,17.903,1.222
19810304,1.518,0.664,0.473,2.447,0.967,71.001,321.38,0.127,95.431,6.332,1.366
19810305,1.589,0.661,1.817,2.597,2.983,83.282,301.703,0.689,95.944,0.285,1.101
19810306,2.72,1.533,2.931,4.011,3.681,79.814,303.869,0.872,95.983,1.996,1.311
19810307,8.192,6.682,3.213,9.834,4.252,154.738,305.317,2.678,96.535,1.502,1.739
19810308,7.306,6.629,2.43,8.041,1.99,39.624,335.563,0.947,96.423,3.323,1.921
19810309,10.755,9.421,1.773,12.205,2.915,135.905,320.496,3.354,96.77,0.565,3.267
19810310,11.275,10.725,1.318,11.824,2.445,54.399,358.747,2.532,96.698,1.659,2.162
19810311,13.805,12.405,2.471,15.205,3.508,69.626,362.506,5.992,95.965,3.59,3.049
19810312,10.274,10.299,2.34,10.25,0.929,27.421,357.747,1.062,95.368,21.543,3.085
19810313,6.852,6.443,0.607,7.261,1.252,112.764,314.916,1.425,95.251,3.765,3.335
19810314,5.991,5.147,1.118,6.835,1.928,155.359,291.193,2.267,95.388,1.529,3.283
19810315,4.378,3.219,1.306,5.538,2.415,139.999,297.629,1.126,95.574,3.117,1.074
19810316,3.427,2.375,0.857,4.479,1.656,120.079,299.266,0.652,95.719,4.176,2.047
19810317,-0.107,-0.678,0.87,0.464,1.362,91.042,287.448,0.226,95.622,2.907,1.851
19810318,-0.594,-1.475,0.856,0.217,0.894,133.11,285.284,0.45,95.632,2.018,1.545
19810319,1.918,0.375,5.332,3.338,5.596,204.345,255.869,2.486,95.788,0.008,1.522
19810320,6.512,4.852,4.434,8.04,5.455,197.163,279.772,4.366,95.498,0.0,1.001
19810321,9.138,7.137,2.781,10.979,5.215,180.642,294.688,5.357,95.753,0.159,1.682
19810322,7.326,5.676,2.935,8.845,4.274,147.46,294.907,3.054,95.318,0.699,2.383
19810323,9.263,8.071,2.349,10.36,3.608,106.451,332.135,2.921,95.685,5.734,2.538
19810324,13.619,12.266,1.173,14.863,2.691,103.186,359.38,4.805,95.91,4.443,4.406
19810325,15.335,14.098,2.342,16.382,3.62,174.475,341.751,5.2,96.086,0.277,1.859
19810326,11.339,10.922,1.23,11.692,0.885,69.7,341.499,2.039,95.991,10.236,2.567
19810327,8.711,7.379,2.473,9.838,4.193,181.471,307.052,3.134,96.111,0.009,2.158
19810328,10.001,8.602,4.002,11.185,5.352,196.885,305.024,4.557,95.479,0.0,1.109
19810329,12.785,11.734,2.517,13.674,4.097,214.263,315.225,5.305,95.032,0.03,1.3
19810330,9.761,9.831,1.162,9.701,0.416,70.099,348.312,0.959,95.583,6.873,1.317
19810331,9.31,8.928,0.898,9.633,1.245,105.207,344.277,0.321,95.504,1.133,1.293
19810401,10.765,9.592,1.656,11.758,2.275,153.378,341.741,1.248,95.644,0.208,1.369
19810402,11.555,10.551,1.751,12.405,2.418,142.185,347.266,1.577,95.887,0.107,1.339
19810403,12.091,11.105,2.497,12.925,2.976,149.821,344.128,2.105,96.316,0.266,1.218
19810404,11.557,10.578,1.705,12.386,3.606,166.854,342.049,2.059,96.451,1.228,0.787
19810405,8.491,8.904,1.73,8.141,0.72,43.456,358.749,0.569,96.259,3.011,1.592
19810406,8.82,8.172,2.647,9.368,3.479,123.388,342.249,1.204,96.224,7.522,1.301
19810407,12.19,10.813,5.074,13.355,5.606,213.148,314.677,5.047,96.621,0.073,0.61
19810408,14.219,13.074,1.388,15.109,2.896,146.418,337.284,5.221,96.76,3.079,0.874
19810409,13.247,11.678,2.287,14.368,4.725,203.211,322.46,4.445,96.825,0.764,1.231
19810410,14.151,12.551,3.723,15.293,5.494,246.151,307.673,5.703,96.57,0.0,1.986
19810411,14.562,13.455,2.796,15.353,3.886,158.216,333.805,5.056,96.119,0.514,0.898
19810412,16.454,15.537,1.848,17.109,2.918,165.029,348.222,5.608,96.329,1.885,0.905
19810413,15.985,14.519,2.229,17.032,4.328,208.387,337.916,5.456,96.634,0.45,0.797
19810414,15.072,14.028,2.279,15.817,5.026,215.421,333.67,4.771,96.607,0.551,1.534
19810415,14.296,13.158,1.431,15.109,4.139,187.705,334.939,4.365,96.511,2.093,1.006
19810416,13.159,11.444,1.791,14.384,3.398,210.57,320.706,5.755,96.077,0.916,2.462
19810417,6.74,6.125,1.614,7.18,3.414,261.66,270.68,4.726,95.786,0.0,4.99
19810418,3.308,2.326,1.685,4.01,3.22,218.974,268.738,3.441,96.027,0.035,4.494
19810419,2.217,0.809,3.628,3.222,3.871,172.442,282.262,2.468,96.032,0.583,1.7
19810420,5.09,3.869,2.892,5.962,3.573,198.996,301.624,2.512,96.065,0.677,2.149
19810421,6.465,4.443,3.22,7.91,4.872,255.391,277.478,4.483,96.521,0.0,1.999
19810422,6.005,3.586,3.988,7.733,5.345,274.223,276.024,3.378,96.188,0.0,1.796
19810423,6.122,4.401,3.21,7.351,4.63,237.655,285.315,3.476,95.578,0.0,1.872
19810424,6.118,4.988,3.484,6.924,4.315,201.877,303.69,3.029,95.293,0.0,2.642
19810425,9.315,7.399,3.355,10.682,4.618,228.987,312.113,4.639,95.313,0.49,1.303
19810426,5.198,4.952,3.669,5.359,1.521,101.798,326.087,1.081,95.08,4.336,2.417
19810427,3.142,2.387,1.578,3.636,1.858,143.044,315.18,1.07,95.415,3.371,2.366
19810428,4.324,3.671,1.524,4.751,1.971,145.896,321.018,0.897,96.183,5.144,2.763
19810429,5.285,4.685,1.946,5.678,1.587,109.581,329.782,1.244,96.446,1.917,2.292
19810430,8.904,7.34,2.779,9.842,3.049,109.22,342.974,2.406,96.086,0.631,1.932
19810501,10.175,8.928,0.586,10.923,1.438,127.554,352.525,1.865,95.422,2.369,2.884
19810502,7.246,7.112,0.512,7.326,1.101,117.733,342.631,1.381,95.403,6.434,1.522
19810503,6.017,5.919,0.965,6.077,2.094,126.694,331.246,2.003,95.351,3.261,2.26
19810504,5.248,4.654,0.458,5.604,1.862,168.43,320.159,1.294,94.581,6.323,3.442
19810505,5.356,4.761,1.025,5.712,1.503,176.603,316.529,0.919,95.163,4.952,2.968
19810506,8.241,6.323,3.415,9.392,3.395,87.153,329.595,1.987,96.25,0.197,1.771
19810507,12.689,10.298,5.921,14.124,6.519,283.825,303.425,5.614,95.987,0.0,1.772
19810508,14.659,14.095,1.394,14.996,3.047,165.368,345.772,4.167,95.681,3.101,0.898
19810509,15.801,14.331,3.039,16.683,5.262,291.011,318.381,6.889,95.372,0.001,1.558
19810510,16.114,14.401,3.024,17.142,4.683,259.697,330.081,8.27,94.85,0.0,1.391
19810511,10.376,10.813,2.732,10.114,0.843,102.234,343.047,2.111,94.78,3.521,2.253
19810512,10.698,9.176,3.207,11.611,3.872,240.694,316.403,3.491,95.219,0.61,0.83
19810513,10.675,10.195,0.607,10.964,1.525,99.97,356.569,2.487,95.591,1.405,0.996
19810514,11.971,10.516,1.938,12.844,2.341,185.413,343.702,3.053,95.969,1.831,1.295
19810515,12.136,10.499,2.43,13.118,3.479,161.514,338.622,2.687,96.149,2.08,1.08
19810516,12.382,10.208,0.771,13.574,3.01,209.169,333.276,3.18,96.016,4.358,1.581
19810517,11.225,9.934,2.615,11.932,3.011,229.485,326.883,3.144,96.203,4.27,1.003
19810518,14.339,12.435,3.253,15.382,5.309,267.193,318.31,6.488,96.5,0.032,1.055
19810519,17.247,15.44,3.614,18.238,5.27,262.677,331.82,8.784,96.719,0.001,1.02
19810520,18.004,16.414,3.371,18.876,5.13,281.393,338.816,8.135,96.614,0.001,1.019
19810521,19.449,16.734,0.926,20.938,3.644,251.289,362.903,7.665,96.3,9.069,1.182
19810522,12.47,12.79,1.631,12.294,0.927,107.917,356.967,1.422,96.687,12.841,1.882
19810523,14.031,12.006,3.745,15.044,4.238,254.195,330.488,5.281,96.527,0.127,1.015
19810524,12.989,12.735,0.698,13.116,1.665,144.48,359.549,2.418,96.157,10.052,1.914
19810525,10.412,10.158,0.877,10.539,0.456,47.979,360.29,0.197,95.645,24.134,1.369
19810526,8.435,8.3,0.367,8.503,0.721,121.427,348.695,0.447,95.469,18.856,0.86
19810527,8.835,7.954,0.987,9.276,1.784,110.683,342.288,1.256,95.65,14.446,2.275
19810528,11.09,9.16,2.526,12.055,3.637,208.164,327.388,3.779,96.272,3.01,1.848
19810529,14.595,12.977,2.816,15.404,3.149,162.926,359.465,3.103,96.412,11.242,1.915
19810530,17.019,15.196,2.987,17.93,3.933,225.1,348.298,4.783,96.359,2.294,0.669
19810531,18.854,16.745,2.817,19.909,4.704,264.515,351.281,6.53,96.334,0.71,0.784
19810601,21.016,18.883,3.159,22.082,4.398,291.009,359.136,9.065,96.419,3.154,1.216
19810602,22.181,20.583,1.653,22.98,3.848,278.004,365.06,9.065,96.253,0.136,1.197
19810603,19.044,17.295,0.857,19.919,2.528,187.806,376.41,4.261,95.953,11.991,1.602
19810604,12.034,12.164,1.612,11.969,0.66,95.775,361.964,2.184,96.369,7.921,3.169
19810605,14.298,12.097,3.889,15.398,4.541,268.381,328.544,5.93,96.625,0.006,0.843
19810606,17.336,15.632,2.678,18.188,4.047,243.642,345.7,6.323,96.45,2.063,0.704
19810607,18.586,16.684,2.63,19.537,3.812,228.749,366.776,5.14,96.301,8.034,1.097
19810608,18.145,17.665,0.841,18.385,1.673,88.087,379.614,2.757,96.139,6.295,0.952
19810609,19.04,16.42,0.808,20.349,2.801,204.019,375.314,4.52,96.064,6.398,1.593
19810610,15.65,14.587,1.663,16.181,3.031,140.964,371.32,4.431,96.756,1.966,1.378
19810611,18.144,15.684,4.711,19.374,5.902,325.728,336.946,7.235,96.816,0.0,0.861
19810612,19.808,17.325,2.615,21.049,4.599,288.558,358.494,7.233,96.884,0.914,1.832
19810613,17.894,16.926,1.344,18.378,2.684,181.203,373.989,4.989,97.205,1.815,2.326
19810614,19.148,16.743,4.496,20.35,5.466,330.64,333.064,9.002,97.072,0.0,1.261
19810615,21.61,18.813,3.971,23.008,5.552,334.886,340.562,12.089,96.663,0.0,0.931
19810616,18.28,16.626,1.49,19.108,1.121,182.075,357.185,5.356,96.321,0.979,2.536
19810617,12.386,11.363,1.247,12.898,1.74,193.011,335.14,4.098,96.356,1.537,2.499
19810618,9.139,8.305,0.473,9.556,1.12,186.916,336.794,1.038,96.582,5.436,1.713
19810619,10.094,8.614,1.626,10.835,2.248,193.409,336.385,2.679,96.642,1.578,1.334
19810620,11.288,9.158,3.698,12.352,4.247,292.308,317.018,4.431,96.546,0.091,1.101
19810621,11.309,10.124,1.116,11.902,1.137,226.536,337.852,2.133,96.485,6.775,1.741
19810622,9.473,7.753,1.401,10.332,2.471,228.738,322.642,1.447,96.557,7.238,2.282
19810623,12.616,11.011,3.282,13.419,3.367,168.698,358.438,3.115,96.263,1.697,3.674
19810624,14.77,12.712,1.96,15.8,3.656,222.937,357.183,3.552,96.026,5.671,1.314
19810625,14.961,13.278,1.73,15.803,3.08,246.069,346.94,3.617,95.935,2.152,0.732
19810626,14.483,13.708,0.993,14.871,1.727,159.145,356.592,2.212,95.762,6.176,1.231
19810627,16.361,13.831,3.01,17.626,4.183,279.828,341.917,5.203,95.975,1.528,1.13
19810628,16.898,14.799,1.439,17.947,3.208,234.009,364.561,3.574,95.691,2.85,1.819
19810629,12.316,11.464,0.943,12.742,1.946,189.872,348.495,3.611,96.436,8.142,4.216
19810630,11.64,10.261,2.034,12.33,3.129,158.719,341.884,3.921,96.777,0.025,1.773
19810701,14.652,12.983,4.36,15.486,4.831,323.465,319.347,6.374,96.414,0.992,0.78
19810702,18.756,16.537,3.926,19.865,5.085,309.172,345.186,7.816,95.803,1.509,1.236
19810703,15.136,15.122,2.749,15.144,1.209,60.621,376.346,1.574,95.811,19.625,2.114
19810704,15.132,13.319,2.51,16.039,3.479,219.361,346.056,5.102,96.792,1.359,1.973
19810705,17.415,15.731,3.218,18.256,4.126,251.722,346.374,6.715,96.835,0.107,0.517
19810706,18.791,16.928,1.617,19.723,3.187,246.846,361.845,5.358,96.92,3.516,1.197
19810707,19.879,17.881,2.582,20.878,3.898,250.795,366.732,7.033,96.83,0.42,1.26
19810708,20.371,17.782,2.499,21.666,4.259,264.791,359.497,7.099,96.434,2.334,0.93
19810709,20.73,18.721,1.67,21.734,3.59,231.362,368.897,7.583,96.137,0.433,1.078
19810710,19.625,18.115,1.515,20.379,3.255,186.883,373.651,5.287,96.099,5.759,1.012
19810711,18.235,17.653,0.701,18.525,1.731,109.054,397.9,2.431,96.357,8.659,1.193
19810712,17.802,17.091,1.077,18.158,1.908,133.591,383.433,3.967,96.662,2.318,1.288
19810713,16.534,15.158,1.201,17.222,1.591,150.511,367.963,2.648,96.615,1.643,1.902
19810714,16.053,14.172,3.202,16.994,3.598,230.88,348.547,4.963,96.77,0.134,1.456
19810715,17.64,16.106,2.002,18.407,2.892,160.838,362.998,4.935,96.763,0.845,1.427
19810716,19.16,17.374,1.752,20.053,3.299,219.69,373.575,7.072,96.504,0.544,2.082
19810717,17.073,15.491,0.716,17.864,1.617,149.984,372.939,3.284,96.029,5.812,1.983
19810718,11.87,11.951,1.783,11.83,0.588,60.81,368.251,0.854,95.773,23.49,1.283
19810719,10.807,10.299,0.588,11.061,1.218,142.321,356.048,1.036,96.348,13.802,2.742
19810720,12.068,11.726,1.598,12.24,1.495,52.037,363.821,1.078,96.621,5.173,2.542
19810721,15.883,14.419,1.771,16.614,2.511,174.846,369.281,3.403,96.471,1.863,2.558
19810722,17.926,15.568,2.553,19.219,3.769,193.284,363.632,5.572,95.954,3.377,1.379
19810723,14.701,14.329,1.431,14.905,0.592,68.311,367.243,1.764,95.743,23.614,1.58
19810724,12.273,11.167,0.703,12.879,1.024,103.271,348.413,1.164,96.184,5.32,1.111
19810725,12.021,10.71,0.534,12.74,1.903,199.4,344.117,1.793,96.691,9.067,2.451
19810726,12.522,11.15,1.464,13.274,2.407,200.699,345.161,2.897,97.137,1.734,1.84
19810727,13.27,12.045,1.932,13.942,2.627,84.037,357.782,1.939,96.996,2.972,2.209
19810728,15.859,13.395,2.627,17.21,4.344,286.439,327.35,5.778,96.836,0.347,1.269
19810729,18.71,16.421,4.479,19.965,5.298,302.083,334.172,8.657,96.567,0.151,1.481
19810730,20.725,18.78,4.647,21.792,5.928,299.596,347.953,8.744,96.58,0.29,0.686
19810731,21.806,20.813,2.879,22.402,4.334,238.892,374.863,7.173,96.247,0.902,0.618
19810801,22.445,21.058,1.203,23.277,2.98,225.795,372.633,9.565,96.204,0.315,1.246
19810802,20.033,18.689,1.211,20.839,2.672,159.154,382.325,4.712,96.561,4.298,1.259
19810803,21.054,19.404,2.809,22.045,4.169,236.723,375.677,6.088,97.257,2.846,0.927
19810804,21.864,19.839,3.335,23.078,4.892,261.728,369.272,7.653,97.273,0.313,1.303
19810805,22.667,20.871,4.201,23.744,5.237,269.47,367.87,9.606,96.668,0.066,0.829
19810806,22.436,20.324,1.46,23.704,3.336,212.984,378.944,7.183,96.233,7.602,1.138
19810807,20.368,18.243,1.943,21.643,3.691,227.625,375.855,5.645,96.315,5.79,0.81
19810808,20.152,18.61,0.551,21.077,2.784,188.37,377.69,4.111,96.288,6.101,0.793
19810809,17.603,16.039,0.593,18.541,1.682,122.557,383.97,2.745,96.321,4.62,1.884
19810810,15.312,14.716,0.571,15.669,1.225,90.548,380.362,1.665,96.406,1.282,1.786
19810811,14.855,13.817,1.457,15.477,2.571,173.15,363.503,2.691,96.234,0.876,1.372
19810812,16.693,15.186,2.079,17.597,3.121,156.021,377.219,3.545,96.31,0.806,2.171
19810813,17.878,16.325,2.565,18.809,3.998,174.094,366.989,4.654,96.401,0.247,1.958
19810814,18.968,16.732,3.236,20.309,4.707,274.482,342.395,7.303,96.508,0.002,1.552
19810815,20.098,17.928,3.228,21.399,5.15,275.964,348.072,8.307,96.519,0.0,0.784
19810816,20.819,18.28,1.862,22.483,4.215,203.457,379.41,6.311,96.272,17.719,1.76
19810817,16.252,15.587,1.437,16.687,2.354,180.622,357.803,4.447,96.65,3.197,2.648
19810818,15.123,13.487,3.569,16.195,4.708,280.033,310.563,5.878,96.774,0.002,1.704
19810819,17.328,14.591,4.091,19.121,5.483,242.851,339.737,6.767,96.437,0.0,1.445
19810820,16.311,14.641,1.154,17.504,3.149,197.517,351.253,4.907,95.796,5.541,2.934
19810821,13.597,12.958,0.797,14.053,1.95,183.287,345.425,3.107,96.011,7.645,1.856
19810822,13.87,12.418,3.402,14.908,4.575,253.26,324.12,4.5,96.472,0.052,1.407
19810823,14.216,13.198,1.389,14.944,1.575,99.471,359.198,2.246,96.643,2.836,2.208
19810824,12.59,10.51,3.483,14.077,3.789,174.689,333.999,3.627,97.1,0.742,1.792
19810825,14.245,12.399,2.436,15.563,4.273,243.98,320.316,5.257,97.23,0.001,2.288
19810826,14.467,12.487,4.731,15.881,5.119,253.975,318.07,5.437,97.337,0.0,1.149
19810827,16.067,14.237,2.195,17.374,4.038,192.008,339.566,5.237,97.133,0.094,1.237
19810828,14.992,12.469,3.118,16.794,4.941,231.955,328.397,4.859,96.651,0.061,1.622
19810829,16.009,13.92,3.817,17.501,4.843,248.076,322.422,5.845,96.152,0.067,1.102
19810830,16.851,14.993,3.048,18.178,5.156,226.544,331.617,6.085,96.133,0.007,0.707
19810831,17.652,16.034,3.236,18.807,4.817,207.986,349.476,5.344,96.206,1.18,0.963
19810901,15.337,15.112,0.733,15.497,0.774,43.048,381.269,0.742,96.337,23.045,1.039
19810902,14.678,13.791,1.943,15.311,2.828,130.12,368.62,1.843,96.674,1.719,0.979
19810903,14.314,13.366,0.956,14.991,2.193,136.084,356.163,2.111,96.835,2.814,1.969
19810904,12.774,11.883,1.843,13.41,2.713,107.119,353.199,2.761,96.855,0.464,3.158
19810905,13.502,12.377,2.433,14.376,3.709,150.296,346.0,3.177,96.823,0.004,1.581
19810906,14.529,13.053,2.898,15.676,4.844,222.74,326.606,4.386,96.893,0.0,1.635
19810907,15.959,14.06,3.842,17.566,5.743,199.204,340.174,4.413,96.809,0.005,0.821
19810908,18.228,16.477,1.742,19.71,3.344,141.48,367.477,4.574,96.83,5.354,1.355
19810909,17.177,16.043,1.021,18.138,1.824,97.321,380.796,1.97,96.836,9.522,0.811
19810910,15.114,13.8,1.896,16.226,2.739,148.101,363.536,1.947,96.296,1.854,1.168
19810911,16.514,15.922,1.437,17.016,1.946,120.579,372.974,2.214,96.232,5.498,1.18
19810912,16.608,15.093,1.982,17.89,3.633,148.676,372.915,2.395,96.242,11.449,0.843
19810913,14.67,13.819,1.451,15.389,0.878,79.322,367.264,2.052,96.604,3.41,1.533
19810914,12.022,10.91,1.624,12.963,2.771,168.4,328.986,2.549,96.862,0.946,1.638
19810915,11.798,11.202,1.574,12.303,2.021,56.694,354.259,1.544,96.813,3.724,0.999
19810916,14.683,13.674,1.08,15.536,2.106,77.529,368.934,1.211,96.643,2.707,1.476
19810917,14.785,13.124,1.378,16.19,2.856,112.701,360.532,2.345,96.51,1.471,0.957
19810918,14.907,13.224,3.2,16.331,5.011,165.244,352.085,3.084,96.023,5.71,1.025
19810919,13.841,13.721,1.062,13.943,0.373,31.1,378.402,0.459,96.02,15.692,1.057
19810920,17.139,15.663,3.303,18.497,3.515,165.674,354.474,3.907,95.737,0.001,1.332
19810921,18.024,16.34,1.891,19.573,3.565,152.979,357.987,4.105,95.825,0.257,1.297
19810922,17.519,16.552,1.979,18.408,3.18,128.715,364.832,2.975,95.844,2.58,1.08
19810923,13.959,14.137,1.44,13.796,0.878,37.501,372.468,1.62,96.429,11.505,1.667
19810924,10.823,10.255,1.677,11.346,2.092,76.682,352.017,0.599,96.043,3.139,1.299
19810925,12.836,11.725,2.463,13.858,3.721,142.457,346.615,2.435,95.46,0.459,1.15
19810926,12.624,11.528,1.912,13.632,3.169,116.056,347.48,1.288,95.097,2.053,1.349
19810927,10.144,9.727,0.878,10.528,1.365,62.174,345.732,1.059,95.555,13.316,1.377
19810928,9.104,8.645,0.474,9.527,0.867,44.746,349.183,0.411,95.715,8.894,0.954
19810929,10.155,9.173,1.282,11.059,1.681,91.528,342.429,1.884,96.423,6.995,1.643
19810930,9.161,7.473,2.902,10.849,4.295,173.735,297.007,2.17,96.565,0.016,1.921
19811001,10.157,9.337,4.196,10.976,4.937,149.152,315.712,1.919,95.727,0.006,0.801
19811002,11.281,11.117,0.66,11.444,0.844,40.346,355.11,0.718,94.976,7.903,0.93
19811003,9.794,9.457,0.394,10.131,1.053,58.243,343.996,0.618,94.679,4.832,1.479
19811004,10.472,9.742,2.737,11.266,3.208,151.513,326.244,3.42,95.509,0.397,2.142
19811005,13.45,12.33,2.451,14.667,3.672,107.741,348.341,2.403,95.875,1.8,0.77
19811006,14.389,13.167,3.0,15.716,4.626,143.897,347.026,2.644,95.865,10.599,1.01
19811007,13.99,12.795,1.93,15.288,1.539,127.45,336.084,3.167,96.782,3.337,2.708
19811008,11.53,10.646,2.978,12.49,4.196,151.156,307.289,3.318,97.057,0.0,0.664
19811009,11.718,10.705,4.221,12.818,4.521,105.726,339.527,2.737,96.377,4.444,1.163
19811010,12.11,11.946,0.77,12.29,1.226,78.989,355.523,2.894,96.084,5.938,3.753
19811011,11.621,10.995,2.34,12.301,0.616,79.495,343.29,2.961,95.55,11.083,5.006
19811012,8.743,8.924,3.121,8.546,2.562,28.856,352.241,0.736,95.285,16.691,2.713
19811013,7.334,7.018,1.057,7.676,1.397,100.741,322.546,1.494,95.945,1.531,3.043
