TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19911210,19911216,-4.964,-5.597,2.253,-3.91,2.97,58.303,248.352,0.54,97.716,0.137,0.625
19911217,19911223,4.315,4.227,1.709,4.461,0.804,21.432,327.548,0.753,96.276,10.944,4.166
19911224,19911231,-0.37,-0.754,1.154,0.271,1.334,45.818,284.326,0.489,97.778,0.76,1.696
19920101,19920107,0.392,-0.248,1.932,1.457,2.793,55.739,270.16,0.822,97.667,0.014,1.2
19920108,19920114,1.239,0.924,1.275,1.765,1.357,49.159,293.989,0.517,96.754,1.861,1.026
19920115,19920121,-1.245,-1.313,1.174,-1.132,1.256,60.766,279.691,0.308,97.051,0.911,2.081
19920122,19920128,-4.128,-4.621,1.776,-3.376,1.997,73.664,259.847,0.388,97.455,0.024,1.4
19920129,19920204,0.326,-0.141,1.414,1.029,1.822,75.309,277.202,0.874,97.252,2.138,1.935
19920205,19920211,2.557,2.022,1.708,3.246,2.039,69.973,296.418,0.714,96.93,3.029,1.643
19920212,19920218,2.242,1.747,1.337,2.879,1.283,66.709,303.535,0.751,96.488,3.636,2.62
19920219,19920225,-0.06,-0.887,2.492,0.934,3.295,123.069,264.106,1.667,97.325,0.0,1.798
19920226,19920303,5.813,4.772,2.746,6.945,4.18,127.117,287.973,2.823,97.395,0.464,1.138
19920304,19920310,7.176,6.241,2.385,8.172,3.669,131.528,300.098,2.798,97.351,0.338,1.289
19920311,19920317,5.619,5.265,1.673,5.955,1.675,88.441,320.329,1.839,96.484,5.101,3.802
19920318,19920324,6.396,5.639,1.95,7.092,2.608,119.755,315.761,2.122,96.025,4.438,2.523
19920325,19920331,3.716,2.941,1.549,4.372,2.088,148.723,298.193,1.715,94.368,2.199,1.9
19920401,19920407,4.324,3.48,2.12,5.024,2.644,136.037,310.58,1.299,94.767,7.255,1.744
19920408,19920414,8.236,7.11,2.769,9.04,4.251,223.23,289.919,4.847,96.016,0.343,2.646
19920415,19920421,6.553,6.005,2.102,6.944,2.639,168.46,317.905,2.408,96.457,4.178,2.225
19920422,19920428,13.861,12.63,2.564,14.695,3.431,185.613,336.23,5.842,96.062,4.078,2.018
19920429,19920505,8.515,7.928,1.434,8.867,1.948,137.95,337.03,1.592,96.417,3.841,1.979
19920506,19920512,13.611,12.314,2.404,14.388,3.35,226.016,331.406,5.761,96.418,1.546,2.299
19920513,19920519,18.146,16.552,2.705,19.053,4.385,305.176,326.553,9.446,96.934,0.337,1.998
19920520,19920526,15.049,13.312,1.911,15.943,3.528,264.275,332.232,5.273,96.12,2.575,1.143
19920527,19920602,16.424,15.149,1.554,17.061,2.75,203.199,358.083,3.946,95.742,3.471,1.109
19920603,19920609,12.758,11.768,1.316,13.253,1.915,160.039,350.655,2.08,95.716,6.278,1.51
19920610,19920616,15.989,14.477,2.071,16.744,3.38,234.601,347.081,4.783,96.068,2.642,1.771
19920617,19920623,14.909,13.816,1.604,15.456,2.312,188.881,356.621,3.619,95.944,5.307,2.348
19920624,19920630,17.145,15.347,1.703,18.045,3.356,236.458,353.766,5.591,96.24,2.351,1.666
19920701,19920707,15.696,14.691,1.459,16.198,2.264,183.28,363.305,3.175,95.992,5.279,1.103
19920708,19920714,16.044,14.529,1.436,16.801,2.627,191.488,359.398,3.623,96.215,5.689,1.705
19920715,19920721,21.112,19.169,2.088,22.1,3.535,245.855,371.428,7.2,96.516,0.772,1.287
19920722,19920728,19.564,17.955,2.129,20.447,3.109,224.702,365.124,6.085,96.762,2.855,1.674
19920729,19920804,22.133,20.246,2.143,23.253,3.689,249.835,373.449,8.694,96.5,3.142,1.606
19920805,19920811,21.578,20.224,2.811,22.39,3.763,222.078,371.735,8.561,96.55,2.276,1.316
19920812,19920818,17.832,16.141,2.427,18.909,3.732,217.676,352.07,6.71,96.452,1.283,1.645
19920819,19920825,20.889,19.222,1.836,22.08,3.441,205.325,370.671,7.433,96.294,4.631,1.499
19920826,19920901,18.244,16.857,2.561,19.235,3.167,178.541,364.175,6.287,95.825,8.759,1.933
19920902,19920908,12.073,10.99,2.521,12.928,3.058,156.342,333.267,3.64,96.64,2.847,2.048
19920909,19920915,14.668,13.793,1.66,15.409,2.586,113.503,359.458,2.503,96.752,4.808,1.32
19920916,19920922,15.806,14.586,2.196,16.88,3.534,147.904,350.454,3.074,96.505,0.558,1.048
19920923,19920929,13.299,12.712,1.904,13.842,2.488,112.721,347.909,1.985,96.358,3.35,1.056
19920930,19921006,11.239,10.626,1.11,11.867,1.702,82.715,349.948,1.077,95.382,1.953,1.452
19921007,19921013,8.888,8.59,1.057,9.213,1.547,78.624,345.468,0.833,96.061,2.438,1.902
19921014,19921020,4.712,4.343,1.681,5.117,1.941,74.719,317.959,0.896,95.449,4.089,1.519
19921021,19921027,5.562,5.217,1.69,6.006,1.345,58.343,321.562,0.979,95.473,5.888,3.412
19921028,19921103,5.53,5.181,1.193,5.979,1.272,52.083,324.195,0.827,95.741,5.584,2.104
19921104,19921110,7.446,6.912,1.754,8.192,1.974,63.318,319.317,0.7,97.036,2.387,1.288
19921111,19921117,4.343,4.222,1.526,4.528,1.021,34.839,323.523,0.629,95.416,8.944,2.6
19921118,19921124,6.253,5.711,1.564,7.08,1.317,39.115,324.478,0.862,96.466,4.889,2.581
19921125,19921201,7.243,6.603,2.132,8.246,1.594,33.898,319.892,1.361,96.768,3.737,2.051
19921202,19921208,3.755,3.696,1.587,3.853,1.293,29.28,316.479,0.679,94.927,7.331,1.83
19921209,19921215,0.492,0.134,1.142,1.09,1.084,36.607,298.273,0.279,96.477,1.594,1.723
19921216,19921222,2.303,1.928,1.273,2.928,1.895,51.775,285.633,0.569,96.635,0.038,0.511
19921223,19921231,-2.802,-3.091,1.09,-2.322,1.616,54.694,263.185,0.324,97.202,0.022,1.273
19930101,19930107,-4.553,-5.068,2.083,-3.694,2.445,52.592,259.067,0.605,97.392,0.379,1.701
19930108,19930114,6.664,6.104,1.851,7.596,1.496,34.991,322.161,1.716,96.805,1.833,2.69
19930115,19930121,4.322,3.669,1.981,5.33,2.615,53.812,295.678,1.059,97.522,0.027,1.585
19930122,19930128,5.189,5.038,1.511,5.42,1.533,47.189,317.197,1.71,96.793,3.623,3.497
19930129,19930204,1.493,0.999,1.236,2.223,1.78,81.737,282.287,0.521,97.475,0.025,1.049
19930205,19930211,1.712,1.146,1.44,2.455,2.54,100.671,278.546,0.955,97.563,0.076,0.825
19930212,19930218,0.575,0.239,1.417,1.007,1.941,92.657,277.422,0.807,97.451,0.725,0.833
19930219,19930225,-2.326,-2.791,1.357,-1.774,1.437,101.304,270.446,0.736,96.369,2.671,3.044
19930226,19930304,-1.158,-1.626,1.516,-0.65,1.963,109.357,283.264,0.884,95.405,0.967,1.787
19930305,19930311,1.356,0.352,2.466,2.415,3.284,140.498,272.869,1.897,96.546,0.369,1.713
19930312,19930318,8.99,7.868,2.725,10.09,4.132,158.221,299.939,4.568,97.09,0.088,1.344
19930319,19930325,8.09,7.522,1.743,8.601,2.225,124.312,320.8,2.537,96.717,4.759,1.755
19930326,19930401,3.432,1.945,2.618,4.691,3.888,210.572,270.475,3.521,96.395,1.576,1.735
19930402,19930408,5.565,5.067,1.576,5.979,1.657,111.198,326.307,1.342,95.81,5.42,2.243
19930409,19930415,8.255,7.466,1.679,8.819,2.521,179.16,314.777,2.311,95.383,4.011,1.287
19930416,19930422,11.897,10.303,2.156,13.036,3.54,222.788,316.996,5.249,96.353,1.396,1.586
19930423,19930429,14.886,13.673,2.686,15.715,4.238,251.084,321.872,7.414,95.427,0.91,1.595
19930430,19930506,11.632,10.647,0.853,12.222,1.927,167.118,345.98,2.115,96.116,3.424,1.853
19930507,19930513,13.682,12.349,1.701,14.482,2.823,194.178,341.187,3.838,95.81,3.283,1.329
19930514,19930520,14.318,12.672,1.904,15.244,2.992,230.253,338.776,4.328,95.789,4.062,1.329
19930521,19930527,16.208,14.565,3.002,17.033,3.769,255.926,339.853,6.839,96.081,3.679,1.49
19930528,19930603,14.427,12.946,1.652,15.167,2.515,228.022,339.918,4.147,96.16,3.509,1.99
19930604,19930610,19.458,17.67,2.132,20.351,3.867,263.933,358.613,7.169,96.191,1.528,1.326
19930611,19930617,13.44,12.537,1.577,13.891,1.916,161.538,356.546,2.505,96.36,5.006,2.336
19930618,19930624,17.205,16.087,1.77,17.763,2.651,206.387,360.317,4.367,96.233,6.137,1.285
19930625,19930701,16.767,15.002,2.291,17.65,3.402,243.836,344.967,6.182,96.398,1.051,1.68
19930702,19930708,17.98,16.789,2.595,18.575,3.415,251.239,354.584,6.387,96.679,7.886,1.34
19930709,19930715,14.06,13.106,2.117,14.536,2.6,181.084,352.084,3.757,96.232,9.656,2.015
19930716,19930722,16.793,15.556,1.047,17.42,2.194,186.111,365.687,3.688,96.337,9.342,1.858
19930723,19930729,17.879,16.228,2.613,18.784,3.426,244.022,351.283,6.862,96.561,1.032,2.111
19930730,19930805,19.76,18.244,2.023,20.649,3.852,240.235,362.635,6.769,96.544,4.55,1.481
19930806,19930812,17.583,16.252,2.173,18.382,3.206,206.688,352.629,6.024,96.415,1.564,1.935
19930813,19930819,19.955,18.493,1.97,20.876,3.923,205.59,365.77,6.008,96.703,1.182,1.129
19930820,19930826,16.653,15.634,2.004,17.381,3.058,159.994,367.661,5.152,96.265,7.566,1.625
19930827,19930902,11.951,10.7,2.094,12.844,3.21,171.698,328.453,3.125,96.657,4.794,1.896
19930903,19930909,12.61,11.784,1.553,13.266,2.225,151.893,340.765,2.284,95.936,3.899,1.447
19930910,19930916,12.794,11.686,1.124,13.731,1.976,146.685,339.952,2.723,95.332,5.632,2.379
19930917,19930923,15.338,14.335,1.977,16.231,3.15,136.66,356.112,2.687,96.358,1.98,1.03
19930924,19930930,9.858,9.068,1.317,10.607,1.669,95.701,345.286,1.165,95.844,4.907,1.709
19931001,19931007,10.416,9.9,1.691,10.962,1.875,98.643,335.027,1.471,95.123,4.231,1.473
19931008,19931014,10.913,10.113,1.56,11.782,2.37,95.138,332.936,1.826,95.357,4.288,1.484
19931015,19931021,6.765,6.422,1.186,7.146,1.553,79.237,332.561,0.57,96.566,2.72,1.57
19931022,19931028,3.554,3.4,0.771,3.751,0.915,57.504,324.583,0.237,96.46,1.646,2.155
19931029,19931104,5.1,4.594,1.45,5.75,2.408,94.59,304.419,0.524,96.241,0.262,0.66
19931105,19931111,5.533,5.361,0.888,5.788,1.033,35.678,339.446,0.333,95.775,3.485,0.946
19931112,19931118,2.062,1.611,0.88,2.749,1.024,52.846,302.253,0.602,96.976,1.668,2.526
19931119,19931125,-2.703,-2.984,0.97,-2.275,1.309,67.608,266.652,0.438,96.437,0.524,1.212
19931126,19931202,-2.664,-2.989,1.164,-2.151,1.525,57.099,272.686,0.312,96.493,0.374,1.249
19931203,19931209,4.289,3.921,1.548,4.904,1.408,34.892,323.123,0.918,96.517,1.867,2.684
19931210,19931216,4.856,4.734,1.52,5.059,1.119,39.735,311.408,1.764,95.449,4.977,3.58
19931217,19931223,6.453,6.248,2.084,6.794,1.144,28.307,323.897,1.743,96.097,4.143,4.633
19931224,19931231,1.55,1.286,1.033,1.989,0.883,37.871,306.738,0.853,95.445,5.127,2.516
19940101,19940107,4.318,4.217,1.262,4.486,1.294,31.202,317.925,0.7,94.899,4.977,2.302
19940108,19940114,3.278,3.115,1.265,3.549,1.211,31.87,315.562,0.574,95.755,3.344,1.701
19940115,19940121,-1.826,-2.038,1.163,-1.49,1.423,56.992,273.917,0.212,96.448,2.036,1.275
19940122,19940128,3.017,2.918,1.859,3.167,1.34,45.33,312.763,0.874,96.886,5.127,3.652
19940129,19940204,3.819,3.367,1.514,4.501,2.15,68.228,294.339,1.88,96.345,0.411,1.647
19940205,19940211,2.523,2.174,0.658,2.978,1.186,65.497,309.989,0.472,96.099,2.453,1.47
19940212,19940218,-1.663,-2.109,1.322,-1.089,1.613,93.804,269.882,0.777,96.146,0.216,2.178
19940219,19940225,2.808,2.177,1.807,3.556,1.971,73.642,297.498,1.1,95.675,2.318,1.838
19940226,19940304,7.011,6.428,2.117,7.645,2.992,112.189,310.743,2.142,96.245,2.466,1.757
19940305,19940311,9.319,8.731,2.567,9.948,3.632,119.403,316.507,2.949,96.927,1.152,1.413
19940312,19940318,7.453,6.921,1.35,7.973,1.837,121.665,317.844,2.625,96.542,1.902,3.872
19940319,19940325,10.374,9.359,1.664,11.298,2.408,132.818,326.612,3.824,96.406,2.958,3.13
19940326,19940401,9.346,8.428,2.678,10.123,3.074,151.38,311.023,3.545,96.125,2.414,2.333
19940402,19940408,2.968,2.069,1.329,3.722,1.97,160.048,297.097,1.123,95.634,4.61,2.484
19940409,19940415,3.076,2.363,1.065,3.585,1.463,130.868,316.495,0.608,95.432,6.274,2.358
19940416,19940422,7.749,7.107,1.882,8.208,2.329,154.889,329.324,1.794,95.356,2.617,1.652
19940423,19940429,12.293,11.236,2.305,13.012,3.301,208.172,326.455,4.199,96.539,3.052,1.441
19940430,19940506,12.675,11.323,2.578,13.486,3.455,213.275,324.977,4.92,96.562,1.578,1.902
19940507,19940513,12.373,11.351,1.944,12.986,2.615,180.005,343.025,2.838,95.814,4.441,1.622
19940514,19940520,13.273,12.5,1.114,13.718,1.942,143.088,351.813,2.725,95.354,11.34,1.585
19940521,19940527,13.768,12.537,1.201,14.4,2.249,181.793,350.176,2.558,95.863,7.415,1.665
19940528,19940603,15.689,13.888,2.49,16.589,3.395,248.274,345.14,5.196,96.378,4.31,1.473
19940604,19940610,12.503,11.339,1.818,13.084,2.527,208.23,340.836,3.565,96.62,5.177,2.444
19940611,19940617,14.51,12.859,2.293,15.336,3.213,251.405,337.001,5.597,96.579,1.401,2.503
19940618,19940624,19.186,17.471,2.303,20.043,3.45,253.95,357.346,6.916,96.569,2.162,1.464
19940625,19940701,21.363,19.607,1.769,22.241,3.23,242.65,375.933,6.106,96.444,2.576,1.277
19940702,19940708,21.114,19.475,1.58,21.933,3.101,240.358,371.18,8.162,96.376,6.435,1.355
19940709,19940715,20.131,18.2,2.523,21.097,3.818,277.753,355.722,8.006,96.625,1.687,1.521
19940716,19940722,20.361,19.229,2.029,20.941,2.897,222.602,377.808,5.625,96.3,4.582,1.296
19940723,19940729,22.271,20.265,2.019,23.372,3.591,249.884,373.858,8.643,96.344,2.617,1.069
19940730,19940805,21.9,20.354,2.253,22.821,3.569,232.187,375.681,8.109,96.391,2.504,0.985
19940806,19940812,20.559,18.992,1.318,21.499,2.835,213.352,375.61,5.676,96.068,6.814,1.656
19940813,19940819,16.368,14.699,2.431,17.416,3.261,204.574,349.467,4.996,96.415,4.448,1.968
19940820,19940826,19.405,18.159,2.197,20.294,3.151,177.675,372.273,5.887,96.126,8.436,1.296
19940827,19940902,16.743,15.671,1.609,17.509,2.785,158.916,366.279,3.267,96.198,6.201,1.135
19940903,19940909,15.818,15.142,1.559,16.352,2.565,157.432,354.188,4.282,96.166,7.371,1.617
19940910,19940916,13.422,12.813,0.922,13.938,1.492,106.941,355.358,2.207,95.665,9.634,2.181
19940917,19940923,10.666,10.207,1.541,11.072,2.303,133.048,337.966,1.83,96.155,2.285,1.456
19940924,19940930,15.152,14.934,0.909,15.355,1.919,93.959,371.045,1.551,96.467,2.069,1.175
19941001,19941007,9.581,8.808,1.554,10.387,2.021,112.963,324.281,1.593,96.593,3.14,1.97
19941008,19941014,8.818,7.675,3.031,10.061,4.172,130.378,310.925,2.371,96.992,0.078,0.987
19941015,19941021,9.08,8.254,2.101,10.001,2.978,108.802,322.15,1.473,95.958,0.152,1.308
19941022,19941028,8.519,7.985,1.451,9.206,1.862,81.548,321.171,1.6,95.546,4.544,1.916
19941029,19941104,9.758,9.217,1.778,10.454,2.197,70.854,330.559,1.95,96.177,0.856,1.823
19941105,19941111,8.4,8.239,0.918,8.625,1.573,52.498,335.431,0.549,95.688,3.453,0.845
19941112,19941118,7.56,7.19,1.214,8.124,1.579,47.509,328.881,1.136,96.498,1.884,1.993
19941119,19941125,8.303,7.92,1.309,8.888,1.504,55.962,329.015,0.402,97.209,0.905,0.971
19941126,19941202,2.971,2.622,1.251,3.52,1.582,52.36,301.573,0.227,97.356,0.152,0.912
19941203,19941209,5.715,5.415,1.526,6.215,1.388,33.472,317.602,1.034,96.87,4.823,1.753
19941210,19941216,3.923,3.401,1.244,4.792,1.726,45.313,300.054,0.57,97.322,1.43,1.669
19941217,19941223,0.655,0.483,0.791,0.942,1.099,34.716,303.943,0.32,96.539,1.294,1.909
19941224,19941231,2.72,2.474,1.341,3.13,1.083,39.65,304.001,0.855,95.938,4.859,2.815
19950101,19950107,-5.296,-5.755,2.136,-4.53,1.752,48.426,268.668,0.214,96.416,3.173,2.191
19950108,19950114,-2.163,-2.466,1.335,-1.658,1.178,41.408,289.691,0.205,96.806,5.806,2.404
19950115,19950121,-0.463,-1.264,1.858,0.788,2.595,59.452,277.091,0.618,96.477,1.675,1.122
19950122,19950128,5.802,5.307,2.334,6.558,1.28,43.011,319.994,1.853,95.527,6.766,4.845
19950129,19950204,4.018,3.579,1.521,4.682,1.789,51.864,309.371,1.22,96.639,2.82,2.147
19950205,19950211,6.297,5.777,1.487,6.974,2.097,72.654,319.395,1.376,96.026,1.916,2.099
19950212,19950218,6.168,5.662,1.797,6.818,1.688,62.788,322.254,1.736,96.042,6.841,2.738
19950219,19950225,4.671,4.035,1.897,5.468,2.458,83.623,307.665,1.811,95.979,3.612,2.695
19950226,19950304,2.579,1.679,1.87,3.558,2.1,94.671,291.472,1.638,95.848,3.907,1.786
19950305,19950311,2.374,1.429,2.257,3.375,2.988,136.751,278.844,1.723,95.684,1.971,1.874
19950312,19950318,5.162,4.802,1.853,5.53,2.542,119.728,297.437,2.406,95.673,3.453,3.125
19950319,19950325,5.202,4.027,2.366,6.269,2.894,164.979,289.934,2.905,96.947,4.421,2.615
19950326,19950401,2.657,2.069,2.131,3.155,2.008,123.4,305.265,1.485,96.387,5.527,3.436
19950402,19950408,11.89,10.808,2.864,12.806,3.813,192.067,320.197,4.708,96.769,0.68,1.738
19950409,19950415,5.678,4.762,2.019,6.332,3.192,178.431,302.443,2.649,96.733,0.903,2.214
19950416,19950422,6.981,6.22,1.845,7.525,2.258,140.624,323.167,2.04,95.511,2.651,2.472
19950423,19950429,10.153,9.429,1.628,10.645,2.44,139.61,343.444,1.86,95.318,5.154,1.851
19950430,19950506,14.332,12.796,2.835,15.253,4.34,253.605,319.742,6.99,96.81,0.713,1.544
19950507,19950513,12.482,11.186,1.917,13.259,2.707,186.389,336.709,4.682,95.473,8.822,2.114
19950514,19950520,8.674,7.518,1.982,9.327,2.385,199.526,326.301,2.238,95.954,6.266,2.004
19950521,19950527,14.55,12.912,2.31,15.39,3.113,242.639,335.898,5.347,96.305,4.197,1.485
19950528,19950603,13.321,12.34,1.535,13.811,1.839,169.012,353.307,2.731,96.257,13.023,1.267
19950604,19950610,12.351,11.243,1.18,12.904,2.114,192.175,346.039,2.681,96.281,5.376,1.404
19950611,19950617,11.64,10.381,1.548,12.269,2.324,220.129,335.569,3.223,96.005,4.111,1.51
19950618,19950624,16.3,15.307,1.779,16.796,2.444,196.083,359.315,4.622,96.499,5.093,1.891
19950625,19950701,19.426,17.28,2.752,20.499,4.093,296.067,345.117,8.629,96.256,1.211,2.449
19950702,19950708,18.494,17.013,2.179,19.235,3.139,247.848,358.076,6.229,96.156,3.748,1.403
19950709,19950715,21.589,19.928,1.752,22.42,2.846,232.896,373.181,7.066,96.114,4.215,1.117
19950716,19950722,21.648,19.573,2.112,22.71,3.498,248.763,371.125,8.681,96.469,3.755,1.593
19950723,19950729,20.153,18.792,2.232,20.899,3.109,219.534,371.827,6.243,96.485,1.976,1.924
19950730,19950805,21.221,19.352,2.848,22.329,4.417,275.386,354.928,9.824,96.076,0.484,1.381
19950806,19950812,18.307,17.112,1.346,19.025,2.528,163.129,374.914,3.992,96.479,7.139,1.316
19950813,19950819,17.521,16.125,1.604,18.406,2.875,200.191,358.485,4.384,96.388,3.782,1.848
19950820,19950826,17.563,16.335,1.325,18.439,2.35,168.744,368.995,3.28,96.219,4.999,1.769
19950827,19950902,11.548,10.723,1.346,12.137,1.935,141.929,339.65,2.432,96.33,5.87,2.063
19950903,19950909,12.238,10.821,1.535,13.352,2.502,146.732,336.036,2.865,95.435,4.521,2.144
19950910,19950916,12.676,11.823,1.55,13.397,2.282,109.886,352.582,1.688,95.937,6.816,1.232
19950917,19950923,11.693,10.755,1.382,12.519,2.358,124.033,340.898,1.647,96.128,3.268,1.543
19950924,19950930,9.2,8.359,1.845,9.986,2.82,129.067,319.612,2.275,96.548,3.648,1.727
19951001,19951007,14.353,13.741,1.617,14.98,2.47,104.138,352.305,2.558,96.628,2.317,1.111
19951008,19951014,15.071,15.004,1.341,15.144,2.777,121.514,355.115,2.107,96.966,0.152,0.759
19951015,19951021,12.321,12.101,1.385,12.565,2.556,98.334,341.903,1.983,97.068,0.575,1.351
19951022,19951028,10.857,10.468,1.919,11.357,3.355,104.175,323.797,2.251,96.748,0.187,0.83
19951029,19951104,7.972,7.797,1.176,8.197,1.343,66.391,326.328,1.21,96.359,3.247,1.857
19951105,19951111,2.543,1.853,2.077,3.516,3.109,84.938,282.859,1.559,96.719,0.015,1.368
19951112,19951118,6.561,6.307,1.785,6.948,1.489,42.086,326.417,0.664,95.708,6.995,1.714
19951119,19951125,1.739,1.313,1.684,2.388,2.056,59.123,291.617,0.577,96.791,0.54,1.241
19951126,19951202,2.518,2.329,1.076,2.816,1.618,46.357,301.015,0.337,96.337,0.538,0.762
19951203,19951209,-0.676,-0.771,0.723,-0.517,0.991,47.132,282.004,0.219,96.358,0.379,1.438
19951210,19951216,-2.524,-2.781,0.811,-2.096,1.007,47.953,278.559,0.247,96.669,0.926,1.942
19951217,19951223,3.4,3.264,1.624,3.628,1.477,24.815,325.937,0.405,95.743,4.526,1.549
19951224,19951231,-1.544,-1.603,1.558,-1.446,1.05,25.766,308.028,0.167,94.864,10.962,1.778
19960101,19960107,0.255,0.001,0.978,0.678,1.06,42.053,299.373,0.051,95.273,1.521,0.867
19960108,19960114,3.056,2.831,1.346,3.432,2.044,55.688,297.222,0.276,95.651,0.202,0.732
19960115,19960121,-1.389,-1.687,1.019,-0.929,1.809,67.495,268.748,0.193,96.627,0.038,0.581
19960122,19960128,-1.356,-1.588,1.016,-1.003,1.144,60.839,281.867,0.123,95.509,0.228,1.073
19960129,19960204,-1.396,-1.658,1.402,-1.004,1.54,69.391,282.348,0.317,95.912,0.899,1.527
19960205,19960211,-1.928,-2.417,1.161,-1.298,1.63,73.733,277.718,0.526,95.261,1.631,1.841
19960212,19960218,0.906,0.516,0.809,1.407,0.911,58.579,306.684,0.585,96.059,5.564,2.991
19960219,19960225,-1.864,-2.318,1.598,-1.347,1.811,99.052,277.088,0.998,95.48,1.317,2.103
19960226,19960303,2.426,1.568,1.723,3.358,2.805,123.242,270.481,2.307,96.364,0.199,1.463
19960304,19960310,0.968,0.067,1.92,1.926,3.183,148.626,267.12,1.779,96.362,0.12,1.52
19960311,19960317,1.504,0.717,2.427,2.283,3.488,160.739,275.812,2.143,95.373,0.162,1.836
19960318,19960324,8.192,7.254,2.223,9.041,3.357,134.771,321.81,2.666,96.028,2.589,1.459
19960325,19960331,4.729,4.296,1.928,5.096,2.39,155.153,298.101,1.756,95.812,4.985,2.022
19960401,19960407,3.854,3.085,2.066,4.498,2.949,160.741,305.008,2.34,95.973,1.557,2.24
19960408,19960414,7.857,6.932,1.726,8.517,2.822,180.244,314.031,2.427,96.321,4.014,1.53
19960415,19960421,11.355,9.458,3.435,12.709,4.732,247.071,300.296,6.463,96.28,0.386,1.432
19960422,19960428,13.161,11.82,2.222,14.078,3.223,214.364,330.271,5.255,96.067,1.992,1.698
19960429,19960505,9.972,9.005,1.215,10.553,2.153,169.872,333.316,1.763,95.134,4.966,1.361
19960506,19960512,10.929,10.216,1.573,11.357,2.181,149.768,346.319,2.542,95.607,3.558,1.759
19960513,19960519,12.509,11.628,1.589,12.996,2.112,162.584,358.464,1.835,95.667,5.448,1.352
19960520,19960526,12.64,11.458,1.964,13.25,2.468,178.87,340.683,3.469,96.459,4.229,1.799
19960527,19960602,15.155,13.701,2.57,15.882,2.928,233.426,343.053,5.878,96.521,4.551,2.106
19960603,19960609,18.89,17.31,2.17,19.681,3.453,230.433,367.271,5.997,96.81,3.915,1.285
19960610,19960616,18.783,16.864,1.974,19.743,3.672,295.524,343.975,7.722,97.013,2.297,1.96
19960617,19960623,15.371,13.924,1.898,16.094,2.52,207.843,347.431,5.301,95.974,7.146,1.861
19960624,19960630,14.445,12.734,1.995,15.301,3.083,242.91,342.872,5.028,96.621,2.034,1.943
19960701,19960707,14.686,13.506,1.393,15.276,2.067,174.323,356.144,3.435,95.795,6.621,2.069
19960708,19960714,15.68,14.328,2.151,16.356,3.088,205.997,353.738,4.809,96.706,6.602,1.47
19960715,19960721,17.582,15.919,2.347,18.43,3.815,289.941,334.132,7.271,96.842,0.095,2.322
19960722,19960728,18.849,16.637,2.206,20.062,3.61,267.266,350.78,6.969,96.48,5.626,1.969
19960729,19960804,18.425,16.766,2.134,19.403,3.327,221.987,361.452,5.4,96.535,6.199,1.438
19960805,19960811,17.931,16.66,1.783,18.694,3.316,184.365,364.374,4.082,96.119,7.189,1.016
19960812,19960818,15.992,14.698,1.444,16.82,2.878,199.069,354.23,3.534,96.316,3.486,1.982
19960819,19960825,17.285,16.135,1.55,18.107,2.766,171.391,363.89,3.806,96.108,3.629,1.114
19960826,19960901,13.185,11.927,1.345,14.084,2.281,156.469,347.977,2.525,96.452,3.423,1.623
19960902,19960908,12.131,11.192,2.01,12.897,2.996,158.651,329.373,3.148,96.373,0.41,2.623
19960909,19960915,9.987,8.861,2.036,10.94,3.323,159.587,323.689,2.738,96.15,1.611,2.006
19960916,19960922,9.659,8.843,1.69,10.375,2.606,131.527,329.137,1.406,95.503,2.721,1.862
19960923,19960929,10.021,9.167,2.028,10.818,2.633,104.413,334.572,1.899,96.246,2.138,1.371
19960930,19961006,9.763,8.692,1.822,10.855,2.859,118.816,325.19,2.435,96.305,2.244,1.659
19961007,19961013,9.726,9.257,1.376,10.235,1.895,78.514,345.148,0.818,96.355,0.508,1.324
19961014,19961020,8.948,8.444,1.531,9.511,1.996,65.265,336.914,1.289,95.974,7.61,1.566
19961021,19961027,9.075,8.43,2.195,9.904,2.93,90.081,324.961,1.21,96.914,1.292,1.406
19961028,19961103,8.872,8.334,2.193,9.563,2.49,83.814,319.017,2.741,96.883,1.824,2.326
19961104,19961110,7.33,6.719,2.288,8.189,2.643,72.411,310.22,2.207,96.575,3.397,2.249
19961111,19961117,4.705,4.73,1.253,4.668,1.294,47.48,320.573,0.256,95.568,3.448,1.364
19961118,19961124,1.188,0.832,0.863,1.732,1.029,49.184,299.699,0.539,95.141,3.909,2.452
19961125,19961201,1.002,1.018,1.459,0.98,1.017,35.679,314.839,0.261,95.426,8.677,2.394
19961202,19961208,2.11,1.607,1.035,2.948,1.502,48.828,288.234,0.64,96.147,0.933,1.155
19961209,19961215,1.344,1.093,1.285,1.762,1.065,39.576,301.676,0.154,95.673,3.125,0.733
19961216,19961222,3.438,3.093,1.449,4.013,1.554,32.783,313.49,0.367,95.486,2.966,0.986
19961223,19961231,-6.552,-6.744,1.335,-6.232,1.052,42.254,268.664,0.152,95.573,2.083,2.15
19970101,19970107,-3.903,-4.027,0.86,-3.696,1.069,42.684,289.036,0.062,95.397,0.626,1.154
19970108,19970114,-2.074,-2.357,0.84,-1.603,1.224,60.029,272.988,0.249,96.319,0.446,0.712
